,Lira,Kampala
0,5.410867959495913,5.470728347419592
1,5.263858711370618,5.458969852156509
2,5.091450246302431,5.460547710239721
3,5.1276900020119776,5.456993749154578
4,5.215838062480285,5.428510313927199
5,5.2776013385717055,5.430104293642521
6,5.492372641406479,5.595170821967687
7,5.547932192264347,5.611889148977269
8,5.558939057898939,5.612619207362562
9,5.654238814326608,5.911840245564505
10,5.6504351626364935,5.6792556011719855
11,5.5446179850062025,5.54276441635688
12,5.540194655513445,5.534623610463989
13,5.533937237081611,5.533937237081611
14,5.412003251676704,5.584183088392119
15,5.460957370352295,5.633328596293082
16,5.445999762404194,5.653388594799817
17,5.526585482262797,5.7656386678618405
18,5.4469286440846965,5.733866391976621
19,5.437939317926372,5.728602018516291
20,5.447627340142226,5.735801902138559
21,5.497376696581344,5.731147736751843
22,5.643384932889939,5.7298585308937655
23,5.596310607651941,5.730052415847992
24,5.635845373847415,5.726010375083201
25,5.6341624748955565,5.720502665874353
26,5.751701517861699,5.811989948718504
27,5.788716895128923,5.790089578940895
28,5.894476170595299,5.958899158256917
29,6.043431360169944,6.102029828334253
30,5.783409002071478,6.109099196459389
31,5.797460866115625,6.033060576314948
32,5.71903860700354,5.798513035977917
33,5.631893952120291,5.676134973936596
34,5.720622281086634,5.719883455785202
35,5.623736305825427,5.623736305825427
36,5.423792202869158,5.528757383475383
37,5.41895718941226,5.6189089775824845
38,5.417449185415537,5.7011708566512205
39,5.411983050855047,5.5896642280924995
40,5.342936347741292,5.600378535003355
41,5.283441623247333,5.4036072545508675
42,5.283993023640264,5.508936755458621
43,5.28116832756406,5.400951363887112
44,5.2848882477775625,5.405414085303052
45,5.068819317163852,5.341019025467256
46,4.993391829878138,5.398856937986302
47,5.074331423478746,5.398827469053243
48,5.146848729373835,5.501201391272896
49,5.209331031250209,5.331933353342541
50,5.132759470328324,5.3284461754094945
51,5.021412250463662,5.320655145316518
52,5.123795709372973,5.37278049187107
53,5.116156585835759,5.307211822598467
54,5.084912781034857,5.245255431110037
55,4.939726449196274,5.225047245462376
56,4.5130286881160515,4.918493796224216
57,4.510848991572132,4.922703897779068
58,4.544330850840772,5.235160533260355
59,4.661980257420478,5.110232640733851
60,4.751633834527906,5.090235997406944
61,4.522474967701403,4.840078720018234
62,4.514828111541494,4.734190940015797
63,4.516574038681002,4.743484072790689
64,4.526708868959703,4.837486656206133
65,4.642117422781683,4.929799495233464
66,4.852756438872189,5.097291180167716
67,4.853675768371139,5.098210509666667
68,4.730655345160345,4.949208222765956
69,4.942049894503591,5.167659538312995
70,5.100216309973188,5.267067944995011
71,5.109427877309861,5.302970958847781
72,5.241055463758015,5.359091567870766
73,5.227376269354647,5.344647141107389
74,5.161732413459811,5.340780644908796
75,5.212721725191387,5.3849382601271465
76,5.271703635316351,5.40823271379379
77,5.696991831216638,5.864484127981471
78,5.691784644209972,5.834407818866163
79,5.764146119530081,5.867905353820933
80,5.54303462835077,5.700038377160435
81,5.497004148961136,5.615845094691474
82,5.283829017302559,5.422650721538611
83,5.086228299901257,5.223026601671128
84,5.0881396343551275,5.253389207250436
85,5.087187761210118,5.285013504540038
86,5.086236793266025,5.336103414720988
87,5.211616324404532,5.3565503491268665
88,5.326761933209239,5.481495533484364
89,5.32883091714035,5.510474737547807
90,5.4598537184351175,5.528609313850247
91,5.330582130612325,5.578517035568579
92,5.430360427204537,5.615425469944243
93,5.329223491365282,5.432963261125375
94,5.212410332453946,5.383303193424278
95,5.212105905238999,5.269516812452338
