,Eldoret,Meru
0,6.736087842754295,6.480884268271894
1,6.694282014881355,6.493788892002464
2,6.7928738818393954,6.493399699418907
3,6.819561363845803,6.422132224295279
4,6.792978532875486,6.386054635303662
5,6.739613538713513,6.380819408041386
6,6.843500006673973,6.46176946774553
7,6.7542819532767755,6.466008839308232
8,6.75718761928304,6.4678155007977605
9,6.807360014223469,6.433061934567777
10,6.794399453812331,6.450250769692778
11,6.756570373233819,6.467868412881293
12,6.808931369900132,6.467235673926983
13,6.821585645708063,6.461171108766042
14,6.837558570700701,6.45425662503859
15,6.82870263582028,6.511412101296781
16,6.829327422039969,6.305790419554213
17,6.846322311211043,6.303709170008167
18,6.756627815732815,6.375855320215022
19,6.776816079065852,6.369679727880385
20,6.700979728518431,6.3644052371806294
21,6.725026946562089,6.358458331401633
22,6.69662633569622,6.388776086909848
23,6.711927769087209,6.38397634097975
24,6.713399299799052,6.385671157047068
25,6.753178141793563,6.388072493507305
26,6.7213571194261155,6.391853552120995
27,6.694393791689062,6.39495907791268
28,6.694910425407786,6.367348986724408
29,6.7015664708547265,6.325759228834837
30,6.66750099676304,6.35930175607721
31,6.649763555242907,6.31116139236387
32,6.607473947792195,6.356079930192133
33,6.612580561987755,6.360072958526515
34,6.650086877579204,6.317042236430258
35,6.5821482927748045,6.311937230602609
36,6.511731775587845,6.341992074136778
37,6.472810987575024,6.339461562014965
38,6.4608267676858295,6.36924194385031
39,6.539428604387573,6.334911703363676
40,6.458867749115261,6.299360870087479
41,6.579972667671775,6.376847983248057
42,6.573986697979392,6.344612596914546
43,6.566928380953233,6.294924121220682
44,6.571977906605886,6.352741700480596
45,6.618228164985947,6.35090481604932
46,6.699128319497024,6.345103122593622
47,6.695427331530166,6.387003774771569
48,6.710868213960518,6.372280388512929
49,6.763999181582257,6.3796727063130145
50,6.765686741736599,6.3714855508729
51,6.60826638295296,6.3437086148384925
52,6.421349240349763,6.315138022811624
53,6.533570543765805,6.299618097727204
54,6.5328114512211375,6.283853502314525
55,6.47221103584949,6.222506821957268
56,6.472364503845929,6.157149337034159
57,6.468896434800287,5.93730036367709
58,6.468317150099675,5.9394364664472175
59,6.474935262366607,5.937473681352004
60,6.478536779605255,5.9521698986280525
61,6.477377575746555,5.940576465577304
62,6.479293273496002,5.727947853693069
