,Meru,Eldoret
0,6.480884268271894,6.736087842754295
1,6.493788892002464,6.694282014881355
2,6.493399699418907,6.7928738818393954
3,6.422132224295279,6.819561363845803
4,6.386054635303662,6.792978532875486
5,6.380819408041386,6.739613538713513
6,6.46176946774553,6.843500006673973
7,6.466008839308232,6.7542819532767755
8,6.4678155007977605,6.75718761928304
9,6.433061934567777,6.807360014223469
10,6.450250769692778,6.794399453812331
11,6.467868412881293,6.756570373233819
12,6.467235673926983,6.808931369900132
13,6.461171108766042,6.821585645708063
14,6.45425662503859,6.837558570700701
15,6.511412101296781,6.82870263582028
16,6.305790419554213,6.829327422039969
17,6.303709170008167,6.846322311211043
18,6.375855320215022,6.756627815732815
19,6.369679727880385,6.776816079065852
20,6.3644052371806294,6.700979728518431
21,6.358458331401633,6.725026946562089
22,6.388776086909848,6.69662633569622
23,6.38397634097975,6.711927769087209
24,6.385671157047068,6.713399299799052
25,6.388072493507305,6.753178141793563
26,6.391853552120995,6.7213571194261155
27,6.39495907791268,6.694393791689062
28,6.367348986724408,6.694910425407786
29,6.325759228834837,6.7015664708547265
30,6.35930175607721,6.66750099676304
31,6.31116139236387,6.649763555242907
32,6.356079930192133,6.607473947792195
33,6.360072958526515,6.612580561987755
34,6.317042236430258,6.650086877579204
35,6.311937230602609,6.5821482927748045
36,6.341992074136778,6.511731775587845
37,6.339461562014965,6.472810987575024
38,6.36924194385031,6.4608267676858295
39,6.334911703363676,6.539428604387573
40,6.299360870087479,6.458867749115261
41,6.376847983248057,6.579972667671775
42,6.344612596914546,6.573986697979392
43,6.294924121220682,6.566928380953233
44,6.352741700480596,6.571977906605886
45,6.35090481604932,6.618228164985947
46,6.345103122593622,6.699128319497024
47,6.387003774771569,6.695427331530166
48,6.372280388512929,6.710868213960518
49,6.3796727063130145,6.763999181582257
50,6.3714855508729,6.765686741736599
51,6.3437086148384925,6.60826638295296
52,6.315138022811624,6.421349240349763
53,6.299618097727204,6.533570543765805
54,6.283853502314525,6.5328114512211375
55,6.222506821957268,6.47221103584949
56,6.157149337034159,6.472364503845929
57,5.93730036367709,6.468896434800287
58,5.9394364664472175,6.468317150099675
59,5.937473681352004,6.474935262366607
60,5.9521698986280525,6.478536779605255
61,5.940576465577304,6.477377575746555
62,5.727947853693069,6.479293273496002
