,Busia,Kampala
0,6.484273434130676,6.549089386259069
1,6.5097193815338565,6.57731738494635
2,6.487370746174096,6.508516266089075
3,6.480575301000738,6.5350117303239434
4,6.54795668949815,6.671906240070198
5,6.549507351979704,6.609243981810443
6,6.504827322206012,6.518885743973179
7,6.544519930548691,6.551381020928636
8,6.333078952381815,6.590888743798449
9,6.351968029604088,6.615933575438553
10,6.348159339610958,6.429005350510378
11,6.326456781179954,6.477066337580395
12,6.30475379309067,6.415933580826795
13,6.336876534329248,6.41956825017436
14,6.333496132248131,6.413894752112181
15,6.44080757466837,6.5409626921290025
16,6.459829224395914,6.556107830249778
17,6.5521888183429535,6.608326833396764
18,6.557256755296448,6.577396609166684
19,6.472967513574678,6.398114045424532
20,6.362495507720011,6.381882860752918
21,6.358446097206194,6.434986174328529
22,6.477459806090242,6.500073397992073
23,6.52600340998999,6.509105407369265
24,6.527799111664322,6.612564378292032
25,6.521873300117559,6.61245173027075
26,6.5682621866316495,6.607299149439882
27,6.755208606620563,6.745817624305464
28,6.8144264820429035,6.774305041813348
29,6.836408044213878,6.8258503343514345
30,6.763172859837966,6.821446658547321
31,6.755151279648352,6.829929019268972
32,6.757273450876662,6.822144105081133
33,6.5686053536510105,6.487855737885357
34,6.45524907719179,6.424615244241879
35,6.335859699897743,6.357738960360644
36,6.39597073814894,6.4321771310093
37,6.452166065288748,6.471522643595779
38,6.478555173605915,6.467893350509074
39,6.474503260213176,6.474676016540806
40,6.490188802656174,6.498616292278132
41,6.587247809928879,6.618651356660965
42,6.499956941318101,6.606987185198222
43,6.395096163241861,6.390068687798257
44,6.283574874774027,6.372593103411213
45,6.212372552833423,6.297843655052759
46,6.209992795585473,6.337612621164375
47,6.35076064995387,6.404257397307855
48,6.306302535228485,6.393921507173515
49,6.359145339474154,6.420267192626407
50,6.384164618504159,6.440989810081778
51,6.585852906913254,6.563914749160479
52,6.583474574587587,6.597736688584924
53,6.551717638267006,6.604789438391978
54,6.564760051068772,6.719797648914258
55,6.562364558744907,6.724293251975721
56,6.631283818798617,6.70807347665705
57,6.258538428971502,6.376134705826333
58,6.057030870876536,6.141810678834342
59,6.0213704836787825,6.154170225733569
60,5.955502967877606,6.134606957780981
61,5.960273905882792,6.128450955290582
62,5.956033494853461,6.131779170741259
63,6.056329551764917,6.115762704359025
64,6.05218165042742,6.22424496797063
65,6.133655764325432,6.2386891236697295
66,6.126954902622973,6.288082666972602
67,6.132401458663641,6.223781017326023
68,5.996663085586993,6.138293314353324
69,5.94231889202038,6.146186949806263
70,6.041642782338404,6.148032634165344
71,6.064048048055822,6.154407268815136
72,6.19304763747439,6.309652122611329
73,6.266651194980059,6.373813365371398
74,6.4511225008960125,6.418604935085321
75,6.477744607422322,6.446507810833791
76,6.470879912437218,6.445987944428703
77,6.490652074375765,6.546800532856457
78,6.551501210703764,6.596983860325174
79,6.604173346422462,6.611633926220768
80,6.590809707238734,6.664647080013183
81,6.5736796800094,6.64740628814655
82,6.473166649246316,6.466583346997119
83,6.457991137211788,6.547946551878453
