,Ruhengeri,Kasese
0,6.50562523792878,6.6156565153423
1,6.503047143580043,6.538369229238757
2,6.483406056824133,6.3094171973905935
3,6.4580201100520975,6.343958585768376
4,6.457456440841647,6.346395025516676
5,6.456892453729019,6.339563748316634
6,6.462072303071183,6.368854314887885
7,6.48201783347946,6.364867492656624
8,6.4709955425833625,6.302427584043952
9,6.488166369510057,6.308085776465766
10,6.463807508104889,6.304022708317681
11,6.458447379181679,6.294245815492255
12,6.447350931226407,6.267673380011114
13,6.438136821836177,6.290076460134158
14,6.423036955170153,6.286970364640864
15,6.3690115594171015,6.28124928085889
16,6.356456231886373,6.275131015811402
17,6.331652474601729,6.269905425364633
18,6.559723141484033,6.2491060871399045
19,6.555754696735026,6.227078885024721
20,6.553229528387629,6.294226504471901
21,6.551947251484816,6.288217806451714
22,6.553847944347396,6.288004757684856
23,6.517081920501789,6.287791754298108
24,6.52435274132019,6.285826489962831
25,6.522183161762407,6.279907416560918
26,6.5201018861253015,6.276007303184382
27,6.515515485816363,6.218606555244162
28,6.518057033817434,6.262058753777611
29,6.521250074688369,6.257534701020181
30,6.526788713120543,6.310628435613145
31,6.528241392978615,6.347297581401177
32,6.527121795876571,6.3668608091521115
33,6.270001764617799,6.369282154496541
34,6.269718449715492,6.369988885086579
35,6.2661675203830525,6.407006548223583
36,6.4379223878830025,6.403286631758883
37,6.423847100351146,6.395805026332744
38,6.4156784521236645,6.432204705577433
39,6.418378881990462,6.418592104610791
40,6.428153102377929,6.362657981567863
41,6.442110231792247,6.252072422680107
42,6.447115653821153,6.247963754674888
43,6.446658961568394,6.15000395148156
44,6.44550278363884,6.310346212392294
45,6.66639972299033,6.336602604861716
46,6.665556242267333,6.147625904162566
47,6.653528021350251,6.090058919852007
48,6.577327017651522,5.6507205392182005
49,6.581307349783808,6.328376524008624
50,6.588628186049293,6.299968870908157
51,6.443662159889547,6.3294875493514295
52,6.30853676777172,6.3329991274991535
53,6.215869930156011,6.263107440216855
54,6.216417855764743,6.187961368056826
55,6.221521898296405,6.22296592281651
56,6.223895348136615,6.301859439573603
57,6.558875204169727,6.369328020611899
58,6.558483377216077,6.228904854325893
59,6.3133790251117405,6.057161197187559
60,6.31920672423058,6.405194907341884
61,6.32505006800594,6.371176185479554
62,6.357588311440344,6.294808393059292
63,6.354537327342481,6.328344255623482
64,6.402870006198416,6.287738756600155
65,6.228662758230336,6.204561901601647
66,6.305736287337746,6.205810891938681
67,6.293313736597789,6.143667001228802
68,6.311894659943936,6.235529533008196
69,6.359232513843745,6.357432088559859
70,6.354311257207092,6.308781135544713
71,6.34346772741762,6.341989667879001
72,6.365224448873203,6.382780515227405
73,6.372879909203983,6.344497805944682
74,6.338091346842648,6.368670991956794
