,Kisumu,Mbale
0,5.663050592336632,5.380096300829159
1,5.658422997047921,5.315108037028888
2,5.603264899627125,5.24560092612969
3,5.658435682791919,5.28347200357132
4,5.649614801044308,5.291061483717872
5,5.6453157285155475,5.334696527843346
6,5.656204742720281,5.492372641406479
7,5.802409186260294,5.5871529054176285
8,5.798528843119516,5.55801951760426
9,5.795368494635372,5.518558680276081
10,5.792136561535243,5.458544154826388
11,5.791749730263689,5.426834949349819
12,5.790034499001399,5.404544618028637
13,5.79116715685274,5.454821743197266
14,5.788058315131654,5.529090150862232
15,5.784959108361613,5.532587026491551
16,5.779982896630039,5.554161960903257
17,5.77430474846033,5.6617284787816615
18,5.768359647969329,5.73312151298501
19,5.763139938819203,5.757206829097955
20,5.756721464185711,5.732843320098814
21,5.747452117001923,5.704078414783624
22,5.852975591899102,5.685238653062714
23,5.852145456585041,5.687940930497865
24,5.964318411082766,5.722318971851242
25,6.070165435692222,5.874231226657774
26,6.057741573514864,5.999119475863482
27,6.045890772185865,5.996356259907167
28,6.1341510512095425,5.991297558814167
29,6.2214516905106825,5.983435180334269
30,6.219830190693429,6.022404210803276
31,6.230121695754557,5.938288464858283
32,6.234106630229812,5.629472606775861
33,6.236415078500186,5.373399411927151
34,6.0489982865163086,5.372561740665815
35,5.938092164952554,5.368581761113166
36,5.832822456095262,5.526976439104388
37,5.838244418011139,5.567445339952891
38,5.838868489147492,5.467556005469715
39,5.789942314452403,5.294200015198664
40,5.838103387324477,5.399799209635835
41,5.7086395710418545,5.221686419060612
42,5.705968095397696,5.151747804826485
43,5.700392527317466,5.147636934939538
44,5.690898990958889,5.1529607047350146
45,5.68728780791741,5.138928883350879
46,5.595333601459176,5.149262200584922
47,5.691082366106241,5.149232731651864
48,5.6812723892289725,5.144268082780344
49,5.7570714098044515,5.139302426889725
50,5.67054198068604,5.132759470328324
51,5.748978841888254,5.126191201696839
52,5.670452751457429,5.123795709372973
53,5.741984323720734,5.039616508713424
54,5.575087141284258,5.106418986255821
55,5.54308517019238,5.088471710456624
56,5.516384814767096,5.072644476051474
57,5.51754129358232,5.067713746135665
58,5.521002374922609,4.852632210495289
59,5.339466838321893,4.576458083982315
60,5.330396879833921,4.603064564538843
61,5.507666154635059,4.637137876021543
62,5.44265043059901,4.630512510540956
63,5.512297429154828,4.562665145881269
64,5.513197636284299,4.74422916271955
65,5.5107485676315795,4.752465479950549
66,5.527413550334973,4.943140500340458
67,5.4941026261324355,4.944059829839408
68,5.5611286309050945,4.949208222765956
69,5.65008736520297,5.127453117834954
70,5.493305968234323,5.131306897043219
71,5.437422675972245,5.135136234020068
72,5.427966688336249,5.279048860197229
73,5.422118501286266,5.289896626335981
74,5.476715704823058,5.286030130137388
75,5.476130764378098,5.27784012457078
76,5.620836033319873,5.61253317730652
77,5.878614745410771,5.609203151428446
78,5.874398484848228,5.6081538451375605
