,Masindi,Kasese
0,5.275479556124178,5.348347602514579
1,5.112551408384965,5.266285508327007
2,5.193232940612374,5.195917505983043
3,5.262470614036932,5.185958910135953
4,5.291061483717872,5.221032879357389
5,5.3013633293406315,5.223111132440883
6,5.360002190382771,5.136295417425962
7,5.384874158522637,5.567012749439217
8,5.385272553728783,5.567228546636379
9,5.488427863115462,5.527192406565706
10,5.501279277433299,5.497373022466234
11,5.500265656213766,5.490471258621478
12,5.485513885498625,5.485513885498625
13,5.4884566541889885,5.429794741540402
14,5.453558019490573,5.3589575269467336
15,5.35787309871949,5.397093811872772
16,5.351244553914868,5.4159222635835285
17,5.47078410184427,5.409913386757244
18,5.462935610364402,5.408099538487851
19,5.445999762404194,5.500594215194037
20,5.546659148996874,5.526585482262797
21,5.552289159742523,5.500995865354972
22,5.544493151148241,5.546280461722336
23,5.549632479119975,5.546067412955479
24,5.54674686835175,5.54585440956873
25,5.595701695395968,5.556347597857354
26,5.675177687462979,5.587182265971364
27,5.868849431235698,5.628726455502891
28,5.897916187093915,5.476937271098081
29,5.893859837756065,5.615586711787795
30,5.886718728325191,5.785360236914406
31,5.959743895809117,5.93045064721963
32,6.00134660082542,5.869718158346983
33,6.005981854153889,5.797147848052577
34,5.535290529329386,5.798202139185474
35,5.312198590938724,5.487085169245161
36,5.368581761113166,5.4286507073063754
37,5.368956130992608,5.423792202869158
38,5.41895718941226,5.523922370018485
39,5.3563303703594904,5.61415947966159
40,5.294200015198664,5.699665123306827
41,5.280381673081202,5.504657086429095
42,5.1520064984226215,5.509969272545783
43,5.074272492658195,5.509835631923639
44,5.074221723464717,5.399951863554027
45,5.078458177437094,4.997954958588023
46,5.068819317163852,5.364153600868913
47,5.074360892411804,5.398856937986302
48,5.149232731651864,5.340960086732695
49,5.146848729373835,5.2955299611516224
50,5.116156585835759,5.031057255317754
51,5.111724038485514,4.957573358658255
52,5.093877129023532,4.92706805232435
53,5.072644476051474,4.736172239430261
54,5.067713746135665,4.733992542886342
55,4.544330850840772,4.666220668449808
56,4.492688200916857,4.4730797295284805
57,4.478766847861266,4.502981105981861
58,4.464766650080757,4.522474967701403
59,4.491005807556552,4.523722180934396
60,4.752465479950549,4.527454514461543
61,4.760818943546503,4.651334710704814
62,4.853675768371139,4.652254040203766
63,4.86609331605545,4.683771759261495
64,4.942049894503591,4.942049894503591
65,4.946942438619464,5.057198924889497
66,5.033716055574165,5.033716055574165
67,5.23877496105929,5.031486781534874
68,5.227376269354647,4.774732600971392
69,5.223509773156054,4.711146870071177
70,5.303592620673194,4.660042381252621
71,5.5467516479293515,5.081759205498516
72,5.564680694997345,5.377469152909199
73,5.520292489346226,5.427699702518401
74,5.4791271644977835,5.52419544989949
75,5.539695727085255,5.549679171069438
