,Kampala,Kasese
0,5.470728347419592,6.508758487035613
1,5.458969852156508,6.539900972981392
2,5.460547710239721,6.41637566104603
3,5.456993749154578,6.270091307803748
4,5.428510313927199,6.2438751272113935
5,5.430104293642521,6.24103450985885
6,5.461639567537767,6.23443811228408
7,5.566097417567529,6.259702368792369
8,5.567228546636379,6.259461232390936
9,5.595170821967687,6.19336299942745
10,5.611889148977269,6.198802832593043
11,5.612619207362562,6.196332546877046
12,5.911840245564505,6.1826058443495855
13,5.6792556011719855,6.182094873305326
14,5.54276441635688,6.17864404255835
15,5.534623610463989,6.1752025491778495
16,5.533937237081611,6.169816863283081
17,5.58418308839212,6.163931282404215
18,5.633328596293082,6.158550100342805
19,5.653388594799817,6.137140924237273
20,5.7656386678618405,6.1164181836843134
21,5.733866391976621,6.194143045914918
22,5.728602018516291,6.1881343478947315
23,5.735801902138559,6.187921299127874
24,5.731147736751843,6.187708295741125
25,5.7298585308937655,6.19883111392946
26,5.720502665874353,6.2314759892196685
27,5.811989948718504,6.200955643093525
28,5.790089578940895,6.09914651097741
29,5.958899158256917,6.13484572968216
30,6.102029828334253,6.103526461190315
31,6.109099196459389,6.215155640961727
32,6.033060576314948,6.225378646200745
33,5.798513035977917,6.226016364544902
34,5.676134973936596,6.228437709889332
35,5.719883455785202,6.229377816873995
36,5.623736305825427,6.22409046109107
37,5.528757383475383,6.22066563825476
38,5.7011708566512205,6.213780602210712
39,5.5896642280924995,6.280316604863661
40,5.600378535003355,6.246378937137598
41,5.4036072545508675,6.199506340881629
42,5.508936755458621,6.151358447078277
43,5.400951363887112,6.0930990441139725
44,5.405414085303052,6.039056534663201
45,5.341019025467256,5.763362171362772
46,5.398856937986302,5.842409381144868
47,5.398827469053243,5.8423799122118085
48,5.501201391272897,5.807282233814959
49,5.307211822598467,5.61053185190278
50,5.245255431110037,5.563709162228571
51,5.225047245462376,5.636013349760887
52,4.918493796224216,5.524629599794531
53,4.922703897779067,5.383910988895467
54,5.235160533260355,5.453186604227408
55,5.110232640733851,5.176079206531437
56,5.090235997406944,5.628345580121404
57,4.840078720018234,5.693190550270857
58,4.734190940015797,5.7981176706960165
59,4.743484072790689,5.902868399800893
60,4.837486656206132,5.77411707231741
61,4.929799495233464,5.491199404962388
62,5.097291180167716,5.8569590430692235
63,5.098210509666667,5.860350561713563
64,4.949208222765956,5.724754935092968
65,5.167659538312995,5.858340626377746
66,5.267067944995011,5.957985470227687
67,5.302970958847781,5.978801689396265
68,5.359091567870766,5.96338541107502
69,5.344647141107389,5.920523449914592
70,5.340780644908796,6.033927825468742
71,5.3849382601271465,6.028024938730174
72,5.40823271379379,6.074351221965816
73,5.864484127981471,6.014149721801372
74,5.834407818866163,6.071123447725916
75,5.867905353820933,6.215646277211257
76,5.700038377160435,6.096919741577207
