,Ngozi,Kamembe
0,6.404985027843036,6.346257022997133
1,6.277424726981507,6.255188069320304
2,6.071988659195245,6.154823380945268
3,6.081335537032618,6.159742208330838
4,5.824231758316204,6.042773208624642
5,5.959354995424768,6.043120302970567
6,6.081842310265665,6.0444959670451395
7,6.074938260020598,6.043398828931567
8,6.06897448271076,6.100006126870855
9,6.059859588631684,6.256489932812973
10,6.149972230191106,6.248098183886897
11,6.1448220034675645,6.338202777573049
12,6.230014936380357,6.411904215356539
13,6.228869104423331,6.421148966864277
14,6.313681937899138,6.140935821940094
15,6.23501626285908,6.153501804480335
16,6.141727443695866,6.159666166554744
17,6.095905008643141,6.039446517702006
18,5.9316332312891165,6.040736731833174
19,5.800053222391385,5.903780169615618
20,5.86990366183599,5.895246995341916
21,5.8744416833772455,5.891147034475059
22,5.876653583237159,5.8858695278639335
23,5.9367134348092065,5.874018616037375
24,5.869307728576876,5.862250120202743
25,5.858775215490107,5.911991483655146
26,5.9870418642376055,5.850939046591927
27,6.049819425140857,5.857831007394825
28,5.936272031350254,5.85133137678565
29,6.114310584957968,5.715401469812731
30,6.008515448312788,5.714933967524803
31,6.124114584542641,5.724966553248536
32,6.016312240858618,5.7180867368032
33,6.082340825038057,5.798460661882215
34,6.14537874047434,5.699267578706793
35,6.197289005113433,5.828634410202692
36,6.20511498084665,5.863882437112367
37,6.196450250776229,5.8653361966561315
38,6.192225701277987,6.114812486133453
39,6.289454653656934,6.116167294932878
40,6.289454653656934,6.126214957168272
41,6.282474754276641,6.1175342879778185
42,6.273903548211585,5.874081712383829
43,6.13197866186557,5.806886574092119
44,6.056590331400893,5.783351741574972
45,6.131487411580053,5.853069577745288
46,6.165364111776201,5.842238117237573
47,6.157192475207375,5.830464123861751
48,6.239378814185892,5.95376740573558
49,6.403427824330405,6.1696200310578195
50,6.403968822122032,6.254762640460417
51,6.2471359750348245,6.077542376421421
52,5.876888951456165,5.959423476330518
53,5.806235923633672,5.93112586335925
