,Nairobi,Kisumu
0,6.453865457880394,6.512857864329261
1,6.453298472352992,6.512443571830001
2,6.460715131478347,6.47761694228095
3,6.447810895446418,6.506454783744106
4,6.429808608959609,6.496550014102062
5,6.432925990142166,6.493097323341981
6,6.21768879223459,6.559350383693245
7,6.1302804606328944,6.508077896011896
8,6.068851593696824,6.510998268439593
9,6.061394558328427,6.503620562411661
10,6.053960160964539,6.496974806774373
11,6.049685430661399,6.492385998860153
12,6.047629444520308,6.489935121849543
13,6.045032517901609,6.485283742095189
14,6.042985016444914,6.485608908005724
15,6.040715615038211,6.483181679561344
16,6.041218161086874,6.483248428624609
17,6.038109319365788,6.480495016088001
18,6.035010112595748,6.440475220703911
19,6.03145536521155,6.319690382106504
20,6.025698368980438,6.3144884747865815
21,6.019674076250235,6.461863907626087
22,6.013659264887592,6.456287119379148
23,6.006442774398269,6.4491520556788045
24,6.019180261511463,7.057921482089496
25,5.992904959003284,6.957985855046871
26,6.013006962359227,6.86247167083152
27,6.284362171515853,6.85787959382625
28,6.286332567224342,6.945844058659234
29,6.241073741814742,6.846520602884505
30,6.2926874606843874,6.834486422821635
31,6.347440474258508,6.91407831466765
32,6.3482033961498265,6.9093061732068275
33,6.512817315374903,6.832597727390591
34,6.607512774506386,6.8365656182612184
35,6.570821173612569,6.840011086199327
36,6.583520571422768,6.843478095859694
37,6.521044817391844,6.7431674395719465
38,6.490850783161839,6.736286600264148
39,6.526603953200421,6.749113187969417
40,6.591569359577223,6.7532685252701015
41,6.397758850863217,6.754905381700573
42,6.342658879927553,6.595510587527346
43,6.369631593449638,6.650166748137974
44,6.398875541394341,6.6524549763061
45,6.368116483939922,6.648651638628258
46,6.495651511948429,6.528345797933935
47,6.357377924436673,6.636578181832545
48,6.317256086855823,6.628342258436647
49,6.332725483816878,6.628348607641472
50,6.358103242073966,6.636180512206013
51,6.47934895804192,6.569589269060722
52,6.429551372752986,6.50303189297508
53,6.201102145321219,6.806785562545887
54,6.279078734858332,6.659581548406583
55,6.2835597947718185,6.5545392066411035
56,6.15823870093949,6.498463287179254
57,6.499832687846701,6.618380754663254
58,6.366634955990751,6.618504785563357
59,6.474909100240721,6.501122507056624
60,6.49853523115064,6.493547689639602
61,6.488495407646785,6.42328999752151
62,6.489969424879569,6.358941162473165
63,6.493962453213951,6.3615045979979525
64,6.425466915017677,6.491724910671454
65,6.480611873555382,6.479338798908584
66,6.477342641357958,6.47479486927916
67,6.408357388521492,6.473447727488291
68,6.475518823721275,6.473614665735585
69,6.414344634863005,6.4769465579129
70,6.535353843673951,6.343485674996416
71,6.452242129212523,6.352293961192174
72,6.41322660876446,6.344612596914546
73,6.47229517285478,6.338409233160421
74,6.459633077198647,6.325922873666182
75,6.480432373574967,6.456960017389824
76,6.446346539522169,6.565177903191533
77,6.37428180874592,6.676181733814932
78,6.4462920911118236,6.671186299369337
79,6.427890515225002,6.669688502111016
80,6.436527977286944,6.66017518008498
81,6.414684047901625,6.6766683126349715
82,6.6045325069712995,6.740048158465007
83,6.604461555077824,6.73838948461852
84,6.601217905922097,6.735808059894862
85,6.599281922458123,6.720543114095185
86,6.5858497995202985,6.606618978052101
87,6.582344297294791,6.600062322025979
