,Masindi,Gulu
0,6.127784079959406,5.539405523947968
1,6.124489577113207,5.43331284054056
2,6.121292687066978,5.790922231014981
3,6.1151308672858455,5.788716895128923
4,6.354883688438217,5.788636317783089
5,6.3454359953062385,5.850786719099127
6,6.354372984576003,5.857713727791993
7,6.226266351540886,5.628671315540247
8,6.124503715111705,5.631086812130403
9,6.122483898456167,5.535290529329386
10,6.322586646191995,5.536230636314049
11,6.3185081821123745,5.66514349493958
12,6.317699905974179,5.528757383475383
13,6.310436724590128,5.415988359918458
14,6.3089287205934035,5.41348878419944
15,6.159197452685268,5.69892079874697
16,6.09294639019578,5.688485802513621
17,6.096754435110813,5.689283308275782
18,6.096423615231827,5.508936755458621
19,6.0930990441139725,4.9964847581085365
20,5.694091677996334,4.997954958588023
21,5.680526165783623,5.138928883350879
22,5.842409381144868,5.281826631006785
23,5.839799265618317,5.249684310956607
24,5.839995909933781,5.27715327182826
25,5.900059830945873,5.2702397843372015
26,5.896287447650069,5.2688916446529035
27,5.57770024830641,5.258412836439298
28,5.575304755982544,5.256017344115432
29,5.566226000180676,5.249029867215732
30,5.563709162228571,4.957573358658255
31,5.5458622527665895,4.942866169200942
32,5.524629599794531,4.5130286881160515
33,5.6625158431961315,4.520418442588283
34,5.5559317625192515,4.544330850840772
35,5.558402786077907,4.543658732205537
36,5.356716232503921,4.537589249083414
37,5.347515002611756,4.535361820593323
38,5.533492954450284,4.521892042771804
39,5.528341086086172,4.520112858886331
40,5.519785375089453,4.911379422984599
41,5.688915201782019,4.918117086992008
42,5.6922920157620975,5.203196108581522
43,5.705720210627866,5.12806298987892
44,5.445595523276932,4.936589736227927
45,5.446463486848908,4.935637863082918
46,5.441869527626314,5.086236793266025
47,5.436593056800403,5.1501312407538515
48,5.434975517849471,5.2099987854536005
49,5.436627487596057,5.212571111024489
50,5.480981264860992,5.334927795266354
51,5.48762048209678,5.437964891650919
52,5.613902240403721,5.526336385994839
53,5.615892905502677,5.530262172112174
54,5.435553883768156,5.383303193424278
55,5.435249456553208,5.212105905238999
