,Ngozi,Kamembe
0,6.5124627296421265,6.253961657448276
1,6.445954217953043,6.256260569164049
2,6.516549320956398,6.028757744299471
3,6.506867652509703,6.035900224312573
4,6.591508875447241,6.042149124237378
5,6.446628082758299,5.912548332844893
6,6.5192746885441135,5.910030184163604
7,6.447677623603061,5.8567096340591664
8,6.363567750828419,5.8265208821570385
9,6.433842118035297,5.850416372191885
10,6.4275111757103085,6.213751966719874
11,6.4123364946585975,6.343557628562012
12,6.475870163674145,6.421793008564208
13,6.538860792629208,6.332892258504377
14,6.538421125648342,6.342027918242158
15,6.5368254892133475,6.02894453188407
16,6.4744889398395555,6.036645123684083
17,6.324049000489821,6.157803968623679
18,6.243342928811339,6.101489798198932
19,6.24830284061415,6.040736731833174
20,6.254981189231674,6.15669204232568
21,6.341947216020505,6.15137491065437
22,6.2575397613385135,6.07547460999588
23,6.209293439928298,6.0187983293283125
24,6.256656369479209,6.030237548928692
25,6.2519820663493,5.958000440859244
26,6.248467125921177,5.9913282258916665
27,6.328791157959663,5.8557816710677155
28,6.336530152203006,5.991665752061717
29,6.257008302039652,5.985784853385141
30,6.166247054816765,5.8673270045932275
31,6.171137041944937,5.80584398493009
32,6.1250332800597125,5.741656787688915
33,6.123522895804605,5.6895133643591445
34,6.1882842611437505,6.040922264041188
35,6.2924006772408445,6.01458158982066
36,6.295316360728404,5.994320906492115
37,6.387876194715173,5.715462431994093
38,6.378183745218629,5.818640016130446
39,6.287855932293237,6.316533601860256
40,6.376599142127626,6.31920672423058
41,6.376599142127626,6.32505006800594
42,6.325567986637661,6.3234764769334815
43,6.273903548211585,6.331334430262817
44,6.2773116492901835,6.167258379912178
45,6.2855694964183035,6.071033814026753
46,6.277072728548387,5.98847421475149
47,6.347985114597247,5.9215112981320805
48,6.296328635334328,5.827942054429041
49,6.367343755987394,5.955982246065133
50,6.363649852873486,6.209730028395985
51,6.3643035657296,6.158312673835638
52,6.247958681786288,5.983882922825795
53,6.304647976523542,5.98320838135396
54,6.159546039756805,5.853894515423259
