,Soroti,Tororo
0,5.635845373847415,5.722318971851242
1,5.632550871001215,5.719024469005042
2,5.791608808453554,5.790922231014981
3,5.862824867282645,5.863462419105324
4,5.927802490107859,5.910368925640306
5,5.919009075587126,5.952030943892073
6,5.822576736495707,5.9926827055215375
7,5.7967794350841455,5.939471197107332
8,5.630280035160463,5.801237833304102
9,5.430325348723161,5.251160858481973
10,5.407508770743049,5.429487677461824
11,5.30802271951776,5.425681877812573
12,5.366866266073148,5.423792202869158
13,5.383759991607632,5.414996788196163
14,5.41348878419944,5.442816399293959
15,5.324971673865417,5.411983050855047
16,5.342936347741292,5.398793679133816
17,5.289075440965589,5.283441623247333
18,5.154315200331731,5.286242743374279
19,5.076987976957607,5.28116832756406
20,5.1529607047350146,5.287132917631387
21,5.214152304588466,5.277331206209998
22,5.149262200584922,5.378572266814796
23,4.993362360945079,5.402835490450782
24,5.187258267711711,5.396443466775215
25,5.179917146043915,5.390040984149822
26,5.178569006359618,5.2688916446529035
27,5.126191201696839,5.050067506224038
28,5.047672013900172,5.123795709372973
29,5.039616508713424,5.116156585835759
30,5.111724038485514,5.114366047948352
31,5.029877546190572,5.093877129023532
32,4.831482419234586,4.736172239430261
33,4.829302722690667,4.726270496792432
34,4.767474402154981,4.767474402154981
35,4.770614098423273,4.770614098423273
36,4.649584580173736,4.751633834527906
37,4.637137876021543,4.743747611079802
38,4.630512510540956,4.514828111541494
39,4.6322584376804645,4.530625792136653
40,4.8908326369114254,4.74422916271955
41,4.898050796918883,4.8450582667783735
42,4.89896928202732,4.943140500340458
43,4.853675768371139,4.944059829839408
44,4.862754414789935,4.7681129076952455
45,4.901099290890496,5.019239533194721
46,5.029341970386531,5.131306897043219
47,5.109427877309861,5.145237330006572
48,5.1775794000323705,5.300741684808489
49,5.165598909658404,5.289896626335981
50,5.193098072738031,5.223509773156054
51,5.210398843775247,5.273482819201824
52,5.269517842096371,5.271703635316351
53,5.265551236705213,5.760461405165304
54,5.523688078347364,5.691784644209972
55,5.322017027050325,5.866702707855173
56,5.532984292497268,5.45602325136114
