,Tororo,Kasese
0,5.366612950491872,5.348347602514579
1,5.340941584956898,5.266285508327007
2,5.3145937976166415,5.195917505983043
3,5.295622821353832,5.185958910135953
4,5.291061483717872,5.221032879357389
5,5.348429982859414,5.223111132440883
6,5.549749753989781,5.527192406565706
7,5.610142423642327,5.497373022466234
8,5.602991124233586,5.490471258621478
9,5.576141902958443,5.485513885498625
10,5.4923782278421704,5.429794741540402
11,5.423705056340891,5.3589575269467336
12,5.360092855457803,5.397093811872772
13,5.454821743197266,5.4159222635835285
14,5.5281612144275725,5.409913386757244
15,5.5139818386605155,5.408099538487851
16,5.555958906579959,5.500594215194037
17,5.635625854879024,5.526585482262797
18,5.656488286964094,5.500995865354972
19,5.725621390378153,5.546280461722336
20,5.695102992115967,5.546067412955479
21,5.643596694341668,5.54585440956873
22,5.687556151203077,5.556347597857354
23,5.7813879192895,5.587182265971364
24,5.969114394466924,5.628726455502891
25,5.9628779560878975,5.476937271098081
26,5.964084995289282,5.615586711787795
27,5.983435180334269,5.785360236914406
28,6.007103365847976,5.93045064721963
29,6.029826072147289,5.869718158346983
30,5.797147848052577,5.797147848052577
31,5.1801395887336295,5.798202139185474
32,5.372561740665815,5.487085169245161
33,5.366130350325041,5.4286507073063754
34,5.423792202869158,5.423792202869158
35,5.527474771622853,5.523922370018485
36,5.471308355088266,5.61415947966159
37,5.342139477487782,5.699665123306827
38,5.342936347741292,5.504657086429095
39,5.154580502417795,5.509969272545783
40,5.154315200331731,5.509835631923639
41,5.075605806730655,5.399951863554027
42,5.1529607047350146,4.997954958588023
43,5.275061057675458,5.364153600868913
44,5.133677469568224,5.398856937986302
45,5.117816535418485,5.340960086732695
46,5.211709363575876,5.2955299611516224
47,5.039616508713424,5.031057255317754
48,5.073983710502667,4.957573358658255
49,5.044143123349394,4.92706805232435
50,5.072644476051474,4.736172239430261
51,5.064955123696586,4.733992542886342
52,4.53969047128427,4.666220668449808
53,4.526104197836701,4.4730797295284805
54,4.526622869038901,4.502981105981861
55,4.507543104770602,4.522474967701403
56,4.8450582667783735,4.527454514461543
57,4.943140500340458,4.651334710704814
58,4.944059829839408,4.652254040203766
59,4.8042179123373625,4.683771759261495
60,5.019239533194721,4.942049894503591
61,5.100216309973188,5.057198924889497
62,5.033716055574165,5.033716055574165
63,5.300741684808489,5.031486781534874
64,5.227376269354647,4.774732600971392
65,5.223509773156054,4.711146870071177
66,5.367203805187378,4.660042381252621
67,5.550062909233008,5.081759205498516
68,5.563053355337969,5.377469152909199
69,5.520292489346226,5.427699702518401
70,5.500180573695616,5.52419544989949
71,5.579045065873803,5.549679171069438
