,Machakos,Mombasa
0,7.203495633283781,7.011797880861271
1,7.051440072562689,6.869118515768734
2,7.015992517815172,6.770870059782187
3,6.9586365192124084,6.76709830731353
4,6.949589746913631,6.691068675872469
5,6.944983520439066,6.79857441915222
6,6.847708817347679,6.685070563227127
7,6.865036890513538,6.702401008790614
8,6.867249393766345,6.867249393766345
9,6.860012380640688,6.861002970122384
10,6.85577364531681,6.932918021314576
11,6.943402849603698,6.903042246516339
12,6.942049186344503,6.894927304907512
13,6.938045564906418,6.9188405850703685
14,6.936089831272608,6.737239616830106
15,6.934130265248393,6.734416965742569
16,6.9351365952064965,6.73436534164682
17,6.932488370885018,6.614026408712523
18,6.929833114845796,6.756512518910817
19,7.012008031304075,6.778436856827605
20,7.005973144572913,6.7714821762861295
21,7.000503329261961,6.756838142226955
22,6.906970837420569,6.813057433114338
23,6.900615701018805,6.807402818294747
24,6.891995627987074,6.794897318135682
25,6.86165474610844,6.7756642982529165
26,6.866175378769005,6.60464256152942
27,6.8576485135248175,6.599941747504524
28,6.857018578914012,6.598865617933149
29,6.846520602884505,6.589083303411035
30,6.834947252322877,6.679490336957013
31,6.917465278108666,6.733282311182533
32,6.913753919605064,6.864149814808358
33,6.918917142641159,6.85876829595066
34,6.988866158800316,6.874203250480176
35,6.840473727891594,6.580765507482219
36,6.842550882070501,6.52377822254869
37,6.838570474197825,6.519129719455744
38,6.737567502194116,6.383011590139608
39,6.88777101187092,6.46176946774553
40,6.851544882626548,6.4653329352608715
41,6.448058883581744,6.482636796460079
42,6.454081647763497,6.445359687071194
43,6.44111094428759,6.375855320215022
44,6.438242399317682,6.369679727880385
45,6.672984121029003,6.289360754835888
46,6.664216387777751,6.204069187283272
47,6.668310415578933,6.209213152554973
48,6.6603725917598355,6.283820184229285
49,6.585838074161033,6.426382342104081
50,6.2835597947718185,6.171155181608194
51,6.248752708480322,6.123429296273629
52,6.210688474142265,6.069001603357522
53,6.139913583328657,6.1272894301002605
54,6.152607977393292,6.292523541398679
55,6.199176629037024,6.246687611708076
56,6.280856042868541,6.280856042868541
57,6.28329354413385,6.28329354413385
58,6.360072958526515,6.119952297273673
59,6.359539473654137,6.154875481614765
60,6.35612704163298,6.248201599913629
61,6.411615967657628,6.29959078025407
62,6.339461562014965,6.473447727488291
63,6.342078014909487,6.4748845071760615
64,6.474780445172006,6.507450012206315
65,6.591918256902433,6.4102698741493835
66,6.59902086264247,6.485114874213098
67,6.649545581237234,6.538350743312149
68,6.644014821801107,6.47229517285478
69,6.634837166223737,6.465871400611338
70,6.573631324193517,6.516996230833884
71,6.718010507218355,6.6723808111299965
72,6.769814555291399,6.855009401354631
73,6.76508709974917,6.811751864606289
74,6.809320131517678,6.809320131517678
75,6.921842013395526,6.754294501872879
76,6.911256544077335,6.638341605909239
77,6.900557822703477,6.645512679564718
78,6.905179650127709,6.440535677798616
79,6.909780214499683,6.788965243418817
80,6.8191653686176,6.783493904975461
81,6.857713115249154,6.78426805329538
82,6.987016774735873,6.782391204850188
83,7.101499171687513,6.733739991200571
