,Makueni,Machakos
0,6.656551736270831,6.656551736270831
1,6.645415885178283,6.645696744609984
2,6.634353341135345,6.634353341135345
3,6.735312768732915,6.738350745752991
4,6.731601410229312,6.731601410229312
5,6.736595585847204,6.736595585847204
6,6.734485810897574,6.734485810897574
7,6.742384481917004,6.744168603710505
8,6.7472407022661764,6.7472407022661764
9,6.7431674395719465,6.7431674395719465
10,6.7370553382904745,6.740634989261978
11,6.745553560513844,6.747843346528941
12,6.677380799888984,6.721702696322021
13,6.448058883581744,6.449411148831758
14,6.455416761446466,6.469657770461288
15,6.504262415205933,6.518358185006328
16,6.501148061962706,6.50303189297508
17,6.617864821807924,6.618975316091951
18,6.597779332159993,6.610090623639443
19,6.608599214586755,6.609707247941118
20,6.425240226801937,6.4887842177729995
21,6.389127779914979,6.421717222013925
22,6.169429555640725,6.205056733283875
23,6.2880350568149845,6.362253082344705
24,6.21402737540778,6.368178055235038
25,6.34934345888069,6.291757457058001
26,6.212608833725317,6.204254566255459
27,6.207530896506882,6.264134525311796
28,6.280856042868541,6.280856042868541
29,6.282531112115966,6.307777643798006
30,6.285872856467305,6.359539473654137
31,6.353241036743845,6.351071053975522
32,6.3811788911074805,6.342720141151101
33,6.408357388521492,6.408357388521492
34,6.410684338266384,6.342078014909487
35,6.380426543535858,6.376755098149193
36,6.3492245716654345,6.4102698741493835
37,6.343018118729653,6.348736504576648
38,6.344612596914546,6.372625633142221
39,6.406929179597177,6.406929179597177
40,6.397677783196507,6.401664499440328
41,6.391087273239116,6.391087273239116
42,6.384698738678216,6.445717014792534
43,6.4394939573929655,6.654523873933005
44,6.56421417981717,6.56421417981717
45,6.564438980404133,6.564438980404133
46,6.554031096916307,6.560727550511428
47,6.575448427740122,6.573267574406247
48,6.596416658228198,6.58565229164104
49,6.621920866600269,6.6672317740434694
50,6.646790754638274,6.742655104587011
51,6.633762145286237,6.633247609643293
52,6.634672185926927,6.629528141662018
53,6.633117094690096,6.679578237690898
54,6.631559581377472,6.72724227003319
