,Mbale,Busia
0,6.345177196872746,6.484273434130676
1,6.368214610247294,6.5097193815338565
2,6.3907332304326925,6.487370746174096
3,6.408623847474042,6.480575301000738
4,6.523607660487864,6.54795668949815
5,6.517100976959076,6.549507351979705
6,6.490642424291848,6.351968029604088
7,6.454689250657641,6.348159339610958
8,6.4774332427395285,6.326456781179954
9,6.482272895773473,6.30475379309067
10,6.39527238426644,6.336876534329248
11,6.388736192476026,6.333496132248131
12,6.474834526055797,6.44080757466837
13,6.512793301594033,6.459829224395914
14,6.509919403873958,6.5521888183429535
15,6.541251078496721,6.557256755296448
16,6.441994004612874,6.472967513574678
17,6.327946247462975,6.362495507720012
18,6.306900945368628,6.358446097206194
19,6.419141635669155,6.477459806090242
20,6.468766141124965,6.52600340998999
21,6.503766816133705,6.527799111664322
22,6.503275976301969,6.521873300117559
23,6.541146258015762,6.5682621866316495
24,6.76255386524853,6.755208606620563
25,6.816896839030441,6.8144264820429035
26,6.867779438137442,6.836408044213878
27,6.861353697393771,6.763172859837966
28,6.856648166002482,6.755151279648352
29,6.845083920830362,6.757273450876662
30,6.745994329735111,6.5686053536510105
31,6.627582076102239,6.45524907719179
32,6.529804686986427,6.335859699897743
33,6.527619245638013,6.39597073814894
34,6.528099966129934,6.452166065288748
35,6.523633227923906,6.478555173605915
36,6.55863096255904,6.474503260213176
37,6.620159360657688,6.490188802656174
38,6.437993100713827,6.587247809928879
39,6.259280911242251,6.499956941318101
40,6.199612585745824,6.395096163241861
41,6.42589957911418,6.283574874774027
42,6.425946653131482,6.212372552833423
43,6.4220430143143945,6.209992795585473
44,6.424951546577268,6.35076064995387
45,6.413767803545446,6.306302535228485
46,6.420989997139264,6.359145339474154
47,6.420960528206205,6.384164618504159
48,6.416406543159853,6.585852906913254
49,6.411853508998498,6.583474574587587
50,6.406870323508568,6.551717638267006
51,6.397480079799721,6.564760051068772
52,6.395084587475855,6.562364558744906
53,6.3868037865875475,6.631283818798618
54,6.386170099468836,6.258538428971502
55,6.363062081996514,6.057030870876536
56,6.122466600550152,6.0213704836787825
57,6.126039556495682,5.955502967877606
58,6.151915194625549,5.960273905882792
59,6.156908459543163,5.956033494853461
60,6.13979212908586,6.056329551764917
61,6.124408154481436,6.0521816504274195
62,6.123322182470887,6.133655764325433
63,6.020651435457276,6.126954902622972
64,6.129583232279798,6.132401458663641
65,6.135021518959832,5.996663085586993
66,6.145259736017071,5.94231889202038
67,6.148032634165344,6.041642782338404
68,6.154407268815136,6.064048048055822
69,6.148796625712253,6.19304763747439
70,6.152141484668644,6.266651194980059
71,6.158207792230096,6.4511225008960125
72,6.155978518190804,6.477744607422322
73,6.144588235748122,6.470879912437218
74,6.14072173954953,6.490652074375765
75,6.135026817087231,6.551501210703764
76,6.529444834379141,6.604173346422462
77,6.676752137039459,6.590809707238734
78,6.527554999426108,6.5736796800094
