,Ngozi,Kamembe
0,6.822056771731066,6.668131934783771
1,6.824953573129102,6.659685276645941
2,6.820402653013379,6.661473185674499
3,6.819595756887571,6.664371981824951
4,6.827985957630916,6.609791223047029
5,6.715064557494847,6.636040277721459
6,6.824576372000877,6.6686345813781935
7,6.7731000240376895,6.638263000048744
8,6.769032858936583,6.613296546511881
9,6.764496397229259,6.635936872882846
10,6.752768872199904,6.6019454883193776
11,6.7904640276171575,6.617904918014925
12,6.784953236328513,6.579364834389938
13,6.776310739594655,6.571979460215723
14,6.824876602470307,6.698403416153799
15,6.825085429349514,6.588560319819493
16,6.832341119888101,6.5968559726308165
17,6.7834666575443014,6.66844318172644
18,6.789052189203087,6.667565375484248
19,6.794679448644459,6.634503616026713
20,6.798188222500705,6.667517666091672
21,6.8007898109193645,6.6649977390414215
22,6.803916369368824,6.654089976970547
23,6.805668604775688,6.64768824314714
24,6.802573313056469,6.637124385204231
25,6.799027696770069,6.625519477846792
26,6.795512756341946,6.619936885314041
27,6.738147321560794,6.613240897846361
28,6.74199526031117,6.620132858649259
29,6.690879228820682,6.621963355424937
30,6.695745420288031,6.6291429863140285
31,6.758535809247158,6.6329277937646305
32,6.7639346701980045,6.624569017755475
33,6.708430085249448,6.552219850099193
34,6.655333355220599,6.615010084585146
35,6.6650053011353725,6.61440822419771
36,6.6027541132215966,6.623072924813738
37,6.611459209890555,6.6271712543631365
38,6.601327296532839,6.627558448366056
39,6.723268116769353,6.625638109899444
40,6.663548882067731,6.628151667380087
41,6.664098181724499,6.635309977675683
42,6.658418422669185,6.6318422135796835
43,6.708937864442698,6.630685246548976
44,6.714995018022411,6.627761300456787
45,6.72055704379279,6.627159197022407
46,6.713244325392688,6.6167917109748355
47,6.6959395101124795,6.603043946271333
48,6.686550347102294,6.590587029485908
49,6.674019411427988,6.5828194258391255
50,6.6717737344904435,6.577454808521302
51,6.6114345607170115,6.563777781943802
52,6.622240862457765,6.565364921629401
53,6.571243132766146,6.563368698521016
54,6.62886885654007,6.560334943093867
