,Kamembe,Ngozi
0,5.900901049243412,6.274015287068532
1,6.041636172187146,6.369134044251951
2,5.910786217851494,6.276161683759354
3,5.908853020990589,6.364820103532932
4,5.911038020125913,6.367989462999362
5,5.907886438557325,6.363567750828419
6,5.860907057727357,6.358082072153762
7,6.039276262897065,6.261654122552297
8,6.02454403925959,6.245282409995431
9,6.327715790077802,6.2384095299604425
10,6.327670314523226,6.230014936380357
11,6.334514734891375,6.228869104423331
12,5.737791438939411,6.313681937899138
13,5.748963051232302,6.233045042035486
14,6.039205129647183,6.141727443695866
15,5.90606501640655,6.146922782984865
16,5.906306462743634,6.0467499218923075
17,5.56778743432222,6.052198560566379
18,5.344637572698077,6.013160074860922
19,5.330928655379493,6.000084065035526
20,5.325651148768367,5.9354275585128615
21,5.316212783347193,5.804897977400199
22,5.352231273406693,5.801812236955429
23,5.302409381441243,5.798297296527306
24,5.293747502268011,5.547036430877266
25,5.346195994673276,5.461644335296973
26,5.296929524906737,5.56306778546031
27,5.256929398529727,5.471353148921878
28,5.224263701470508,5.572823964055831
29,5.144446549724103,5.5777379765123305
30,5.299151024436736,5.486095427777976
31,5.188851124901327,5.6607107800765375
32,5.135332129626853,5.767163274813551
33,5.194617752869569,5.768670592030551
34,5.14579630820517,5.917726034587793
35,5.306952694766974,6.19468502525166
36,5.52586908310351,6.18781457811301
37,5.305237078716549,5.7636072881951055
38,5.313842779635041,5.800746835144563
39,5.3095068314194505,6.053106908196236
40,5.179697673286487,6.130679026381403
41,5.305714382026771,6.133839127518489
42,5.306277101088684,5.718906462967478
43,5.014896625135084,5.88163779480016
44,4.99243712663225,5.473115000427939
45,4.9823262802248225,5.35788509881904
46,5.099795438260684,5.3466568286844325
47,5.254218583368548,5.344411151746888
48,5.241125482914446,5.545029386719342
49,5.243758235200941,5.3552366962848295
50,5.143007782837518,5.471423843348001
51,5.108300859490772,5.652946199520379
