,Nairobi,Nakuru
0,6.253532300921933,5.817918889704553
1,6.253304538611959,5.952827783894579
2,6.260044436016196,5.8149140715156005
3,6.246970290885226,5.81330760318416
4,6.237589453539799,5.804490381229515
5,6.23413676277972,5.808257938442922
6,6.09877443370307,5.809124384947471
7,6.131316193506427,5.8149307154519505
8,6.134762798646367,5.664759169400631
9,6.127446251224562,5.655378637757975
10,6.120152942198136,5.648495052856374
11,6.113878588300459,5.740032636437907
12,6.109681433087875,5.736872287953763
13,6.107217608175139,5.792136561535243
14,6.107350392399816,5.791749730263689
15,6.28882214420791,5.790034499001399
16,6.295723167605135,5.79116715685274
17,6.292614325884049,5.733320098592375
18,6.289515119114008,5.631754950138386
19,6.266912176759117,5.624883450128195
20,6.26162023913377,5.713323683938286
21,6.273454597026335,5.743774172496715
22,6.2679388547183335,5.714778867125782
23,6.261223410655661,5.706784510899772
24,6.251057492794427,5.695780106457602
25,6.230233145309451,5.681887239771205
26,6.224367702249815,5.718796031024982
27,6.28477209158718,6.018177580755495
28,6.317891007993051,6.070669087176049
29,6.2991202759365,6.05672993964002
30,6.308411055063845,5.991710855812071
31,6.375445252063623,6.135999480571325
32,6.376084879394346,6.1332110570663225
33,6.532308658621877,6.139219946114761
34,6.591699853506847,6.0484778753471
35,6.582862258287834,6.051276038046907
36,6.549287399780526,5.948733006048405
37,6.568680282110603,6.050020259012001
38,6.541947465824144,5.938092164952554
39,6.575182723224684,5.952296109229553
40,6.60223928890192,5.954056454859652
41,6.452818628046244,5.838868489147492
42,6.457360249046529,5.9547313924847165
43,6.4264567850272565,5.95588642298086
44,6.507873747494992,5.957042789115302
45,6.455627486220984,6.063805154516606
46,6.477722744858338,5.836471692020788
47,6.44157001565702,6.048450743371156
48,6.458906603918851,5.936332087663777
49,6.391696141330559,5.9363307326786785
50,6.314520086112383,5.879830221345724
51,6.402750076415144,5.929388861474562
52,6.337001217492534,5.926970446599849
53,6.019775118693772,5.7981215105407165
54,6.020252119239107,5.800098106773262
55,5.99124450939855,5.915149965809983
56,6.1207007816204255,5.921849922875261
57,5.968766018839951,5.9263453029559985
58,5.821907780549079,5.923690474859021
59,5.826505813490167,5.863944341745999
60,5.853941276007686,5.800400509079656
61,5.847703457420768,5.787819960666048
62,5.824017987128114,5.65718560737662
63,5.84972477568628,5.661178635711002
64,5.853008774171027,5.66782598509604
65,5.795069292380656,5.796331122201078
66,5.79683785421319,5.648116296094692
67,5.856860725024573,5.647768927166013
68,5.857475586242599,5.6489308343495415
69,5.839130022670002,5.648914721993819
70,5.8445791434676355,5.648898609378483
71,5.8616236951378795,5.654876311508777
72,5.890392835370073,5.6514654163546005
73,5.8703894503921665,5.645262052600476
74,5.869841901477508,5.632775693106237
75,5.887136052861878,5.630281444205356
76,5.90094640924076,5.753828487639785
77,5.876399905081218,6.076667374731454
78,5.884326862045562,6.072849423572065
79,5.85675828522802,6.1586963643158334
80,5.743380796726998,6.101213747012686
81,6.138752389225789,6.04022427061924
82,6.421349240349763,6.065038661508886
83,6.351704464092,6.192074318500116
84,6.411891381764412,6.190513622706112
85,6.306914227860388,5.882366632522318
86,6.306206124427684,5.814204585907329
87,6.3021720748200005,5.810214935358393
88,6.3020303989901905,5.809553913892397
89,6.308966718409259,5.669366989291664
90,6.30824225140664,5.67381500905141
91,6.224201737333471,5.672935144008969
92,6.103421273535147,5.6727702922670815
93,6.094600745182812,5.669971287485432
94,6.094080940705022,5.723291611159681
95,6.092705343597534,5.720196323172665
96,6.089580991601313,5.428612709405602
