,Kigali,Mulindi
0,6.1758568031995535,5.571088988898663
1,6.09073394414007,5.543024706943525
2,6.132622644058208,5.589509970123071
3,6.195723984372353,5.70648899319873
4,6.1679370760627785,5.6857133354822675
5,6.174606262183899,5.685585268384761
6,6.031654838352989,5.661559098160208
7,6.180116624955396,5.687008000043352
8,6.193356329019902,5.6982484395091815
9,6.156871420733855,5.6834240526446616
10,6.178700655037468,5.653666961434248
11,6.172196157513219,5.53549628937661
12,6.208600841072602,5.540134773629129
13,5.864419716163516,5.517323209622073
14,5.8467961771826085,5.479961076831278
15,5.834357034290819,5.448142437678242
16,5.804320609309632,5.482264507025494
17,5.8456306081203815,5.716619726907178
18,5.839603705507034,5.691209357532352
19,5.8259096205406555,5.689966576622054
20,5.813412032967254,5.676788578848956
21,5.868805144568038,5.7075990297872945
22,6.068554512281822,5.69413846817762
23,6.115875193731333,5.5987127220482495
24,6.070204060158513,5.4726911860003185
25,5.979594349313185,5.415826306276996
26,5.941639031825922,5.3546479571231815
27,5.892688402286606,5.344578863142679
28,5.928026044208325,5.392602716028373
29,5.927277427193226,5.5632704748482
30,5.90822561402794,5.729132097851222
31,5.9270485334741485,5.7341933322247485
32,5.9172184276019175,5.765184965387797
33,5.9154805752237865,6.037523055848596
34,5.897768282533173,6.072717084997715
35,5.89938549465219,5.910030184163604
36,5.915727360489298,5.813610441577315
37,5.884104104839399,5.852316587402514
38,5.900033324337312,5.8047231445329865
39,6.108676798474456,5.805500445920443
40,6.1067956465374875,5.784967433928924
41,6.083262452176841,5.938681223365733
42,6.0973959392231665,5.671958697928087
43,6.098276775016104,5.7485363887460394
44,6.121226127128531,5.893331973055723
45,6.131955303488407,5.91847138671388
46,6.137087596869932,5.949232202845484
47,6.135424222444101,5.988870920090783
48,6.147040198998871,5.8771073080513725
49,6.1678032677507515,5.784196953455086
50,6.1353745693079285,5.717498800713425
51,6.120536102127001,5.736393763487657
52,6.070197103384754,5.826298567618601
53,6.188511945939813,5.844604730831082
54,6.220618544647809,5.804949266365403
55,6.121278000307929,5.784991792893838
56,6.194666454094312,5.777950686423047
57,6.114390555628879,5.828272205153281
58,6.107145710389409,5.821366588083714
59,6.096527509615628,5.813664723599795
60,5.95832567966896,5.645839629851371
61,5.948951265414249,5.638592484291439
62,5.859684103370586,5.651103916244273
63,5.704450027419975,5.825402637837638
64,5.699985711592233,5.797707651520045
65,5.7073554231071855,5.80162312171207
66,5.7126011997130615,5.82110862112908
67,5.712417802875138,5.859151885047347
68,5.709347378025289,5.934800399188161
69,5.712150413001078,5.840967381662614
70,5.7685789367499885,5.903311530720146
71,5.806321718115843,5.8465085903537135
72,5.714974392916642,5.936377299753068
73,5.778715697125422,5.8095285835549575
74,5.919927276580723,5.836134441152891
75,5.70804380569503,5.797821103514809
76,5.68850401729553,5.810489418922992
77,5.827942054429041,5.784064048256987
78,5.95376740573558,5.791639687040213
79,5.997213569656061,5.769036228404077
80,5.936512306067896,5.815367922708808
81,6.052946940839047,5.860212794972632
82,6.0493481838585055,5.88682925436073
83,6.049909399349216,5.928871070972161
84,5.987330973901516,5.885381488671111
85,5.896794022252494,5.742264482788198
86,5.80823603718836,5.780768642487749
87,5.877369081488164,5.7878639376201315
88,5.831095324675373,5.794815650594725
89,5.812233767390674,5.773488000814831
