,Lira,Gulu
0,5.773714355301663,5.720502665874353
1,5.934618135666965,5.868849431235698
2,5.933007506905185,6.055929909477627
3,6.026466018286832,6.056255455088939
4,6.043960600722122,6.100530952210517
5,5.989325119826692,6.108601807739858
6,5.995775555775965,6.116657447336414
7,5.718299781702108,6.036551920238567
8,5.377574783337632,5.796833213578132
9,5.319578698236347,5.1793019174722925
10,5.309136925761163,5.247119352054922
11,5.423792202869158,5.242260847617704
12,5.437557823581809,5.414996788196163
13,5.41348878419944,5.41348878419944
14,5.294200015198664,5.294200015198664
15,5.281513535114885,5.148628346066969
16,5.254786367486957,5.002142151776049
17,5.154315200331731,4.999309454184739
18,5.120237960751424,4.9964847581085365
19,5.1529607047350146,4.997954958588023
20,5.138928883350879,5.138928883350879
21,5.149262200584922,5.149262200584922
22,5.090860725429956,5.149232731651864
23,5.211709363575876,5.146848729373835
24,5.172426474314758,5.2702397843372015
25,5.068220949190753,5.2688916446529035
26,5.075173427355114,5.258412836439298
27,5.058908087167098,5.256017344115432
28,5.001985440495777,5.249029867215732
29,5.0517605737179565,5.245255431110037
30,5.024113841473822,4.9365768402933785
31,5.03912178401283,4.918493796224216
32,4.999311019251264,4.922703897779067
33,4.544330850840772,4.949795958948936
34,4.549307094916364,4.951709413493983
35,4.649584580173736,4.935198399561458
36,4.607183514384922,4.517791118388978
37,4.955410592932272,4.760818943546503
38,4.912709299955332,4.761738273045454
39,4.86609331605545,4.7681129076952455
40,5.0220926021771275,4.907233372636462
41,5.126191796376449,5.029341970386531
42,5.042107713210414,5.109427877309861
43,5.300741684808489,5.23877496105929
44,5.24564161733194,5.227376269354647
45,5.09063649177608,5.223509773156054
46,5.369189903159008,5.212721725191387
47,5.528341086086172,5.428968612272969
48,5.526565062074832,5.430916987352611
49,5.520292489346226,5.611264267551952
50,5.500180573695616,5.608661216689686
51,5.572593430592314,5.5476585467638975
52,5.205586216300784,5.338534688477439
53,5.086228299901257,5.280692243520937
54,4.899548464547578,5.108758921557864
55,5.280730842748038,5.339080725810314
56,5.387498123844186,5.414115664844142
57,5.4181082421263,5.4654759309491885
58,5.481495533484364,5.509083490003193
59,5.482981596967608,5.530609645956863
60,5.528609313850247,5.574071687927004
61,5.531620811359218,5.48762048209678
62,5.6047138143493145,5.531315649394447
63,5.128102852138509,5.2247622563436
64,5.207854515918085,5.269821239667285
65,5.269516812452338,5.299117282228629
