,Kampala,Kisumu
0,6.797703299801299,6.962333576466893
1,6.767859774885163,6.9644286955730585
2,6.777904312992352,6.925020739609445
3,6.768072718295499,6.916714914225894
4,6.79728365343428,6.903102669897625
5,6.801450297836939,6.944983520439066
6,6.7803388590375375,6.944078734159975
7,6.804630896958932,6.959804721936134
8,6.850090250237013,6.962469649556401
9,6.854761481672814,6.955863003621561
10,6.730229919679549,6.802132625838909
11,6.691881727850796,6.797132431201746
12,6.71369716557516,6.792663010662613
13,6.68255771003577,6.738179698461554
14,6.6585445086473545,6.790578410452024
15,6.673387277778334,6.734416965742569
16,6.669579553199765,6.78819965270293
17,6.715641890832525,6.732362083233483
18,6.711029309676086,6.6109272019424825
19,6.751729402537795,6.606750370556886
20,6.732031854731596,6.661817556307076
21,6.5989813912322735,6.713376658101881
22,6.6429563529729885,6.707919411616958
23,6.6996863311358,6.700426658395675
24,6.678983140193819,6.690153584577086
25,6.6590830115524895,6.7756642982529165
26,6.661833739512934,6.768181378927941
27,6.695677712426985,6.8574173798129365
28,6.775205768889622,6.945844058659234
29,6.822795777635917,6.846520602884505
30,6.81420691896807,6.833333419119588
31,6.830170769542119,6.827298231769488
32,6.833619739863409,6.828201556120558
33,6.815215125447011,6.831905765651529
34,6.792577888072415,6.833093794382744
35,6.7891845540846925,6.840011086199327
36,6.802313314191814,6.842086952579462
37,6.816522870817105,6.743678034426032
38,6.8412752096780824,6.737567502194116
39,6.823338291654072,6.749620673390103
40,6.828931407134244,6.8468489001110076
41,6.839175547029991,6.848159397488767
42,6.8238649008539705,6.853176764038861
43,6.757549329050427,6.849704299002957
44,6.746775490723683,6.851787878926591
45,6.776112319585729,6.938172336872028
46,6.7724008178518655,6.933386187411803
47,6.79121031440766,6.9242602542843255
48,6.779138454451733,6.830563101473199
49,6.7579266180726325,6.826550927891677
50,6.757639184479301,6.839075902690276
51,6.754222657587084,6.909096409377089
52,6.747703532595385,6.907241508137412
53,6.744018639932947,6.903043764041586
54,6.829033623992183,6.8972163678432175
55,6.839666860321264,6.8990490718112625
56,6.832085953122172,6.895078169691565
57,6.868029940388789,6.809435037407744
58,6.836374624684397,6.81028303247135
59,6.749535613786933,6.7213571194261155
60,6.7365115042288854,6.724852999173771
61,6.688202400826429,6.818620079733808
62,6.6882933447007735,6.819802918443612
63,6.673537436235919,6.812001420758136
64,6.702152937991156,6.806494489973673
65,6.708640164237795,6.662215329684782
66,6.768362238389773,6.717607132075606
67,6.784374800449423,6.718006211657632
68,6.788292340766275,6.800221540532602
69,6.760294935069912,6.793248600397694
70,6.7632182732555775,6.792769087431823
71,6.795680491078833,6.792414877194827
72,6.788850769199765,6.794825477266455
73,6.790991638143216,6.794423815264695
74,6.611187775945774,6.709252955693816
75,6.603141149840569,6.7010744499692105
76,6.624840730862728,6.787359453208324
77,6.641552832590525,6.687521299668765
78,6.678166016494928,6.775413748508359
79,6.751718982421796,6.768512121403341
80,6.748201880990163,6.7725331795303925
81,6.748460022259219,6.767813135058409
82,6.736943200844543,6.764907859518475
83,6.722714740107661,6.755210672344658
84,6.6917576709008335,6.746615574853573
