,Kasese,Busia
0,5.348347602514579,5.36207779532648
1,5.266285508327007,5.28363414666162
2,5.195917505983043,5.405565575822368
3,5.185958910135953,5.385648973011552
4,5.221032879357389,5.463674226384866
5,5.223111132440883,5.477292535162619
6,5.136295417425962,5.460621755745066
7,5.567012749439217,5.532574725528885
8,5.567228546636379,5.50402977358301
9,5.527192406565706,5.534768200374164
10,5.497373022466234,5.637730380161156
11,5.490471258621478,5.616097471738887
12,5.485513885498625,5.6194157628448895
13,5.429794741540402,5.634434821290053
14,5.3589575269467336,5.469654946532747
15,5.397093811872772,5.456208999440352
16,5.4159222635835285,5.4980504777480865
17,5.409913386757244,5.6144753223593185
18,5.408099538487851,5.574993019280119
19,5.500594215194037,5.571987744855858
20,5.526585482262797,5.665746161968274
21,5.500995865354972,5.61794312996396
22,5.546280461722336,5.6592902186260625
23,5.546067412955479,5.657481000326382
24,5.54585440956873,5.732630316712065
25,5.556347597857354,5.756137415357606
26,5.587182265971364,5.869151850657754
27,5.628726455502891,5.998561595793225
28,5.476937271098081,5.959988615736292
29,5.615586711787795,6.002421144032829
30,5.785360236914406,6.0187784503382575
31,5.93045064721963,6.03479995022846
32,5.869718158346983,6.074183924777686
33,5.797147848052577,5.659705617436055
34,5.798202139185474,5.528147641817006
35,5.487085169245161,5.460618596056998
36,5.4286507073063754,5.439461623410591
37,5.423792202869158,5.525192317310887
38,5.523922370018485,5.5759271550088
39,5.61415947966159,5.540051507507869
40,5.699665123306827,5.377670905866268
41,5.504657086429095,5.3681477670877875
42,5.509969272545783,5.2868257212315735
43,5.509835631923639,5.198209393888956
44,5.399951863554027,5.28116832756406
45,4.997954958588023,5.241253311880692
46,5.364153600868913,5.240375499687569
47,5.398856937986302,5.223738293486406
48,5.340960086732695,5.209250741378117
49,5.2955299611516224,5.3214082808323
50,5.031057255317754,5.136990672738601
51,4.957573358658255,5.163281848150364
52,4.92706805232435,5.123095675022673
53,4.736172239430261,5.136495948038006
54,4.733992542886342,5.123953464458541
55,4.666220668449808,4.710315988315033
56,4.4730797295284805,4.709989476606838
57,4.502981105981861,4.674075600182032
58,4.522474967701403,4.677959870541799
59,4.523722180934396,4.630512510540956
60,4.527454514461543,4.981561429792054
61,4.651334710704814,5.031693897681903
62,4.652254040203766,5.035434103522495
63,4.683771759261495,5.042843827799949
64,4.942049894503591,5.111948931298989
65,5.057198924889497,5.131306897043219
66,5.033716055574165,5.145237330006572
67,5.031486781534874,5.326166783174299
68,4.774732600971392,5.281200919368427
69,4.711146870071177,5.315883093287069
70,4.660042381252621,5.49049406921397
71,5.081759205498516,5.6431166006786
72,5.377469152909199,5.591947821337684
73,5.427699702518401,5.533806208512949
74,5.52419544989949,5.562437848935936
75,5.549679171069438,5.638344808155095
