,Kampala,Kasese
0,5.3845506511785395,5.348347602514579
1,5.1937148154921715,5.266285508327007
2,5.307425308138028,5.195917505983043
3,5.356531574440825,5.185958910135953
4,5.425347422518691,5.221032879357389
5,5.413154735328748,5.223111132440883
6,5.448326518888029,5.136295417425962
7,5.509585207304187,5.567012749439217
8,5.477387842636589,5.567228546636379
9,5.514758004367279,5.527192406565706
10,5.606639793091126,5.497373022466234
11,5.606502980345127,5.490471258621478
12,5.518558680276081,5.485513885498625
13,5.4923782278421704,5.429794741540402
14,5.457606608016572,5.3589575269467336
15,5.4244927860608865,5.397093811872772
16,5.470758335460079,5.4159222635835285
17,5.627181973628433,5.409913386757244
18,5.554465747867358,5.408099538487851
19,5.605005513884532,5.500594215194037
20,5.694206580903874,5.526585482262797
21,5.758867694182038,5.500995865354972
22,5.823641598941343,5.546280461722336
23,5.769210964269688,5.546067412955479
24,5.587818608667763,5.54585440956873
25,5.7164555007664255,5.556347597857354
26,5.8162156113416374,5.587182265971364
27,5.970263159670798,5.628726455502891
28,5.950101940264485,5.476937271098081
29,5.959476692203088,5.615586711787795
30,5.967570824954286,5.785360236914406
31,6.011498977321014,5.93045064721963
32,6.04907800364661,5.869718158346983
33,6.40700251050163,5.797147848052577
34,5.343673231661951,5.798202139185474
35,5.372561740665815,5.487085169245161
36,5.366831366827636,5.4286507073063754
37,5.423792202869158,5.423792202869158
38,5.621333221193991,5.523922370018485
39,5.489861762984013,5.61415947966159
40,5.340009551229958,5.699665123306827
41,5.281513535114885,5.504657086429095
42,5.20226833320351,5.509969272545783
43,5.218853721469302,5.509835631923639
44,5.1489231087502825,5.399951863554027
45,5.222295398136079,4.997954958588023
46,5.209309680112678,5.364153600868913
47,5.112512658376181,5.398856937986302
48,5.117816535418485,5.340960086732695
49,5.272618116662868,5.2955299611516224
50,5.039616508713424,5.031057255317754
51,5.111724038485514,4.957573358658255
52,5.112569262035685,4.92706805232435
53,5.115661861135165,4.736172239430261
54,5.108205107490402,4.733992542886342
55,4.615789814822916,4.666220668449808
56,4.549307094916364,4.4730797295284805
57,4.653708297357598,4.502981105981861
58,4.594578261602748,4.522474967701403
59,4.56091921874176,4.523722180934396
60,4.9483758808064,4.527454514461543
61,5.037327715400159,4.651334710704814
62,5.05496052587285,4.652254040203766
63,5.014513321173723,4.683771759261495
64,5.096200574330849,4.942049894503591
65,5.15898161919944,5.057198924889497
66,5.10420593332871,5.033716055574165
67,5.326166783174299,5.031486781534874
68,5.311310720839797,4.774732600971392
69,5.1011077916433765,4.711146870071177
70,5.369189903159008,4.660042381252621
71,5.615633954984768,5.081759205498516
72,5.607646730880788,5.377469152909199
73,5.523688078347364,5.427699702518401
74,5.54764711093454,5.52419544989949
75,5.629212324591822,5.549679171069438
