,Kampala,Tororo
0,6.424434666971581,6.191026517045488
1,6.548953959601279,6.270550272921105
2,6.500184393944528,6.344213214797799
3,6.494874353063846,6.33963097598709
4,6.618917840292188,6.3912827831916825
5,6.6108579266410885,6.3362568312128476
6,6.614492537642149,6.079721765282146
7,6.281417529383605,6.134167266475048
8,6.477066337580395,6.290847287159116
9,6.436759632406356,6.290276681284751
10,6.39447873343113,6.294792179027007
11,6.448236165626591,6.436160547191164
12,6.540622266593799,6.518242265563295
13,6.556107830249778,6.514882438844119
14,6.60864234057717,6.547504969030527
15,6.577396609166684,6.541587156469973
16,6.398114045424532,6.441994004612874
17,6.274648420418857,6.374409866289913
18,6.300161239991715,6.245436340302469
19,6.461141600786897,6.238087458923326
20,6.506716735358224,6.297315023835952
21,6.504280558759954,6.380702644998204
22,6.540788747110095,6.423005711453711
23,6.5395087924460205,6.463255465422941
24,6.638017812616078,6.456406483124705
25,6.6202616339528095,6.455593811015265
26,6.693659996484432,6.558496210449027
27,6.743012470263224,6.555653119439313
28,6.788462071485471,6.586390305376328
29,6.795052188323606,6.645468105605275
30,6.457610625961792,6.477932645340147
31,6.29567321599587,6.223600867954746
32,6.254304622917901,6.124503715111705
33,6.348590414901033,6.126432570911583
34,6.431339459747963,6.22804477957373
35,6.42795934562421,6.270286038406951
36,6.425462546345036,6.316891171599328
37,6.4602948054482185,6.356367204467341
38,6.494082567364871,6.396547692538435
39,6.483104503385116,6.392812303866773
40,6.234672755335146,6.294347746024714
41,6.187225085769094,5.978282284313611
42,6.097422616313912,5.9514758358243025
43,6.173064825751855,6.036528692625579
44,6.273969872959751,6.097564753573258
45,6.263249528729196,6.139101099205735
46,6.247874489253032,6.199470848312016
47,6.03517053161397,5.9749443426336715
48,6.08959064733516,5.970300452388205
49,6.089719210280764,6.025080533902487
50,6.078305560351269,5.960901815425774
51,6.2691793717656585,5.9515600169992435
52,6.065927672431015,5.9491645246753775
53,6.059447919528419,5.939870241677762
54,5.937244533949354,5.938402611669982
55,5.746454978558903,5.636013349760887
56,5.779434433015206,5.696111735973429
57,5.830679903144867,5.683569252393964
58,5.831546365570914,5.601992535895786
59,5.869226387091382,5.800758587813922
60,5.852730596523678,5.788688230196583
61,6.023432237141434,5.9064301464681215
62,6.015229998797965,5.896394331465438
63,6.020651435457276,5.902868399800893
64,5.874903383847323,5.701762853127754
65,5.85480216770964,5.6229466757934095
66,5.714904871582719,5.634743279049029
67,5.825810236461387,5.6372070103993535
68,5.8667251963633555,5.642355403325902
69,6.040662183171701,5.863266744713802
70,6.046576699783267,5.871785452308936
71,6.081429216198022,5.870525719778315
72,6.2170324166826445,6.050212405285479
73,6.157397194040704,6.039841405289059
74,6.18924878044419,6.1388784210552405
75,6.271091897581063,6.133180094494065
76,6.369587856970138,6.266086904446707
77,6.422032375552536,6.378677568257577
78,6.418737860900371,6.261581745912932
79,6.3256648576115895,6.262089117465058
80,6.409434590611459,6.242826351629383
