,Nairobi,Machakos
0,5.727903134516193,5.663050592336632
1,5.702948076089333,5.665145711442798
2,5.705047593937068,5.672257771114077
3,5.691551291576417,5.658435682791919
4,5.681257740805567,5.651305418522216
5,5.677805050045487,5.644468629777895
6,5.676002241356694,5.2372561914830325
7,5.694302727663336,5.2546044479129295
8,5.691557362555356,5.2568218721470785
9,5.689500550827232,5.251565057688284
10,5.684271226021658,5.467497122992928
11,5.7094492130658265,5.537016488401119
12,5.7062888645816825,5.537539385333272
13,5.702791461199394,5.533469158949079
14,5.702404629927838,5.532418680015416
15,5.636358540284409,5.5313670964152335
16,5.636305997421883,5.529654802134344
17,5.634025999511198,5.562680974575331
18,5.631754950138386,5.594651199935008
19,5.691548031855556,5.624883450128195
20,5.684113305838485,5.619678783453023
21,5.678747489279642,5.614208968142071
22,5.673393650962927,5.607079950536025
23,5.666840644768128,5.601256645229004
24,5.6555892258743565,5.592101676982761
25,5.637504712496552,5.571691493926981
26,5.756644175719524,5.71808494893371
27,5.918685313466101,5.84575867635821
28,5.965644198304391,5.844499814945302
29,5.952268704618338,5.834345209659806
30,5.9389513681883095,5.823634251278926
31,5.935226184175415,6.04216558817297
32,6.037439516238821,6.038454229669367
33,6.043448405287259,6.139219946114761
34,6.0484778753471,6.135997253363657
35,6.147326547331649,6.145474694950575
36,6.09409885631993,6.054093521706231
37,6.0093684917455406,5.827897636831899
38,6.045955241352255,5.821020721157123
39,5.951169348546963,5.830917088735715
40,5.957432935276257,5.8043098052638795
41,5.830468460863813,5.526340729972224
42,5.722114475353969,5.556322220511225
43,5.735793228107389,5.522802048257198
44,5.618234964950236,5.488603902297297
45,5.6110414513169395,5.519252533139814
46,5.5891451194912865,5.365619232099011
47,5.60878098707073,5.329098957286026
48,5.576448073861501,5.246206386990925
49,5.593345855903224,5.272187854255054
50,5.569670359017267,5.164205250909102
51,5.4888778881188385,5.162662151664815
52,5.459460796833347,5.15634815115492
53,5.436557075662312,5.102240786696167
54,5.438673283148107,5.284522603320849
55,5.284324379361271,5.201488373782122
56,5.214531237636422,5.245575859318381
57,5.210916764411365,5.289217614825124
58,5.207282627478537,5.362731166021395
59,5.303447292269301,5.427156946595323
60,5.191622332581704,5.354255934403439
61,5.3583460022397995,5.3505638617977445
62,5.371993093906342,5.351549122967573
63,5.416344927098195,5.352533414353242
64,5.4267273868554975,5.360036012356825
65,5.37882122126736,5.3523546480791975
66,5.301672348210398,5.348555934109249
67,5.400289637619711,5.340792538755065
68,5.407137892891147,5.0706656562699335
69,5.570751928922461,5.469077126936084
70,5.57607355855524,5.329452972901233
71,5.5830140756979105,5.620864299829009
72,5.7321955625862575,5.618866877279254
73,5.730706355830271,5.617377670523267
74,5.8170807193050305,5.607528757326522
75,5.845985095446202,5.597581877372754
76,5.752997736003181,5.630953741355395
77,5.746629404694002,5.663247795754952
78,5.813529536407596,5.72055307994949
79,5.813816010033001,5.717611532290115
80,5.74005315666646,5.716568792487795
81,5.759364169368541,5.71552496424412
82,5.7214621011750655,5.723996956778254
