,Makueni,Meru
0,6.742384481917004,6.2500935083678355
1,6.7472407022661764,6.236415078500186
2,6.7431674395719465,6.369865907953743
3,6.7370553382904745,6.332102394085951
4,6.745553560513844,6.256728992106149
5,6.677380799888984,6.261275849837203
6,6.604218274501613,6.245179263268
7,6.65915264961788,6.400927788051529
8,6.626096818197707,6.399175839756364
9,6.520860943021803,6.355681932153066
10,6.529735458374706,6.3545313693496155
11,6.461852075765458,6.348822869095615
12,6.454597282510799,6.23959488878029
13,6.4480663893659855,6.2228771503284825
14,6.448058883581744,6.22457698003964
15,6.455416761446466,6.24946940107117
16,6.504262415205933,6.2716100759226965
17,6.501148061962706,6.264717380653063
18,6.617864821807924,6.320506455025611
19,6.597779332159993,6.358458331401633
20,6.608599214586755,6.360052571078575
21,6.425240226801937,6.38397634097975
22,6.389127779914979,6.387055240313006
23,6.169429555640725,6.137847983590425
24,6.2880350568149845,6.132470949190579
25,6.21402737540778,6.143247193346733
26,6.34934345888069,6.144383863459561
27,6.212608833725317,6.032614018881839
28,6.207530896506882,6.171964065512139
29,6.280856042868541,6.131820463708053
30,6.282531112115966,6.13401030058486
31,6.285872856467305,6.1688617235895045
32,6.353241036743845,6.181842267476668
33,6.3811788911074805,6.187962775629083
34,6.408357388521492,6.2352325424772115
35,6.410684338266384,6.342078014909487
36,6.380426543535858,6.275793882091732
37,6.3492245716654345,6.204802287462465
38,6.343018118729653,6.227651515984897
39,6.344612596914546,6.1897514374836895
40,6.406929179597177,6.183785628282967
41,6.397677783196507,6.194637067368583
42,6.391087273239116,6.218068109107476
43,6.384698738678216,6.3416151525419036
44,6.4394939573929655,6.413917115603316
45,6.56421417981717,6.409321660193279
46,6.564438980404133,6.411212771383217
47,6.554031096916307,6.399320349866344
48,6.575448427740122,6.390862541509705
49,6.596416658228198,6.382332588007311
50,6.621920866600269,6.398976955485573
51,6.634672185926927,6.447309725500407
52,6.633117094690096,6.407818263954988
53,6.631559581377472,6.409951735509691
