,Nairobi,Kampala
0,6.253532300921933,5.470728347419592
1,6.253304538611959,5.458969852156508
2,6.260044436016196,5.460547710239721
3,6.246970290885226,5.456993749154578
4,6.237589453539799,5.428510313927199
5,6.23413676277972,5.430104293642521
6,6.09877443370307,5.461639567537767
7,6.131316193506427,5.566097417567529
8,6.134762798646367,5.567228546636379
9,6.127446251224562,5.595170821967687
10,6.120152942198136,5.611889148977269
11,6.113878588300459,5.612619207362562
12,6.109681433087875,5.911840245564505
13,6.107217608175139,5.6792556011719855
14,6.107350392399816,5.54276441635688
15,6.28882214420791,5.534623610463989
16,6.295723167605135,5.533937237081611
17,6.292614325884049,5.58418308839212
18,6.289515119114008,5.633328596293082
19,6.266912176759117,5.653388594799817
20,6.26162023913377,5.7656386678618405
21,6.273454597026335,5.733866391976621
22,6.2679388547183335,5.728602018516291
23,6.261223410655661,5.735801902138559
24,6.251057492794427,5.731147736751843
25,6.230233145309451,5.7298585308937655
26,6.224367702249815,5.730052415847992
27,6.28477209158718,5.726010375083201
28,6.317891007993051,5.720502665874353
29,6.2991202759365,5.811989948718504
30,6.308411055063845,5.790089578940895
31,6.375445252063623,5.958899158256917
32,6.376084879394346,6.102029828334253
33,6.532308658621877,6.109099196459389
34,6.591699853506847,6.033060576314948
35,6.582862258287834,5.798513035977917
36,6.549287399780526,5.676134973936596
37,6.568680282110603,5.719883455785202
38,6.541947465824144,5.623736305825427
39,6.575182723224684,5.528757383475383
40,6.60223928890192,5.6189089775824845
41,6.452818628046244,5.7011708566512205
42,6.457360249046529,5.5896642280924995
43,6.4264567850272565,5.600378535003355
44,6.507873747494992,5.4036072545508675
45,6.455627486220984,5.508936755458621
46,6.477722744858338,5.400951363887112
47,6.44157001565702,5.405414085303052
48,6.458906603918851,5.341019025467256
49,6.391696141330559,5.398856937986302
50,6.314520086112383,5.398827469053243
51,6.402750076415144,5.501201391272897
52,6.337001217492534,5.331933353342541
53,6.019775118693772,5.307211822598467
54,6.020252119239107,5.245255431110037
55,5.99124450939855,5.225047245462376
56,6.1207007816204255,4.918493796224216
57,5.968766018839951,4.922703897779067
58,5.821907780549079,5.235160533260355
59,5.826505813490167,5.110232640733851
60,5.853941276007686,5.090235997406944
61,5.847703457420768,4.840078720018234
62,5.824017987128114,4.734190940015797
63,5.84972477568628,4.743484072790689
64,5.853008774171027,4.837486656206132
65,5.795069292380656,4.929799495233464
66,5.79683785421319,5.097291180167716
67,5.856860725024573,5.098210509666667
68,5.857475586242599,4.949208222765956
69,5.839130022670002,5.167659538312995
70,5.8445791434676355,5.267067944995011
71,5.8616236951378795,5.302970958847781
72,5.890392835370073,5.359091567870766
73,5.8703894503921665,5.344647141107389
74,5.869841901477508,5.340780644908796
75,5.887136052861878,5.3849382601271465
76,5.90094640924076,5.40823271379379
77,5.876399905081218,5.864484127981471
78,5.884326862045562,5.834407818866163
79,5.85675828522802,5.867905353820933
80,5.743380796726998,5.700038377160435
81,6.138752389225789,5.615845094691474
82,6.351704464092,5.422650721538611
83,6.411891381764412,5.223026601671128
84,6.306914227860388,5.253389207250436
85,6.306206124427684,5.285013504540038
86,6.3021720748200005,5.336103414720988
87,6.3020303989901905,5.3565503491268665
88,6.308966718409259,5.481495533484364
89,6.30824225140664,5.510474737547807
90,6.224201737333471,5.528609313850247
91,6.103421273535147,5.578517035568579
92,6.094600745182812,5.615425469944242
93,6.094080940705022,5.432963261125375
94,6.092705343597534,5.383303193424278
95,6.089580991601313,5.269516812452338
