,Busia,Kasese
0,6.484273434130676,6.465979102746381
1,6.5097193815338565,6.364481043498774
2,6.487370746174096,6.455550730509163
3,6.480575301000738,6.491592672816966
4,6.54795668949815,6.500814650959307
5,6.549507351979704,6.5661715702829815
6,6.504827322206012,6.56363709979081
7,6.544519930548691,6.628025456078266
8,6.333078952381815,6.737551926612268
9,6.351968029604088,6.493901525492754
10,6.348159339610958,6.536175751715301
11,6.326456781179954,6.5393086464576164
12,6.30475379309067,6.5230073591106885
13,6.336876534329248,6.525625387246635
14,6.333496132248131,6.5629303312726694
15,6.44080757466837,6.561512514144189
16,6.459829224395914,6.555773996162218
17,6.5521888183429535,6.549849635989781
18,6.557256755296448,6.542930340016441
19,6.472967513574678,6.5236865490992715
20,6.362495507720011,6.533567448084982
21,6.358446097206194,6.468579891616678
22,6.477459806090242,6.462571193596491
23,6.52600340998999,6.462358144829634
24,6.527799111664322,6.462145141442885
25,6.521873300117559,6.494460786202137
26,6.8144264820429035,6.58557784270099
27,6.836408044213878,6.598182718342347
28,6.763172859837966,6.4811770265378295
29,6.755151279648352,6.438389706434408
30,6.757273450876662,6.431272514122744
31,6.5686053536510105,6.515723917055652
32,6.45524907719179,6.52673237592274
33,6.335859699897743,6.48892797440099
34,6.39597073814894,6.491349319745419
35,6.452166065288748,6.493243890620956
36,6.478555173605915,6.486934950587513
37,6.474503260213176,6.483668770360596
38,6.587247809928879,6.477104230830453
39,6.499956941318101,6.580822017459036
40,6.395096163241861,6.552848923455012
41,6.283574874774027,6.465480717573219
42,6.212372552833423,6.3859779967870125
43,6.209992795585473,6.37978061623217
44,6.35076064995387,6.2735519001219
45,6.306302535228485,6.373673346343568
46,6.359145339474154,6.381191082177448
47,6.384164618504159,6.3819132104237015
48,6.585852906913254,6.3827299692105095
49,6.631283818798617,6.3868037865875475
50,6.258538428971502,6.366752013611734
51,6.057030870876536,6.24072322980427
52,6.0213704836787825,6.128219253039601
53,5.955502967877606,5.964532374597
54,5.960273905882792,5.935244157816957
55,5.956033494853461,5.9935241037689595
56,6.056329551764917,5.825055874367457
57,6.05218165042742,5.965538258722532
58,6.133655764325432,6.041704423282574
59,6.126954902622973,6.048560223574353
60,6.132401458663641,6.2689769936693915
61,5.996663085586993,6.272174622418519
62,5.94231889202038,6.120845377845783
63,6.041642782338404,6.147106279305214
64,6.064048048055822,6.0478205114340655
65,6.19304763747439,6.040662183171701
66,6.266651194980059,6.047597628917374
67,6.4511225008960125,5.996118139407725
68,6.477744607422322,5.993888865368435
69,6.470879912437218,5.981960969757094
70,6.490652074375765,6.187492853741926
71,6.551501210703764,6.183641249773915
72,6.604173346422462,6.387632373995921
73,6.590809707238734,6.341989667879001
74,6.5736796800094,6.343990434392556
75,6.473166649246316,6.3825697538940895
76,6.457991137211788,6.408733574108865
