,Lira,Masindi
0,6.436148975078473,6.465225239159982
1,6.478206631457466,6.455271570344619
2,6.518566601942577,6.458589092132568
3,6.513984363131868,6.492322866350689
4,6.564992876650718,6.679165800083002
5,6.566218004111513,6.679861549024396
6,6.571103559520759,6.696148575961132
7,6.4973427750168735,6.689633670863659
8,6.497048837167734,6.497408484717015
9,6.394664563239303,6.482272895773473
10,6.417630640577653,6.506644149537146
11,6.435400957333145,6.523361731526907
12,6.48135865213274,6.523105074728996
13,6.426573778057876,6.593452490785948
14,6.527179066016488,6.588568383098891
15,6.413799605024702,6.501129119006803
16,6.346535775359762,6.47904873424721
17,6.278349306323603,6.279218116108922
18,6.251666890053104,6.300161239991715
19,6.286941482092109,6.420259995524769
20,6.385939813542728,6.429318290751434
21,6.4632159964443785,6.422438596006496
22,6.503275976301969,6.502437728059688
23,6.535238790885068,6.576508348170308
24,6.569405482771316,6.569405482771316
25,6.700593093584647,6.5664279873774465
26,6.564534684224114,6.597569785439308
27,6.55597204784259,6.590755438475138
28,6.6167693122360465,6.586698709388025
29,6.661574292137124,6.578006596294953
30,6.516054988073409,6.5860404154731125
31,6.321415188976355,6.591907192610265
32,6.278021149535216,6.451292870809253
33,6.323424317453331,6.41053682201548
34,6.367155657177179,6.527440987522891
35,6.363348068111329,6.525614734516767
36,6.361975912353549,6.592977142183737
37,6.3579139951856405,6.586298810232551
38,6.395805026332744,6.5810939443545005
39,6.392812303866773,6.259280911242251
40,6.293525715563299,6.247240634735078
41,6.295145251786876,6.100754440444159
42,6.203880881695268,6.096423615231827
43,6.223249728579018,6.0930990441139725
44,6.296693428683594,6.201628316886867
45,6.286661969353938,6.191351789549613
46,6.338173697093758,6.534912024138188
47,6.338144228160699,6.534237601941882
48,6.455460139358731,6.530562443900234
49,6.487981003885049,6.487981003885049
50,6.483939259878529,6.519704661279193
51,6.644707197559189,6.511175804934666
52,6.60739326454471,6.510090070492864
53,6.5686328538369505,6.536089306104479
54,6.30130810535935,5.804871219045459
55,6.038338737864384,5.787024309583478
56,6.017106084892325,6.012823423100325
57,6.010643726556405,6.010643726556405
58,5.996681677659459,5.866086690823091
59,6.051343674657786,6.050321702162092
60,6.038973322308375,6.0338106882295675
61,6.128167557405342,6.022390027562991
62,6.121431822739718,6.014703821464067
63,6.175700184496219,6.020651435457276
64,6.0276661383997325,6.023490766989252
65,5.972722878040985,6.27462060814678
66,5.9813210498236495,6.094844876120637
67,6.148032634165344,6.042672118507518
68,6.154407268815136,6.049863413063866
69,6.242174275402044,6.194812862998959
70,6.290943887549103,6.373813365371398
71,6.297652324667658,6.382810133007966
72,6.337387249727399,6.456353417441004
73,6.366626203754583,6.368100043372883
74,6.403227657108837,6.364233547174291
75,6.470444201289956,6.469124069085033
76,6.463373999770067,6.530685529327375
77,6.5282893502574,6.558233536804122
78,6.493439246185936,6.790396932878082
79,6.403189041096826,6.5634534959184165
80,6.468615407132018,6.511285099155636
81,6.473899710465941,6.5223567013969665
82,6.363039004991827,6.544138814535459
83,6.398515368454724,6.473830705681163
84,6.51024344817173,6.624670775981141
85,6.5450757755170175,6.639834839297474
86,6.471228222605499,6.6941109837239425
87,6.466997095441979,6.536425601873741
88,6.532366059267259,6.532366059267259
89,6.531583465061057,6.531583465061057
90,6.564379684893274,6.626113569163994
91,6.467584308832078,6.690208244650055
92,6.495450023834003,6.685214353074378
93,6.532791355414375,6.686768439199186
94,6.685716070563467,6.714465483849453
95,6.68645276785693,6.715172690509349
