,Owino,Kisumu
0,6.425219904546283,6.51536099454738
1,6.55895576741423,6.512443571830001
2,6.502364627366297,6.507532552479478
3,6.618277430407989,6.49763756178946
4,6.605846195190644,6.501129798384963
5,6.552406136343881,6.508077896011896
6,6.583306706487137,6.510998268439593
7,6.615933575438553,6.503620562411661
8,6.254477586647204,6.422703271116757
9,6.477066337580395,6.418005018978617
10,6.436759632406356,6.414844670494473
11,6.394081671682812,6.41139489999603
12,6.457941355652555,6.411774645994671
13,6.541643195727906,6.408525672100433
14,6.556107830249778,6.409113110531074
15,6.589533478879123,6.480495016088001
16,6.5743119407576085,6.402905062039947
17,6.398114045424532,6.319690382106504
18,6.273557312836522,6.312825964012967
19,6.300161239991715,6.308189135005908
20,6.461141600786897,6.303566032361484
21,6.506716735358224,6.374768335556976
22,6.503766816133705,6.43879911705772
23,6.540788747110095,6.487982225801136
24,6.538853054717605,6.48015945940407
25,6.638017812616077,6.50791564290139
26,6.6359067418606585,6.655991040994017
27,6.751808050114444,6.645696744609984
28,6.750390632850896,6.633226580452754
29,6.798991123381322,6.627526505122293
30,6.795426603304579,6.626635227449874
31,6.477932645340147,6.631517038328846
32,6.275183266455148,6.453942983455264
33,6.277598763045304,6.455382450293878
34,6.37044067943786,6.522820826592362
35,6.451455080544969,6.386784296043806
36,6.447769105613445,6.378622409720845
37,6.4454039239282785,6.393163144388633
38,6.479296931875494,6.464994811842604
39,6.513422950125465,6.466461404450031
40,6.491903206511004,6.498346839073698
41,6.246809878751679,6.470107635747989
42,6.200410091507986,6.467868412881293
43,6.097921742852849,6.396204065750183
44,6.222810650635631,6.393539707877411
45,6.341429322524985,6.385507092158509
46,6.286661969353938,6.378976199013695
47,6.293222309231491,6.375095254855892
48,5.9749443426336715,6.3099011402560885
49,6.08959064733516,6.302188703028191
50,6.09620787791807,6.296067910537139
51,6.077799615488465,6.2140649930188205
52,6.2691793717656585,6.357026691930195
53,6.065927672431015,6.358630095732033
54,6.00311230054583,6.323337376677442
55,5.93608511352962,6.28675336961144
56,5.737290303909339,6.200881361873394
57,5.7954405532111,6.207863938226344
58,5.85039437311795,6.125196161701164
59,5.864851360215098,6.128196459640903
60,5.869226387091382,6.167351977894375
61,5.852730596523678,6.2050319364392434
62,6.023432237141434,6.200813335195003
63,6.014703821464067,6.203969359116571
64,6.020651435457276,6.207115453879592
65,5.84284145138766,6.204671176286215
66,5.847339446508051,6.20053440048882
67,5.713477319591533,6.188812032580339
68,5.85911523110557,6.187249806692381
69,5.8667251963633555,6.187202434724281
70,6.040662183171701,6.340340187736551
71,6.047597628917374,6.1898144964969735
72,6.054468022470003,6.197432801761317
73,6.251620427969974,6.1897514374836895
74,6.170044155741471,6.183785628282967
75,6.235529533008196,6.172368105899941
76,6.274307334435037,6.1692779449380435
77,6.389061966805516,6.313983213879818
78,6.456945258824288,6.453287279525301
79,6.452777907140362,6.385002354538578
80,6.344497805944682,6.313441609830385
81,6.3903324887379735,6.436527977286944
