,Lira,Kampala
0,5.7855614089373235,5.969865126935269
1,5.742540875549595,5.8855170059367845
2,5.697586049872747,5.958950814007154
3,5.693003811062038,5.955617794596877
4,5.830460479927918,5.9640798968472035
5,5.832325814498507,5.916258313000828
6,5.839752551549044,5.928847986257203
7,5.873044467095621,6.000340059619703
8,5.9186424995408276,5.998142305638953
9,6.052443348791168,5.986408941062014
10,6.120334358693267,6.059513895246804
11,6.099991985033262,6.206733056318419
12,6.050464569345713,6.178142286718774
13,5.861624644147091,5.931330274039128
14,5.895743004633436,5.971917235529052
15,6.027620403803121,6.038237994467524
16,6.043536116767811,6.135130873309249
17,6.0394367028911615,6.18503626172917
18,6.245436340302469,6.245436340302469
19,6.286515678381184,6.303407971945689
20,6.350628180886328,6.426360802458954
21,6.379927451160935,6.424294917311788
22,6.423005711453711,6.46784330130732
23,6.337526191252908,6.438182518753147
24,6.284467475365949,6.456406483124705
25,6.326504178166685,6.433756537325549
26,6.403282379341532,6.444134157483775
27,6.441571359574252,6.411815898740327
28,6.511475288150438,6.6167693122360465
29,6.543291845062377,6.609154152421307
30,6.551180550355619,6.651157472929973
31,6.488903597652056,6.598349920832463
32,6.4923421122342475,6.528490626350559
33,6.064976322601498,6.122483898456167
34,6.0042340426459795,6.177429919199405
35,5.999496259519676,6.219172051891497
36,5.865483781999095,6.221904564035328
37,6.08201182847926,6.21706955057843
38,6.0794849756934335,6.260786644586643
39,6.018118854425363,6.25757878317172
40,6.006939533632155,6.0959569293486515
41,5.50906796558977,6.490122621510148
42,5.689458131748428,6.202083936018567
43,5.909176205953044,6.199259239942363
44,6.039056534663201,6.20072944042185
45,5.935872857592468,6.085991273891787
46,5.97497381156673,6.093007630923488
47,6.03517053161397,6.091974649613189
48,6.0610754770271384,6.110455785799122
49,6.083188164709767,6.083188164709767
50,6.0788112493633095,6.079821860869233
51,5.966358238098193,6.123893015909692
52,6.009249335412577,6.119565155834772
53,6.000359003158413,6.085738614760137
54,5.970295975445936,6.056185647326365
55,5.636013349760888,5.909885772883303
56,5.730847500225399,5.899323049235942
57,5.647201608223089,5.840267704300021
58,5.455050537665471,5.649097005083259
59,5.359217423231947,5.467431007872181
60,5.342731760733681,5.628345580121404
61,5.330285056581489,5.526399935507779
62,5.521269940409946,5.689119464595366
63,5.529888746837217,5.69957371962666
64,5.530633836766078,5.700318809555521
65,5.538205447338319,5.778881477414169
66,5.604937151016327,5.824251725093439
67,5.550195633409724,5.860350561713563
68,5.55590159534988,5.798257397085895
69,5.638278741600945,5.789347754890795
70,5.64008961917941,5.865071969663276
71,5.647990256047452,5.870525719778315
72,5.72463396209482,5.948900478153654
73,5.713946972747484,5.856292101256782
74,5.669612526996045,5.783783672336026
75,5.70054703911345,5.841175693608735
76,5.770226819210122,5.9040897218658595
77,5.895328803332569,6.012072877856533
78,5.925757597454391,6.016729375660117
79,5.869106555166567,6.017236747212243
80,5.8529673097373704,6.031614643169441
81,5.854203198901352,6.138397671441231
82,5.855437562528509,6.033906762562189
83,5.446748273117672,5.917209673028302
84,5.3392864077869895,5.706072661330042
85,5.395164669650041,5.706978502181697
86,5.446463486848908,5.780334941770064
87,5.623278259162909,5.706477203017882
88,5.530903736271644,5.699239051090859
89,5.615463893561765,6.04807999073588
90,5.616512989592131,5.905718291584433
91,5.614512657485514,5.9037179594778175
92,5.437964891650919,5.842217143333874
93,5.613902240403721,5.9312467090679695
94,5.696169394591656,5.840858504086831
95,5.431910892489655,5.614840536866957
96,5.481438839022584,5.617571013347163
