,Gitega,Ngozi
0,5.948006410750576,6.274015287068532
1,5.967503697684642,6.369134044251951
2,6.0766923958046215,6.276161683759354
3,6.182923988140843,6.364820103532932
4,6.281396934183395,6.367989462999362
5,6.36285727122482,6.363567750828419
6,6.272235517660425,6.358082072153762
7,6.346232526710241,6.261654122552297
8,6.151694883502552,6.245282409995431
9,6.2384095299604425,6.2384095299604425
10,6.395981604758033,6.230014936380357
11,6.466994209353158,6.228869104423331
12,6.468658040802564,6.313681937899138
13,6.039452630156931,6.233045042035486
14,6.1399830036547165,6.141727443695866
15,6.196294511578947,6.146922782984865
16,6.153468737943311,6.0467499218923075
17,5.935142005145361,6.052198560566379
18,5.93429631469236,6.013160074860922
19,5.93868912606712,6.000084065035526
20,5.651762288978788,5.9354275585128615
21,5.291575473435621,5.804897977400199
22,5.35887052975265,5.801812236955429
23,5.399047248822575,5.798297296527306
24,5.456825051156964,5.547036430877266
25,5.354728609372341,5.461644335296973
26,5.363454731556295,5.56306778546031
27,5.653091785267965,5.471353148921878
28,5.572823964055831,5.572823964055831
29,5.481157148506551,5.5777379765123305
30,5.581087693098619,5.486095427777976
31,5.7580391240371,5.6607107800765375
32,5.838483185746734,5.767163274813551
33,5.805810138980008,5.768670592030551
34,5.772910311696586,5.917726034587793
35,5.764173885217408,6.19468502525166
36,5.760900926597363,6.18781457811301
37,5.836556287841273,5.7636072881951055
38,5.7636072881951055,5.800746835144563
39,5.831975429995446,6.053106908196236
40,5.926601172597637,6.130679026381403
41,5.961872692839739,6.133839127518489
42,5.966915103113885,5.718906462967478
43,5.958820590011928,5.88163779480016
44,5.471318054751238,5.473115000427939
45,5.35788509881904,5.35788509881904
46,5.227366633737478,5.3466568286844325
47,5.225120956799933,5.344411151746888
48,5.22739499198421,5.545029386719342
49,5.3552366962848295,5.3552366962848295
50,5.471423843348001,5.471423843348001
51,5.72834421700459,5.652946199520379
52,5.755406409921075,5.797853100168331
53,5.772683685483391,5.793751934386212
54,5.789667519490088,5.98489248111995
55,5.852928771955945,6.0364631851751085
56,5.911906400480863,6.027916161448381
57,5.965679168365824,6.023196326604239
58,6.0205141626656085,6.221461981588034
59,6.0128757686412815,6.296980019745178
60,6.110183974917225,6.290350690181669
61,6.151292360364187,6.283723763877686
62,6.23384365901701,6.277910584176898
63,6.271469782974216,6.34282247703065
64,6.259648676664725,6.259648676664725
65,6.253181742210327,6.166593108832996
66,6.158475679264323,6.203994501084597
67,5.956242561171233,5.662329938968816
