,Kasese,Kabale
0,6.465979102746381,6.245093738315764
1,6.3640641162465394,6.244611863435965
2,6.455550730509163,6.244129756240817
3,6.491592672816966,6.290840811817658
4,6.512276094478314,6.335510487932264
5,6.630871307801319,6.458665762001333
6,6.664316212353267,6.4598407767644135
7,6.494985536439013,6.492454347237289
8,6.4973427750168735,6.425919167733366
9,6.4774332427395285,6.354639508664222
10,6.483002024496989,6.3423650638364535
11,6.505223694752854,6.34441741631386
12,6.5629303312726694,6.291832386836424
13,6.561512514144189,6.339535338035108
14,6.555773996162218,6.382294700216961
15,6.549849635989781,6.467965152994443
16,6.542930340016441,6.414181357272133
17,6.5236865490992715,6.302417093230934
18,6.533567448084982,6.251481361137323
19,6.507800604769959,6.207215127482271
20,6.462571193596491,6.238087458923326
21,6.462358144829634,6.300679198581584
22,6.462145141442885,6.336743874901613
23,6.470067619684719,6.381474639167245
24,6.493465281379583,6.455947855982674
25,6.517169360001271,6.5211481450910345
26,6.441928821597718,6.519273661151749
27,6.43695806696297,6.533179527179248
28,6.431272514122744,6.561115359539761
29,6.515723917055652,6.439371961912164
30,6.52673237592274,6.316562773470521
31,6.48892797440099,6.228681848131042
32,6.491349319745419,6.2275476341741385
33,6.493243890620956,6.2522058494301955
34,6.488305752721292,6.296348883943665
35,6.483447248284074,6.316891171599328
36,6.478612234827176,6.333665642475285
37,6.475733428696675,6.353310013483789
38,6.510595339523157,6.472511545969356
39,6.458426674196753,6.336188120751575
40,6.404032818634217,6.198601772751202
41,6.343174366847618,6.038294627353539
42,6.337221001813375,6.035469931277337
43,6.249862128999495,6.151894311212729
44,6.373673346343568,6.191351789549613
45,6.3796861909980285,6.246154798373506
46,6.199441379378957,5.97381503703652
47,6.201716136854186,6.060041885203856
48,6.213012947801603,5.939870241677762
49,6.2602176904912215,5.938402611669982
50,6.244142036553056,5.776184095030613
51,6.216026998630689,5.764174699686736
52,5.933305243775905,5.727256125820995
53,5.78338317796689,5.71029759625086
54,5.963328313071728,5.841110680347479
55,5.986953908511165,5.834065058504329
56,5.965710317425975,5.839586949853373
57,6.023490766989252,5.84284145138766
58,5.7762040996434525,5.846090227107619
59,5.980227556002278,5.63319648833073
60,5.98551370466757,5.454885453605399
61,5.8667251963633555,5.928502556059598
62,5.858340626377746,5.791989764353634
63,5.988757128894441,5.8993816846099305
64,5.934151415658526,5.870525719778315
65,5.934202644317961,6.050212405285479
66,5.713946972747484,6.091645816477923
67,5.8524256050581895,6.1388784210552405
68,5.846113975249317,6.181882234368736
69,6.020066538478743,6.345259344147123
70,5.956503026701722,6.346463948273922
71,5.898169640935562,6.261581745912932
72,6.220726728443676,6.262089117465058
73,6.241169350421754,6.276203483260201
