,Owino,Mbale
0,6.798784380987672,6.76639066194905
1,6.780863139737147,6.734175636730581
2,6.785863734730093,6.700888158736531
3,6.782920392762594,6.696305919925822
4,6.812433444848947,6.747314433444672
5,6.81666122532976,6.749458388940976
6,6.854761481672814,6.757988539003953
7,6.731512427871016,6.762637890145943
8,6.693065159941576,6.760519296438291
9,6.711959545676619,6.746150910424898
10,6.681962294716007,6.715923403879571
11,6.676617289707049,6.676617289707049
12,6.676958710145931,6.676364356488018
13,6.669579553199765,6.6686852320788965
14,6.73250569688453,6.697623385329846
15,6.72413270251338,6.692853496253145
16,6.767621992926765,6.735580153255599
17,6.747918247451214,6.717010709988137
18,6.616691967556228,6.650901448410633
19,6.643105439816351,6.642807243899425
20,6.71367257311054,6.648837711772252
21,6.709005219374411,6.711791512623095
22,6.675305847059376,6.710872678054119
23,6.677944559785632,6.709960773684591
24,6.688526311269359,6.791406974447403
25,6.789634928124658,6.791408202813523
26,6.836408044213878,6.867779438137442
27,6.820345673666395,6.861353697393771
28,6.830895669900067,6.85805959884089
29,6.848876293235224,6.899838328598852
30,6.854794478039374,6.907855494294352
31,6.798353170916925,6.9176373326995755
32,6.7891845540846925,6.92138527452351
33,6.816866714907912,6.787544980142807
34,6.844035257349273,6.787724085786558
35,6.841756325876922,6.836934715764452
36,6.836897821439705,6.836416705240865
37,6.829654908914267,6.774140160250103
38,6.853850366589606,6.772632156253379
39,6.849756700969181,6.7690856058741335
40,6.757807827177755,6.757807827177755
41,6.76015492002685,6.733214621992752
42,6.791068923412794,6.6702873847601545
43,6.786246224673918,6.669712408417967
44,6.79121031440766,6.673427278751277
45,6.779138454451733,6.750447961988804
46,6.7576686534123604,6.813851933094103
47,6.757639184479301,6.812846378187989
48,6.754222657587084,6.808507341074157
49,6.747703532595385,6.803189271207565
50,6.743758663329377,6.800368015617292
51,6.86693289658317,6.867850748873399
52,6.864996435711017,6.864537404259304
53,6.8575456956748635,6.8575456956748635
54,6.880288890733101,6.777732302408008
55,6.836374624684397,6.754796997292776
56,6.749535613786933,6.738691200772804
57,6.7365115042288854,6.710208041436984
58,6.713384551210295,6.711795988525156
59,6.716524247478587,6.657572333049655
60,6.703920200722496,6.669982120033642
61,6.716058448687252,6.684830719386799
62,6.709428704165631,6.622178441338406
63,6.768858393200249,6.62735883092655
64,6.797002457317225,6.630387026869979
65,6.800158323315804,6.6356833059358165
66,6.787015970707526,6.551343082166565
67,6.789886520337739,6.553497742273509
68,6.795680491078833,6.559872376923301
69,6.788850769199765,6.708808061526229
70,6.790506319036384,6.711231924548906
71,6.56367290033826,6.71678028325294
72,6.594939580727151,6.716636515704671
73,6.6302377046216385,6.73196556785697
74,6.641552832590525,6.782866365657102
75,6.692003384699462,6.772208707220093
76,6.765539538040429,6.766029614012011
77,6.762291843417632,6.760818003799332
78,6.76328975523027,6.761816639324294
