,Kigali,Mulindi
0,6.60766588664732,6.569617819009791
1,6.610654572924529,6.50562523792878
2,6.527022138629751,6.4648259307598455
3,6.442398033096756,6.366738470251616
4,6.452704987440505,6.357318672267458
5,6.4211218419049745,6.300594244635564
6,6.3818572677861045,6.278478913332269
7,6.41215791168947,6.453798468733787
8,6.417968668847862,6.524424474867103
9,6.395864436139286,6.5129395071643295
10,6.4089058284778835,6.4077323489769
11,6.4016191643122715,6.31503449951175
12,6.378190424051511,6.3491209569008795
13,6.356308915970608,6.300669826323784
14,6.342013303231424,6.3525354561588125
15,6.3408838873316,6.345718707386183
16,6.330911713184831,6.417653366639447
17,6.3556792310702805,6.4276473327449715
18,6.439363167604508,6.43371343506239
19,6.480043589115258,6.440849847951568
20,6.474282247601098,6.4506712277613385
21,6.47109870135023,6.327422859653935
22,6.524600555311195,6.318002160215768
23,6.5255426678105755,6.3223598590589045
24,6.475499345730819,6.282798018061442
25,6.4639965817871365,6.323144869517995
26,6.451213162169567,6.2995639049086956
27,6.443533324611391,6.292002087088234
28,6.442376201211883,6.304604106173052
29,6.436966041172141,6.3105279105676155
30,6.440075778214787,6.314460248915133
31,6.463288771472494,6.305578577319647
32,6.442049560979761,6.289778099267678
33,6.462544947443345,6.270815856207698
34,6.403458646909942,6.274841269087849
35,6.41471937139723,6.084477684526653
36,6.475176050086961,6.070379167864003
37,6.446638099291727,6.003089786461543
38,6.459817760557138,5.982706299728344
39,6.438948204351826,5.996583678595751
40,6.430693375926778,6.003796407065341
41,6.422478174743804,6.033991403170058
42,6.414993285944068,6.047192347256588
43,6.445740370001599,6.055343352107502
44,6.451586290392824,6.066684859866918
45,6.469509205980361,6.07396097887505
46,6.474646642455611,6.081830324287008
47,6.478276715555951,6.065341284082621
48,6.478518161893035,5.854634452199313
49,6.478694573112903,5.906175380341573
50,6.457100498300085,5.862135448073135
51,6.395930343785088,5.863045001954365
52,6.335332305585795,5.894267897562766
53,6.306490925556851,5.932652055287233
54,6.18968824395645,5.9480501100060765
55,6.2245899073714615,6.107226246852279
56,6.211731714648499,6.106559186584045
57,6.241209328100147,5.965857868105844
58,6.117567405851823,6.003899360423918
59,6.188758733831661,6.095560858984532
60,6.066910390681981,5.86745995162506
61,6.053190075962875,5.8249832226921185
62,5.988006352915141,5.859684103370586
63,5.990702507062162,5.8392306394449305
64,6.048587957805855,5.828479310186799
65,6.111864964969682,5.865998656947561
66,6.117110741575557,6.022947131742054
67,6.117882910983303,6.117882910983303
68,6.114812486133453,6.104158632336177
69,6.117133012052837,6.075747795889982
70,6.10092178002919,6.078000995838175
71,6.153694269392262,6.098951846184994
72,6.190398089631717,6.094006243956651
73,6.058201002373025,6.069454318059752
74,6.124458980700333,6.0951313656058135
75,6.17333983979022,6.137308228419308
76,6.17692304328469,6.085184295847962
77,6.1851219213777435,6.0809385688929325
78,6.272019544272039,6.0951668767721845
79,6.1696200310578195,6.107214464870389
80,6.196981814994793,6.119951805963192
81,6.199957793106037,6.197374924687783
82,6.157305325363597,6.199490842288225
83,6.156069595177607,6.2137274845786115
84,6.198301556359853,6.205382227431731
85,6.24697062490582,6.179920278168415
86,6.205457075521442,6.202140322895448
87,6.233701501018683,6.172727097812049
88,6.214141559495124,6.193690949023833
89,6.2057513020777195,6.159841600773642
