,Bujumbura,Gitega
0,6.866107859644925,6.917042483160391
1,6.792514047478402,6.831437879996723
2,6.791536779706087,6.778783626542012
3,6.84729157113388,6.8273224367399505
4,6.870262157267624,6.834773732705734
5,6.841561926283522,6.744493095014702
6,6.850301785997727,6.743436720924039
7,6.861428250811061,6.663995610880257
8,6.834798899949471,6.6355225278262555
9,6.653486271974757,6.589962876292342
10,6.581140569612982,6.533687631063145
11,6.568359229397142,6.568359229397142
12,6.610008256721139,6.60811252155624
13,6.626310626922032,6.6349606654105
14,6.639024708819582,6.660491897517042
15,6.672673900003079,6.655126981399024
16,6.678320457569624,6.6789081743070815
17,6.646338089563407,6.682205652188828
18,6.670407792319492,6.670113371590146
19,6.661044404245048,6.656913386272335
20,6.775533382614217,6.742976030830255
21,6.817822440999873,6.760664027159924
22,6.8111433207924525,6.748591667600305
23,6.791690863951317,6.7376779875536155
24,6.7625571178219355,6.703878968639525
25,6.757732448925602,6.841777344950136
26,6.928332090879905,6.930319767940604
27,6.797709287697273,6.87355751165983
28,6.71097374466288,6.714906886409717
29,6.770984048656892,6.874277464137257
30,6.7692255363779195,6.8506256295072365
31,6.758584576267968,6.78545048110637
32,6.8798199446699435,6.775646455650118
33,6.8107370397350895,6.587140589862414
34,6.8241284436619205,6.712876453576534
35,6.82627098712563,6.743103773883894
36,6.822501815157606,6.711540164632215
37,6.765444714038118,6.707895925712549
38,6.75300676919163,6.753720120785308
39,6.8035538105448605,6.737998330027926
40,6.811812505378781,6.70369987475408
41,6.7772194175308735,6.7486592082641454
42,6.826391590315532,6.7620837230828
43,6.825951605237362,6.82940882562122
44,6.833640665230186,6.839037332402341
45,6.832693598309452,6.672227530707877
46,6.840942183399497,6.735291012311634
47,6.8951567372032505,6.794679448644459
48,6.848377967024559,6.745345741126324
49,6.689997005984161,6.7464414502659995
50,6.692204024138941,6.692204024138941
51,6.694929666625103,6.7513459230365305
52,6.746793259186641,6.72068983173844
53,6.626774874924381,6.745164890872541
54,6.587661069824696,6.684719951406741
55,6.5693264519857415,6.787861700213757
56,6.525872679612416,6.625122888591686
57,6.496356093703037,6.565681826972208
58,6.53558149323732,6.571130260086281
59,6.5416770260208414,6.639175390505719
60,6.512273945553212,6.57976943717466
61,6.515964564026483,6.4535046135811545
62,6.525630241813561,6.468508523201401
63,6.534130367608763,6.5328811482083315
64,6.568123787069351,6.533509701046613
65,6.57991836267975,6.54045578231039
66,6.601327296532839,6.533174408295612
67,6.597690809386151,6.529703468401219
68,6.723268116769353,6.632296338563627
69,6.69385423156306,6.6613486611581285
70,6.7711186218214765,6.658968024221904
71,6.7120547500829515,6.708937864442698
72,6.717071861967251,6.686527096645392
73,6.721076389428976,6.7059047670059195
74,6.713244325392688,6.713244325392688
75,6.6959395101124795,6.7251082447031365
76,6.686550347102294,6.715779985417232
77,6.674019411427988,6.674019411427988
78,6.6717737344904435,6.728695461938755
79,6.647865408782689,6.64254818156608
80,6.623371444828051,6.622240862457765
81,6.613470412672955,6.501948647643971
82,6.593369313372226,6.491000280728277
83,6.5546791300079,6.486899114946158
84,6.585183732693983,6.482814700050033
85,6.546682564606072,6.478295937454148
86,6.603913979777874,6.469893788772947
87,6.5989414964695445,6.53402195037023
88,6.5974015371096915,6.53377584122948
89,6.648804509550161,6.588686242496685
90,6.698892723794313,6.548319865314938
91,6.689702350816131,6.572175955736031
92,6.68209183025225,6.564437254998124
93,6.676421148456131,6.669200900482644
94,6.665630447145529,6.665630447145529
95,6.659163512691131,6.659163512691131
96,6.678236707672078,6.704573633641416
97,6.703783813796977,6.703783813796977
