,Tororo,Busia
0,6.296387032703314,6.484273434130676
1,6.320586014466734,6.5097193815338565
2,6.344213214797799,6.487370746174096
3,6.363161473397284,6.480575301000738
4,6.481904996602015,6.54795668949815
5,6.429551051454128,6.549507351979704
6,6.1874863909384645,6.351968029604088
7,6.2517202319590135,6.348159339610958
8,6.357125011186533,6.326456781179954
9,6.342784438973655,6.30475379309067
10,6.3932870748988515,6.336876534329248
11,6.388736192476026,6.333496132248131
12,6.47410698873742,6.44080757466837
13,6.512793301594033,6.459829224395914
14,6.547504969030527,6.5521888183429535
15,6.541587156469973,6.557256755296448
16,6.441994004612874,6.472967513574678
17,6.374409866289913,6.362495507720011
18,6.294226504471901,6.358446097206194
19,6.289492503883714,6.477459806090242
20,6.394385161243428,6.52600340998999
21,6.540097754301309,6.527799111664322
22,6.577578956256621,6.521873300117559
23,6.6115778845739985,6.5682621866316495
24,6.638905517956219,6.755208606620563
25,6.641214923006386,6.8144264820429035
26,6.825240168977693,6.836408044213878
27,6.834685450311611,6.763172859837966
28,6.843377829081585,6.755151279648352
29,6.848876293235224,6.757273450876662
30,6.55213886379743,6.5686053536510105
31,6.319800331943955,6.45524907719179
32,6.32383068556651,6.335859699897743
33,6.367735363778243,6.39597073814894
34,6.368444483235205,6.452166065288748
35,6.363348068111329,6.478555173605915
36,6.402890709992056,6.474503260213176
37,6.39953937633255,6.490188802656174
38,6.51408323407154,6.587247809928879
39,6.510595339523157,6.499956941318101
40,6.421128797400659,6.395096163241861
41,6.29596660706919,6.283574874774027
42,6.203880881695268,6.212372552833423
43,6.222371379818112,6.209992795585473
44,6.296693428683594,6.35076064995387
45,6.286661969353938,6.306302535228485
46,6.293222309231491,6.359145339474154
47,6.338144228160699,6.384164618504159
48,6.493716170514268,6.585852906913254
49,6.524300611548169,6.583474574587587
50,6.520355067806187,6.551717638267006
51,6.644707197559189,6.564760051068772
52,6.542805529109412,6.562364558744907
53,6.30130810535935,6.258538428971502
54,6.00530430091895,6.057030870876536
55,6.022433748000113,6.0213704836787825
56,6.06290222022528,5.955502967877606
57,5.986883014610757,5.960273905882792
58,6.050321702162092,5.956033494853461
59,6.0338106882295675,6.056329551764917
60,6.0801275808179795,6.05218165042742
61,6.1204853011356875,6.133655764325432
62,6.126011951115102,6.126954902622973
63,6.024536245390805,6.132401458663641
64,5.911409693228261,5.996663085586993
65,5.921652255211821,5.94231889202038
66,5.924889082851135,6.041642782338404
67,6.0478205114340655,6.064048048055822
68,6.146022698829527,6.19304763747439
69,6.246782991763333,6.266651194980059
70,6.253849702009266,6.4511225008960125
71,6.359961571765939,6.477744607422322
72,6.372508573657649,6.470879912437218
73,6.364233547174291,6.490652074375765
74,6.530603093066148,6.551501210703764
75,6.496239502871641,6.604173346422462
76,6.385439196322043,6.473166649246316
77,6.468615407132018,6.457991137211788
