,Kasese,Owino
0,6.465979102746381,6.549089386259068
1,6.364481043498774,6.577317384946351
2,6.455550730509163,6.518566601942577
3,6.491592672816966,6.535536160018683
4,6.500814650959307,6.677355844837763
5,6.5661715702829815,6.605846195190644
6,6.56363709979081,6.540388189406946
7,6.628025456078266,6.552406136343881
8,6.737551926612268,6.591873480460989
9,6.493901525492754,6.615933575438553
10,6.536175751715301,6.449038453929686
11,6.5393086464576164,6.477066337580395
12,6.5230073591106885,6.437522699974859
13,6.525625387246635,6.44215294216079
14,6.5629303312726694,6.436160547191164
15,6.561512514144189,6.5423232365565624
16,6.555773996162218,6.556107830249778
17,6.549849635989781,6.589533478879123
18,6.542930340016441,6.5743119407576085
19,6.5236865490992715,6.398114045424532
20,6.533567448084982,6.381882860752917
21,6.468579891616678,6.43848880487973
22,6.462571193596491,6.500073397992073
23,6.462358144829634,6.509105407369265
24,6.462145141442885,6.6114883655834955
25,6.494460786202137,6.61245173027075
26,6.58557784270099,6.788620214694112
27,6.598182718342347,6.867545437902375
28,6.48117702653783,6.861353697393771
29,6.438389706434408,6.856648166002482
30,6.431272514122744,6.848876293235224
31,6.515723917055652,6.515723917055652
32,6.52673237592274,6.443179353104459
33,6.48892797440099,6.369176518407709
34,6.491349319745419,6.451225325979993
35,6.493243890620956,6.491195409194483
36,6.4869349505875125,6.4869349505875125
37,6.483668770360596,6.484474118132993
38,6.477104230830453,6.618651356660965
39,6.580822017459036,6.615360439861219
40,6.552848923455012,6.39917401875369
41,6.465480717573219,6.382430488835728
42,6.3859779967870125,6.299680577704196
43,6.37978061623217,6.35930208488863
44,6.2735519001219,6.424592157534765
45,6.373673346343568,6.413767803545446
46,6.381191082177448,6.459265399242641
47,6.3819132104237015,6.460625784598636
48,6.3827299692105095,6.566099178177021
49,6.3868037865875475,6.722959450631854
50,6.366752013611734,6.386170099468836
51,6.24072322980427,6.1455842682179815
52,6.128219253039601,6.172172096591272
53,5.964532374597,6.157100877128949
54,5.935244157816957,6.153768763274872
55,5.9935241037689595,6.156908459543163
56,5.825055874367457,6.140722794578813
57,5.965538258722532,6.223818801333028
58,6.041704423282574,6.216999989388145
59,6.048560223574353,6.309119362566396
60,6.2689769936693915,6.223781017326023
61,6.272174622418519,6.137826569887441
62,6.120845377845783,6.1471133046663935
63,6.147106279305214,6.148032634165344
64,6.0478205114340655,6.154407268815136
65,6.040662183171701,6.2906039276406345
66,6.047597628917374,6.373813365371398
67,5.996118139407725,6.418604935085321
68,5.993888865368435,6.455001152190991
69,5.981960969757094,6.445987944428703
70,6.187492853741926,6.546800532856458
71,6.183641249773915,6.602490322579463
72,6.387632373995921,6.626953374754281
73,6.341989667879001,6.680488463777335
74,6.343990434392556,6.671897308154846
75,6.3825697538940895,6.492660443927318
76,6.408733574108865,6.558265308079828
