,Kisumu,Nakuru
0,6.512857864329261,6.269643121194631
1,6.512443571830001,6.271738240300797
2,6.47761694228095,6.1775682141919575
3,6.506454783744106,6.065022496009283
4,6.496550014102062,6.163987426248881
5,6.493097323341981,6.2555229799993395
6,6.559350383693245,6.164652539769697
7,6.508077896011896,6.266657541376189
8,6.510998268439593,6.269322468996456
9,6.503620562411661,6.260913208783499
10,6.496974806774373,6.255232722228788
11,6.492385998860153,6.338471865456233
12,6.489935121849543,6.33448335957486
13,6.485283742095189,6.408322700959061
14,6.485608908005724,6.411774645994671
15,6.483181679561344,6.346797217954415
16,6.483248428624609,6.409113110531074
17,6.480495016088001,6.406004268809988
18,6.440475220703911,6.402905062039947
19,6.319690382106504,6.39935031465575
20,6.3144884747865815,6.225965838630675
21,6.461863907626087,6.220344771712386
22,6.456287119379148,6.45054822271013
23,6.4491520556788045,6.4495104143997155
24,7.057921482089496,6.439159412503881
25,6.957985855046871,6.491377814802274
26,6.86247167083152,6.48015945940407
27,6.85787959382625,6.475256959020295
28,6.945844058659234,6.492448857128271
29,6.846520602884505,6.527492390219751
30,6.834486422821635,6.513609846560578
31,6.91407831466765,6.733790312209459
32,6.9093061732068275,6.827280321601237
33,6.832597727390591,6.832367126674707
34,6.8365656182612184,6.51886252955458
35,6.840011086199327,6.523060158669789
36,6.843478095859694,6.523459192397635
37,6.7431674395719465,6.51976849303224
38,6.736286600264148,6.449373265838694
39,6.749113187969417,6.588682253264534
40,6.7532685252701015,6.647203635419596
41,6.754905381700573,6.649234530454639
42,6.595510587527346,6.530095537388278
43,6.650166748137974,6.533480223211691
44,6.6524549763061,6.651323114272416
45,6.648651638628258,6.6509140830322275
46,6.528345797933935,6.616683259191621
47,6.636578181832545,6.636010161368536
48,6.628342258436647,6.5428810290214185
49,6.628348607641472,6.6260861632375025
50,6.636180512206013,6.571196457534675
51,6.569589269060722,6.5048931310893465
52,6.50303189297508,6.47051388598808
53,6.615640126785813,6.49820502613868
54,6.610090623639443,6.427546572685042
55,6.613575724719038,6.430702443773156
56,6.806785562545887,6.457837637091864
57,6.659581548406583,6.493245287333208
58,6.5545392066411035,6.491488023834004
59,6.498463287179254,6.465465369464242
60,6.618380754663254,6.43717092672199
61,6.618504785563357,6.436294272020863
62,6.501122507056624,6.432990418353861
63,6.493547689639602,6.429675613045191
64,6.42328999752151,6.417267898358417
65,6.358941162473165,6.41855687214752
66,6.3615045979979525,6.4225499004819016
67,6.491724910671454,6.42881924802643
68,6.479338798908584,6.424351125843935
69,6.47479486927916,6.411615967657628
70,6.473447727488291,6.4090365056953
71,6.473614665735585,6.431649536576872
72,6.343485674996416,6.475397051066472
73,6.352293961192174,6.418251928983971
74,6.344612596914546,6.41322660876446
75,6.338409233160421,6.407591212060947
76,6.325922873666182,6.395011114949591
77,6.456960017389824,6.3234286247653015
78,6.565177903191533,6.313983213879818
79,6.676181733814932,6.387003774771569
80,6.671186299369337,6.383004351875905
81,6.669688502111016,6.381673373869312
82,6.66017518008498,6.366455302461724
83,6.6766683126349715,6.351002057865671
84,6.740048158465007,6.2794359986692605
85,6.73838948461852,6.296659512544104
86,6.735808059894862,6.274654045926108
87,6.720543114095185,6.273126652807842
88,6.606618978052101,6.1264923411749175
89,6.600062322025979,6.121759889965547
