,Kamembe,Rubavu
0,6.253961657448276,6.51727125048782
1,6.256260569164049,6.515200872002222
2,6.028757744299471,6.5183723420338255
3,6.035900224312573,6.522197493044409
4,6.042149124237378,6.5992709623728505
5,5.912548332844893,6.615622602227117
6,5.910030184163604,6.624132729899538
7,5.8567096340591664,6.6035974839484
8,5.8265208821570385,6.6039670327783915
9,5.850416372191885,6.597598123626217
10,6.213751966719874,6.4491489048398485
11,6.343557628562012,6.430693375926778
12,6.421793008564208,6.5508593413920115
13,6.332892258504377,6.580728422408959
14,6.342027918242158,6.508189158560936
15,6.02894453188407,6.554423188437402
16,6.036645123684083,6.5968559726308165
17,6.157803968623679,6.526889926736144
18,6.101489798198932,6.572479134769426
19,6.040736731833174,6.529946765123225
20,6.15669204232568,6.5229116076737395
21,6.15137491065437,5.9840661462496
22,6.07547460999588,5.768230362298932
23,6.0187983293283125,5.795127212715662
24,6.030237548928692,5.814299381335753
25,5.958000440859244,5.835254615860732
26,5.9913282258916665,5.857796833267144
27,5.8557816710677155,5.850939046591927
28,5.991665752061717,5.857831007394825
29,5.985784853385141,5.775992635245796
30,5.8673270045932275,5.847694472186107
31,5.80584398493009,5.80584398493009
32,5.741656787688915,5.86722552789042
33,5.6895133643591445,5.9485275419413535
34,6.040922264041188,5.887961352349519
35,6.01458158982066,5.910850307619926
36,5.994320906492115,5.8781494747300735
37,5.715462431994093,5.866342462953229
38,5.818640016130446,5.866568482702396
39,6.316533601860256,5.907913917003576
40,6.31920672423058,6.0016398237362605
41,6.32505006800594,6.093008781271864
42,6.3234764769334815,5.870364084442938
43,6.331334430262817,5.916435289921294
44,6.167258379912178,5.870928940419215
45,6.071033814026753,6.115750652808549
46,5.98847421475149,6.1494635907990896
47,5.9215112981320805,6.096880335611153
48,5.827942054429041,6.0897233984486645
49,5.955982246065133,6.0488759929578295
50,6.209730028395985,6.171397809303818
51,6.158312673835638,6.064435159032809
52,5.983882922825795,6.033841281759462
53,5.98320838135396,6.055330255536053
54,5.853894515423259,6.116633031392125
