,Lira,Soroti
0,5.635845373847415,5.635845373847415
1,5.6341624748955565,5.632550871001215
2,5.751701517861699,5.791608808453554
3,5.788716895128923,5.862824867282645
4,5.894476170595299,5.927802490107859
5,6.043431360169944,5.919009075587126
6,5.783409002071478,5.822576736495707
7,5.797460866115625,5.7967794350841455
8,5.71903860700354,5.630280035160463
9,5.631893952120291,5.430325348723161
10,5.720622281086634,5.407508770743049
11,5.623736305825427,5.30802271951776
12,5.423792202869158,5.366866266073148
13,5.41895718941226,5.383759991607632
14,5.417449185415537,5.41348878419944
15,5.411983050855047,5.324971673865417
16,5.342936347741292,5.342936347741292
17,5.283441623247333,5.289075440965589
18,5.283993023640264,5.154315200331731
19,5.28116832756406,5.076987976957607
20,5.2848882477775625,5.1529607047350146
21,5.068819317163852,5.214152304588466
22,4.993391829878138,5.149262200584922
23,5.074331423478746,4.993362360945079
24,5.146848729373835,5.187258267711711
25,5.209331031250209,5.179917146043915
26,5.132759470328324,5.178569006359618
27,5.021412250463662,5.126191201696839
28,5.123795709372973,5.047672013900172
29,5.116156585835759,5.039616508713424
30,5.084912781034857,5.111724038485514
31,4.939726449196274,5.029877546190572
32,4.5130286881160515,4.831482419234586
33,4.510848991572132,4.829302722690667
34,4.544330850840772,4.767474402154981
35,4.661980257420478,4.770614098423273
36,4.751633834527906,4.649584580173736
37,4.522474967701403,4.637137876021543
38,4.514828111541494,4.630512510540956
39,4.516574038681002,4.6322584376804645
40,4.526708868959703,4.8908326369114254
41,4.642117422781683,4.898050796918883
42,4.852756438872189,4.89896928202732
43,4.853675768371139,4.853675768371139
44,4.730655345160345,4.862754414789935
45,4.942049894503591,4.901099290890496
46,5.100216309973188,5.029341970386531
47,5.109427877309861,5.109427877309861
48,5.241055463758015,5.1775794000323705
49,5.227376269354647,5.165598909658404
50,5.161732413459811,5.193098072738031
51,5.212721725191387,5.210398843775247
52,5.271703635316351,5.269517842096371
53,5.696991831216638,5.265551236705213
54,5.691784644209972,5.523688078347364
55,5.764146119530081,5.322017027050325
56,5.54303462835077,5.532984292497268
