,Gitega,Ngozi
0,6.354958130390406,6.102116937636919
1,6.296193319508928,6.028834720029062
2,6.295466642500111,5.92122619419895
3,6.219167838606589,5.930182834374392
4,6.196920769565578,5.997301919080965
5,6.215285657680169,6.080085279967258
6,6.2685493066527105,6.005313902082904
7,6.2448465439168865,5.933500328882644
8,6.276004167750348,5.928901748804555
9,6.3471103380017535,5.832381726287005
10,6.3467325664113945,5.826894749932891
11,6.248512111137111,5.993810719415189
12,6.121536739732892,5.913976592287441
13,6.06122374962229,5.749577396731779
14,6.118685997163968,5.835119156857294
15,6.054106785775607,5.908513281514768
16,6.113426558333937,5.906778490054323
17,6.1197329473597675,5.91138181063483
18,6.182765350647962,5.914724628175666
19,6.171191488735813,6.0463516042297485
20,6.158721983744145,6.1562859289462635
21,6.198589299717723,6.143269121689526
22,6.187018391014063,6.239638643431095
23,6.227036512848734,6.275433053710585
24,6.216734233622041,6.26880949077588
25,6.126676587924211,6.233048551417794
26,6.195862938430169,6.291324244122646
27,6.188342708363827,6.190009375416296
28,6.1380872803223605,6.080106540280961
29,6.074327947695857,6.083595854626639
30,6.078764511948255,6.278549747862325
31,6.076078355817974,6.277044715576592
32,6.058842929982743,6.265595796077003
33,6.081335537032618,6.281201403477482
34,6.017923362638963,6.075748554299915
35,6.020229898809272,6.077610732578964
36,6.080425544975555,5.89961513316127
37,5.958457693318694,6.018392984072269
38,6.065958368034437,5.95475143657423
39,6.1135762051051,6.059859588631684
40,6.149972230191106,6.149972230191106
41,6.1396451152880305,6.143099350156119
42,6.136273384348659,6.229229698805654
43,6.228869104423331,6.228869104423331
44,6.22772098117416,6.229294545621591
45,6.143087519847287,6.319924866041962
46,6.141727443695866,6.237235662910681
47,6.2425502216751,6.243342928811339
48,6.153468737943311,6.24830284061415
49,6.156977511799556,6.254981189231674
50,6.253744180498596,5.93648210791234
51,6.164449338272502,5.93868912606712
52,6.258163098513289,5.871986130189663
53,6.2053630750916575,5.872393469021647
54,6.206445744184067,5.801812236955429
55,5.931205053334922,5.865792788148753
56,5.927702424451297,5.719727094610259
57,6.049819425140857,5.643382971643061
58,6.054662047298414,5.5646538286159455
59,6.1574827568231765,5.567933976927659
60,6.169390316609996,5.739145179503344
61,6.069332238350434,5.883119626063513
62,5.954787007852328,5.8892268125399205
63,5.833106697070522,5.676875716929893
64,5.839733967648386,5.767163274813551
65,5.839103867079471,5.768670592030551
66,5.772910311696586,5.917726034587793
67,5.837505158302958,5.908180115972894
68,5.836556287841273,5.968201480598184
69,5.839065699446699,5.9068882957854605
70,5.836556287841273,5.9068882957854605
71,5.831975429995446,6.024504345490049
72,5.954645635304637,6.018907569523006
73,5.961872692839739,5.898069736281122
74,5.966915103113885,5.901934983382253
75,5.958820590011928,5.894725429555528
76,6.060303042145466,6.111845806410822
77,6.051032279378985,6.105520464663054
78,6.037793958316353,6.092602194811349
79,6.0355482813788095,6.090356517873804
80,6.035317687136583,6.090018822849641
81,6.048383876844774,6.15223723321203
82,6.058606461116078,6.081504425209332
83,5.936856106050736,5.994140488272787
84,5.972782970220485,5.993078061798194
85,6.040981947770994,5.98489248111995
86,6.235479620541233,6.188880762315532
87,6.229324184132877,6.229324184132877
88,6.389982580147292,6.224975055420751
89,6.388707875976541,6.222292891482121
90,6.380914471230329,6.296980019745178
91,6.373115776289848,6.372406304816314
92,6.42100389929766,6.363647938984261
93,6.499975802181657,6.357064639876909
94,6.494305120385539,6.389081600412562
95,6.48248210237558,6.340049102102762
96,6.475394628031583,6.333582167648364
97,6.468348321045469,6.278795714167296
98,6.4664468739510985,6.2274859072798545
