,Kisumu,Nairobi
0,6.869532808267993,6.976395953810355
1,7.0948717242901775,6.9644286955730585
2,6.971540755244337,6.969037625026219
3,6.985564269076629,6.872958698013008
4,6.948897785174569,6.891196321007663
5,7.052557650725206,6.850134914610164
6,7.029015660711088,6.849735160492912
7,7.127171735792931,6.8645397490665605
8,7.12976581891581,6.915992455889184
9,7.1224147628539,6.955187404001223
10,6.948605509106668,6.948831064537871
11,7.029962044808549,6.944306600230055
12,6.942049186344503,6.942049186344503
13,7.02330041822715,6.946164689344923
14,7.024368132666589,6.9462269934952445
15,6.930038420484859,6.943163750346061
16,6.935362813960995,6.9450421241959
17,6.97714818876588,6.941933282474813
18,7.015977630384741,6.9386100362728955
19,6.925373799331172,6.934382869273539
20,7.0049326700226935,6.927921658868566
21,6.9139463944523865,6.92254178779225
22,6.907881999214814,6.916948244452567
23,6.901072009491244,6.909702542280784
24,6.977555348687858,6.912848604823
25,6.951801807191196,6.879978348189089
26,6.864325239480843,6.813519155821566
27,6.944582851879534,6.742404429030368
28,6.946053900229619,6.7434696858768275
29,6.933799958360894,6.7309748971348045
30,6.920344796109218,6.937123713238327
31,6.91492613158999,6.723580933077895
32,6.989626425105552,6.862594086080313
33,6.919551459186373,6.918917142641159
34,6.624794310580699,6.734997450714313
35,6.521788702681593,6.764585191897196
36,6.613417721944589,6.839996602265405
37,6.51976849303224,6.847582666910338
38,6.448348150423448,6.7840875178290085
39,6.525969636655208,6.826732031130862
40,6.531391598571084,6.8919829141380236
41,6.533283900695433,6.754143476901811
42,6.53518460689575,6.737814618376857
43,6.535069795951418,6.736894959332139
44,6.533681631450865,6.736492478697291
45,6.529735458374706,6.7518580805548085
46,6.527071100501934,6.731676530817233
47,6.5179429944415945,6.73286872857899
48,6.628342258436647,6.713360752204424
49,6.513527283479417,6.716442261281928
50,6.520622171571741,6.820726764022079
51,6.509924588244713,6.8266658924364245
52,6.50303189297508,6.795454701147532
53,6.607672225917502,6.65984862004232
54,6.490754626020756,6.659054816764169
55,6.357777820301539,6.360634965102319
56,6.364396705887956,6.365110227145485
57,6.365316822954006,6.499832687846701
58,6.367348986724408,6.438290944897186
59,6.21427134449893,6.436750223139949
60,6.205865617187821,6.429675613045191
61,6.42328999752151,6.4219548838385405
62,6.4912217731960355,6.477993233832854
63,6.360072958526515,6.493962453213951
64,6.360973165655985,6.430157040868091
65,6.479338798908584,6.423004324293556
66,6.475432421101839,6.389637060938853
67,6.474084062221822,6.448309439533206
68,6.473614665735585,6.476152738164056
69,6.4769465579129,6.4769465579129
70,6.342045789938428,6.41964703596198
71,6.485114874213098,6.4209079730420875
72,6.47743350993547,6.508657350387003
73,6.47229517285478,6.592006318184378
74,6.462133078500731,6.553918725067488
75,6.456960017389824,6.456960017389824
76,6.668356660830271,6.460717296052026
77,6.724805798822783,6.6746858472233495
78,6.672684426990359,6.863783054289599
79,6.669688502111016,6.8543383486645615
80,6.555150291213322,6.921842013395526
81,6.600419154865418,6.923450998784079
82,6.643727192545296,6.918950045320755
83,6.698282486866792,6.9755659902614235
84,6.750014843419091,6.974806897716756
85,6.740048158465007,6.921444217738019
86,6.740237913980303,6.917661375862936
87,6.73904356075301,6.779293171834601
88,6.739406991651777,6.779838253727508
89,6.7419473163533254,6.844251100331429
90,6.73514210205663,6.841224378842866
