,Busia,Eldoret
0,5.442819559302515,5.791017958218954
1,5.368390731264161,5.8041062257760805
2,5.367908856384362,5.834943353391172
3,5.351975757904964,5.850807575439375
4,5.328980718580166,5.873096704586412
5,5.402413493497336,5.962614146993543
6,5.499568265555266,5.979918436570358
7,5.533521247132916,6.022037267856343
8,5.554348883772717,5.872809972160406
9,5.624919297368462,5.83770019455193
10,5.654594186213162,5.77287877254411
11,5.655251409158446,5.740032636437907
12,5.74055434548759,5.76654805609988
13,5.7112072009785875,5.76249940864602
14,5.7638030947339844,5.748074666761027
15,5.612515317093071,5.761130752819049
16,5.566786906099898,5.732670950171132
17,5.697072309837952,5.7592378765961625
18,5.700987244766897,5.784959108361613
19,5.688592229992797,5.8066511437122
20,5.697319423884363,5.801029264357392
21,5.636170643723225,5.796530524936025
22,5.6194313433579515,5.844172582227764
23,5.629948896936181,5.86522888560173
24,5.714692616025398,5.774423233776715
25,5.80807891460058,5.757408639722073
26,5.76549916484374,5.8534185312318385
27,5.752193689028138,5.845122746289084
28,5.76315459508666,5.858293137077639
29,5.861196332657981,5.887280644250899
30,5.928837110631458,5.928171121944518
31,6.079054370053745,5.91008200237439
32,6.083893311057493,5.933769618058902
33,5.980881500846523,5.9740928864708565
34,6.01459182757544,5.989883711081047
35,5.688290027834117,6.009690004268804
36,5.474777111293995,6.073295728690168
37,5.462532472239282,6.029379691364929
38,5.416722136441101,6.023203484368838
39,5.477651372541887,6.06556446453141
40,5.480279080286579,6.059360599142846
41,5.433135781583236,6.060996296341867
42,5.450898467104721,6.079294115126479
43,5.44403246461266,6.042708817639776
44,5.411591328899088,6.022856007684874
45,5.281738231253175,5.981218563507332
46,5.235077220363793,5.974129419654204
47,5.241253311880692,5.997049812150177
48,5.357897063254608,5.9807838502346105
49,5.3907923781495715,5.959756232188734
50,5.347322780520523,6.06155848236434
51,5.258887923850967,6.080973792620386
52,5.254202785427384,5.993877811595779
53,5.186003984847137,5.946696547966754
54,5.136607962555095,5.982593693069759
55,5.285397988508652,5.963080083016065
56,5.2114667656400835,5.978165869373074
57,5.197853192215453,6.0242361882539806
58,4.985817556396541,5.958729846514008
59,5.09438446268788,5.996751231048378
60,5.025513391645289,5.958059278445527
61,5.041170232632022,5.927021960450024
62,4.888397134079656,5.947411942186758
63,4.916389067603962,5.908133208882538
64,4.9122411662664645,5.8906584068911645
65,4.785862950560118,5.869317746357778
66,4.85034721833305,5.896353268839313
67,4.9101258398461045,5.885798596994018
68,5.09637269505928,5.890149877418732
69,5.065030317949494,5.734641646343284
70,4.9922619316572865,5.755162258973262
71,5.020243995882708,5.85511987255014
72,5.177463538409615,5.836734811944047
73,5.228470645496867,5.854013175700994
74,5.28346871561634,5.910303368174112
75,5.367156127707497,5.925561294842738
76,5.281200919368427,5.8983086283895005
77,5.315883093287069,5.949016025755864
78,5.353189561812566,5.946134393623834
79,5.587374617670365,5.975209480270325
80,5.789448942038557,5.98253617298053
81,5.629726330391688,6.016759956921022
82,5.520799860898352,5.979533842487524
83,5.546362418443445,6.0074873905482375
