,Gulu,Lira
0,5.720502665874353,5.773714355301663
1,5.868849431235698,5.934618135666965
2,6.055929909477627,5.933007506905185
3,6.056255455088939,6.026466018286832
4,6.100530952210517,6.043960600722122
5,6.108601807739858,5.989325119826692
6,6.116657447336414,5.995775555775965
7,6.036551920238567,5.718299781702108
8,5.796833213578132,5.377574783337632
9,5.1793019174722925,5.319578698236347
10,5.247119352054922,5.309136925761163
11,5.242260847617704,5.423792202869158
12,5.414996788196163,5.437557823581809
13,5.41348878419944,5.41348878419944
14,5.294200015198664,5.294200015198664
15,5.148628346066969,5.281513535114885
16,5.002142151776049,5.254786367486957
17,4.999309454184739,5.154315200331731
18,4.9964847581085365,5.120237960751424
19,4.997954958588023,5.1529607047350146
20,5.138928883350879,5.138928883350879
21,5.149262200584922,5.149262200584922
22,5.149232731651864,5.090860725429956
23,5.146848729373835,5.211709363575876
24,5.2702397843372015,5.172426474314758
25,5.2688916446529035,5.068220949190753
26,5.258412836439298,5.075173427355114
27,5.256017344115432,5.058908087167098
28,5.249029867215732,5.001985440495777
29,5.245255431110037,5.0517605737179565
30,4.9365768402933785,5.024113841473822
31,4.918493796224216,5.03912178401283
32,4.922703897779067,4.999311019251264
33,4.949795958948936,4.544330850840772
34,4.951709413493983,4.549307094916364
35,4.935198399561458,4.649584580173736
36,4.517791118388978,4.607183514384922
37,4.760818943546503,4.955410592932272
38,4.761738273045454,4.912709299955332
39,4.7681129076952455,4.86609331605545
40,4.907233372636462,5.0220926021771275
41,5.029341970386531,5.126191796376449
42,5.109427877309861,5.042107713210414
43,5.23877496105929,5.300741684808489
44,5.227376269354647,5.24564161733194
45,5.223509773156054,5.09063649177608
46,5.212721725191387,5.369189903159008
47,5.428968612272969,5.528341086086172
48,5.430916987352611,5.526565062074832
49,5.611264267551952,5.520292489346226
50,5.608661216689686,5.500180573695616
51,5.5476585467638975,5.572593430592314
52,5.338534688477439,5.205586216300784
53,5.280692243520937,5.086228299901257
54,5.108758921557864,4.899548464547578
55,5.339080725810314,5.280730842748038
56,5.414115664844142,5.387498123844186
57,5.4654759309491885,5.4181082421263
58,5.509083490003193,5.481495533484364
59,5.530609645956863,5.482981596967608
60,5.574071687927004,5.528609313850247
61,5.48762048209678,5.531620811359218
62,5.531315649394447,5.6047138143493145
63,5.2247622563436,5.128102852138509
64,5.269821239667285,5.207854515918085
65,5.299117282228629,5.269516812452338
