,Masindi,Tororo
0,6.064285957152308,6.185519821966424
1,6.070042738305509,6.073898430220707
2,6.068293011053473,6.068477088366464
3,6.054682991384673,6.060260250682779
4,6.056735343862079,5.990600297611413
5,6.052104707506678,5.984066945929966
6,6.052130773563463,6.003388257527522
7,6.077143615658899,6.077143615658899
8,6.173519819667611,6.019229611621754
9,6.142057985848633,5.957754267850688
10,6.133074570711704,5.992409450916572
11,6.354372984576003,6.310628435613145
12,6.361349334856827,6.316157340665454
13,6.124503715111705,6.125979730139825
14,6.122483898456167,5.761986482247964
15,6.123622512423043,5.798048228634538
16,6.118333395413176,5.866523058369317
17,6.116939383429103,5.865483781999095
18,6.1101261299601,5.858104237907202
19,6.108122953880963,5.829480305294592
20,6.104634076604516,5.779707830980365
21,6.09294639019578,5.767369358556267
22,6.096754435110813,5.690036036952649
23,6.096423615231827,5.692456634744684
24,6.093598919155624,5.689631938668482
25,5.913047367970069,5.771605357997039
26,5.902456860672624,5.759169293102736
27,5.842409381144868,5.76750807297175
28,5.839799265618317,5.805630370003067
29,5.839995909933781,5.834827939775338
30,5.902478211810154,5.832449607449671
31,5.828507432588327,5.8717161869195635
32,5.8876329296930106,5.9515600169992435
33,5.8852374373691445,6.0114068335525985
34,5.91239643131641,6.030339835370349
35,6.287738756600155,6.150301557746637
36,6.253849702009266,6.208040165977971
37,6.379122069505014,6.251620427969974
38,6.305033192846769,6.241069669764819
39,6.343399460271448,6.25870937878719
40,6.350019156170734,6.350019156170734
41,6.386200734524484,6.407463052176407
