,Nairobi,Machakos
0,6.646389256953784,6.6438798453483585
1,6.639041435259668,6.645974964454524
2,6.687488450843135,6.653087024125803
3,6.664819458193112,6.639896049740655
4,6.633927826383913,6.631078370601248
5,6.635206259414846,6.562791194386278
6,6.640537434794652,6.558673564716479
7,6.642141817272417,6.642141817272417
8,6.668774329881169,6.644353091804366
9,6.661404307088801,6.636621028557028
10,6.654662809002483,6.628910312900068
11,6.650281053856099,6.6244969367003845
12,6.623821061543903,6.623821061543903
13,6.6209496072483445,6.61970505201614
14,6.630053253646403,6.618032368987572
15,6.616980130539704,6.616356883402047
16,6.617135250433609,6.617135250433609
17,6.614026408712523,6.614036043663568
18,6.6109272019424825,6.6109272019424825
19,6.607061460931148,6.606127899326081
20,6.6247541389301885,6.600716001527368
21,6.595038221153797,6.595038221153797
22,6.608596743147879,6.588744974595147
23,6.582504220773498,6.582190495280729
24,6.597418561544886,6.57314099196354
25,6.577088911765866,6.620523118161618
26,6.5698298857950155,6.665761376585466
27,6.564017031985086,6.656900779427753
28,6.564431530349914,6.656551736270831
29,6.5300176440869455,6.645415885178283
30,6.53994365666427,6.634071769966371
31,6.526892946567049,6.91999799368795
32,6.534979303293161,6.91290825359272
33,6.736087842754295,6.918917142641159
34,6.73550882888961,6.9164661289917495
35,6.7449322539958025,6.921298880389344
36,6.7472407022661764,6.840693871323289
37,6.7431674395719465,6.637693422977616
38,6.740124394407893,6.632377649562559
39,6.749620673390103,6.642341637789341
40,6.753015007712652,6.632941201237457
41,6.721602231451038,6.544106889292635
42,6.741763720215278,6.633950856878744
43,6.732315032958749,6.623656490330998
44,6.721296273593566,6.642193578858994
45,6.67596542327674,6.6354442258711
46,6.662211052945607,6.566953392770506
47,6.611632335676067,6.426866061584948
48,6.559014468684269,6.556072424785176
49,6.423072002342488,6.475108766062382
50,6.368775520489862,6.498915566713621
51,6.212608833725317,6.357925744754901
52,6.287445604180244,6.352847807536467
53,6.325240913570056,6.488495407646785
54,6.356079930192133,6.490604189903722
55,6.360072958526515,6.492708534554357
56,6.317042236430258,6.494862660343422
57,6.337217387275688,6.489478302761023
58,6.2671555045009155,6.4760695667111605
59,6.291762505427867,6.534558994643471
60,6.343526241085852,6.570425394098724
61,6.2697933143828655,6.582929713837039
62,6.267272555535977,6.595279604605138
63,6.427517382429762,6.6012381584511175
64,6.452880812929591,6.5957691844564295
65,6.390234301025007,6.589250736391131
66,6.395011114949591,6.616283758327989
67,6.4290748139002885,6.679103068370451
68,6.492465994366607,6.670370760201973
69,6.569547085641163,6.682706090693324
70,6.541147052972701,6.694891113024504
71,6.475104252705267,6.669688502111016
72,6.497597010635765,6.7561260042163465
73,6.312201996789736,6.74937695063103
74,6.08443047547822,6.742582037638564
