,Soroti,Masindi
0,6.372391869941915,6.372391869941915
1,6.370640577278522,6.393507427294286
2,6.5257701407738695,6.449836239932684
3,6.55629087456297,6.442286155887745
4,6.620651652486489,6.438389706434408
5,6.612455971419808,6.612455971419808
6,6.62002426828871,6.62002426828871
7,6.561597107918934,6.365989714413329
8,6.006536024298302,6.4527123174634795
9,6.227102299052104,6.6327158742379675
10,6.066754399627313,6.6342506833302615
11,6.062777709467196,6.62896068518407
12,6.116445190189492,6.627369672143493
13,6.083029640271961,6.620159360657688
14,6.02178675077425,6.618651356660965
15,5.971031784621603,6.58143835029827
16,6.033953602043412,6.570147672170397
17,6.070356963259788,6.574369305791731
18,6.040939431857416,6.574019539333248
19,5.976565227858021,6.569954148308811
20,6.039056534663201,6.202077452308745
21,6.027762768991995,6.193168320476011
22,6.036262135538013,6.293222309231491
23,6.03517053161397,6.293192840298432
24,6.056934684361107,6.290808838020404
25,6.026148339663316,6.327872237746034
26,6.02159335596944,6.323362040091088
27,5.9515600169992435,6.357025125107407
28,5.882789455730505,6.354629632783541
29,5.875485673277005,6.500475312463859
30,5.871391901387022,6.49934027686332
31,5.864783674282612,6.36684280483642
32,5.650923325118823,6.347147431183248
33,5.51894727269941,6.340348788783034
34,5.407377068196114,5.866086690823091
35,5.463761278983219,6.050321702162092
36,5.444781015087852,6.0338106882295675
37,5.433142442021197,6.264743092411093
38,5.427338120575742,6.259917808488924
39,5.529888746837217,6.266593901736292
40,5.554323607888483,6.2689769936693915
41,5.5847254629732115,6.27462060814678
42,5.63319648833073,6.1471133046663935
43,5.6372070103993535,6.096739339777794
44,5.639283204288931,6.049863413063866
45,5.6565719346482695,6.094729404441977
46,5.6821378554229085,6.099299003294265
47,5.68966295244802,6.107682547035447
48,5.645760982008161,6.105453272996156
49,5.634376297180895,6.285230565550589
50,5.630509800982303,6.280563749181227
51,5.617413138870241,6.292598102802026
52,5.694485193435976,6.308006842048808
53,5.691277529953199,6.339744998025177
54,5.766301865397439,6.345481858979227
55,5.833672182178691,6.344497805944682
