,Makueni,Machakos
0,6.626356644137863,6.562791194386278
1,6.492915613849857,6.558673564716479
2,6.641520506286292,6.642141817272417
3,6.644353091804366,6.644353091804366
4,6.6375499649916865,6.636621028557028
5,6.747107341524484,6.628910312900068
6,6.743936973564398,6.6244969367003845
7,6.740776625080254,6.623821061543903
8,6.736519028276414,6.61970505201614
9,6.736132197004858,6.618032368987572
10,6.734970828952519,6.616356883402047
11,6.735470924954569,6.617135250433609
12,6.731809444368906,6.614036043663568
13,6.729262876463442,6.6109272019424825
14,6.7246025457714955,6.606127899326081
15,6.718291072121132,6.600716001527368
16,6.655662842970232,6.595038221153797
17,6.649517012937241,6.588744974595147
18,6.640690267577683,6.582190495280729
19,6.635728177591476,6.57314099196354
20,6.666327634215451,6.620523118161618
21,6.662934119966538,6.665761376585466
22,6.656900779427753,6.656900779427753
23,6.656551736270831,6.656551736270831
24,6.645415885178283,6.645415885178283
25,6.7226776696406025,6.634071769966371
26,6.735312768732915,6.91999799368795
27,6.731601410229312,6.91290825359272
28,6.736595585847204,6.918917142641159
29,6.822605410156545,6.9164661289917495
30,6.791174646086436,6.921298880389344
31,6.7472407022661764,6.840693871323289
32,6.637977151167915,6.637693422977616
33,6.632377649562559,6.632377649562559
34,6.640362838557079,6.642341637789341
35,6.644808522838236,6.632941201237457
36,6.56899436499229,6.544106889292635
37,6.581246793388176,6.633950856878744
38,6.619729416560388,6.623656490330998
39,6.61955943568563,6.642193578858994
40,6.672984121029003,6.672984121029003
41,6.695339231698333,6.695339231698333
42,6.716727515017308,6.7157319947758065
43,6.607672225917502,6.6354442258711
44,6.5494704299901585,6.566953392770506
45,6.426866061584948,6.426866061584948
46,6.49596328587717,6.556072424785176
47,6.499206317641442,6.475108766062382
48,6.532149394468324,6.498915566713621
49,6.499874846258469,6.357925744754901
50,6.4947969090400335,6.352847807536467
51,6.456746709332204,6.488495407646785
52,6.459495904087616,6.490604189903722
53,6.464971722750536,6.494862660343422
54,6.486953048893829,6.489478302761023
55,6.49559429914353,6.4760695667111605
56,6.5041615174591,6.534558994643471
57,6.535210487807658,6.570425394098724
58,6.563966289890722,6.582929713837039
59,6.591918256902433,6.595279604605138
60,6.546032107589777,6.6012381584511175
61,6.5957691844564295,6.5957691844564295
62,6.589250736391131,6.589250736391131
63,6.583101491824548,6.616283758327989
64,6.679103068370451,6.679103068370451
65,6.671376290703991,6.670370760201973
66,6.654523873933005,6.682706090693324
67,6.670686424327686,6.694891113024504
68,6.669688502111016,6.669688502111016
69,6.659167623324681,6.7561260042163465
70,6.7103795942779705,6.74937695063103
71,6.759096174402977,6.742582037638564
72,6.7581008527969875,6.786871164936991
73,6.756107232650463,6.795380463594158
74,6.729562481892944,6.774277960220293
