,Ruhengeri,Ngozi
0,6.8135210551647605,6.797188170491792
1,6.810748082922316,6.84643618772067
2,6.790431092119046,6.846212776052781
3,6.765571627177055,6.833407916560032
4,6.779237455066693,6.836865783677958
5,6.792719043066423,6.836380567541525
6,6.798544539692396,6.782985177566352
7,6.821736316210255,6.702189999306349
8,6.7911934211890586,6.692368099492527
9,6.805207369387469,6.685568171931773
10,6.792370396876302,6.619871606758764
11,6.861092994156332,6.679827536675793
12,6.813201935145533,6.684206412398392
13,6.802872318444153,6.682710315384156
14,6.78904322653777,6.734557135541145
15,6.768226647180095,6.7082937073360505
16,6.762050781454818,6.6789081743070815
17,6.736856110620549,6.682205652188828
18,6.792533393429326,6.738949183236975
19,6.8110443112941885,6.723537991406674
20,6.810413684426482,6.710702043271596
21,6.809377056711561,6.760664027159924
22,6.810479038787743,6.806036926717879
23,6.811583308225624,6.797299950721675
24,6.805929147388593,6.763044091291506
25,6.800242835141403,6.84046930029012
26,6.848428079655556,6.881489888923772
27,6.847954797375551,6.898158235476392
28,6.845384689993779,6.822056771731066
29,6.841007786991967,6.824953573129102
30,6.843339265348304,6.820402653013379
31,6.846374027923991,6.819595756887571
32,6.852737401657419,6.827985957630916
33,6.853417162565521,6.715064557494847
34,6.854164942208932,6.824576372000877
35,6.858107532387714,6.7731000240376895
36,6.8576869493303585,6.769032858936583
37,6.853863218306122,6.764496397229259
38,6.848732973604506,6.752768872199904
39,6.836158484034943,6.7904640276171575
40,6.828856108109329,6.784953236328513
41,6.820229900963154,6.776310739594655
42,6.8233815623447205,6.824876602470307
43,6.833153202340072,6.825085429349514
44,6.847343831622957,6.832341119888101
45,6.852580761929317,6.7834666575443014
46,6.851658411926584,6.789052189203087
47,6.805668132517342,6.794679448644459
48,6.805091157745374,6.798188222500705
49,6.804516756600616,6.8007898109193645
50,6.8359432593471405,6.803916369368824
51,6.829728545544641,6.805668604775688
52,6.817473276852353,6.802573313056469
53,6.807652905583659,6.799027696770069
54,6.710613852196878,6.795512756341946
55,6.703079531454919,6.738147321560794
56,6.730464012647935,6.74199526031117
57,6.7737533357147415,6.690879228820682
58,6.815897885274675,6.695745420288031
59,6.820153170268654,6.758535809247158
60,6.814656500500298,6.7639346701980045
61,6.809158933198022,6.708430085249448
62,6.806864602037824,6.655333355220599
63,6.796921553933091,6.6650053011353725
64,6.827230029427219,6.6027541132215966
65,6.813598416771321,6.611459209890555
66,6.810071778101436,6.601327296532839
67,6.807959666693398,6.723268116769353
68,6.812208833519188,6.663548882067731
69,6.817439060212475,6.664098181724499
70,6.8355631349145005,6.658418422669185
71,6.830828488019258,6.708937864442698
72,6.809306459696213,6.714995018022411
73,6.787285990253007,6.72055704379279
74,6.776335923355868,6.713244325392688
75,6.763516390622766,6.6959395101124795
76,6.8760581790826185,6.686550347102294
77,6.870501498290906,6.674019411427988
78,6.862767211617765,6.6717737344904435
79,6.852355510523528,6.6114345607170115
80,6.851404835019904,6.622240862457765
81,6.851349769330533,6.571243132766146
82,6.849216775737552,6.62886885654007
83,6.782376834188294,6.593369313372226
84,6.633588287510623,6.589862103800083
85,6.593910587099939,6.608412414978601
86,6.579529471221743,6.634789292241042
87,6.5716571634839,6.657749342898131
88,6.563257642718898,6.657220032320602
89,6.544967024644683,6.648804509550161
90,6.52531244516117,6.640378009732886
91,6.520605123980702,6.632664717216682
92,6.5365525369873305,6.624993870421932
93,6.528800562976612,6.619323188625813
94,6.520988026077239,6.608228931323102
95,6.50794577195153,6.601761996868704
96,6.5031243093684505,6.707511931543863
97,6.50014577425938,6.742250094624773
