,Bujumbura,Kamembe
0,6.436018226750321,6.002764318330901
1,6.402640360883782,5.950063258882491
2,6.3833170161163695,5.913286848401468
3,6.401238716504002,6.008843422925059
4,6.392607679864729,6.083340281377958
5,6.364492385832153,6.110012869741412
6,6.445190089887184,6.043120302970567
7,6.368698180250854,5.915727360489298
8,6.401886615130556,5.980944674098517
9,6.359505559938616,5.934649562188009
10,6.348017285349268,5.953098566656013
11,6.333729537411165,5.920779329252172
12,6.401476898379788,5.938681223365733
13,6.35803667319391,6.051144921572411
14,6.315421780838095,5.990472439409617
15,6.315125981471372,6.048502540783727
16,6.344935101405027,6.060320959369367
17,6.321867974543461,6.082332963151574
18,6.330552384438835,6.087586893029941
19,6.33491731345092,6.087828339367025
20,6.251811614470395,5.966518510249041
21,6.253744180498596,5.961743790811702
22,6.162705658667675,5.947367927319533
23,6.235654109619366,5.884663982208585
24,6.0781370986349925,5.928085837307651
25,6.156989801028658,5.918735722337301
26,6.103285116076679,5.9655757297892515
27,6.14997223171691,5.945807822725435
28,6.104601771333063,5.987410426491579
29,5.998759269717267,5.791782436978431
30,6.001569962002519,5.643575735241475
31,6.008515448312788,5.66841395188991
32,6.013429460769287,5.667230462478968
33,6.013221048288945,5.669014842810803
34,6.025353893664446,5.599089511762149
35,6.015785911428745,5.630890281262055
36,5.961076267891132,5.637645962553383
37,6.062622841698749,5.6382727933029635
38,6.034035061099077,5.776417385708099
39,6.025971552662597,5.743441589368264
40,6.030120936209408,5.773881088446245
41,6.0311555974501845,5.720749849060107
42,6.022429655949189,5.7491633042758945
43,5.97869050955864,5.697430083265733
44,5.961872692839739,5.683133371449232
45,5.958045865373105,5.677690066450933
46,5.946550497420114,5.636156576181714
47,6.114685372918901,5.651380229421331
48,6.105520464663054,5.639541451558705
49,6.143657365611633,5.665345961715921
50,6.237133137248348,5.721440569652407
51,6.121408098846977,5.697584887052424
52,5.9905164945242255,5.616632357291462
53,6.057037342675233,5.678284502467673
