,Masindi,Gulu
0,6.57193873301775,6.231664210446798
1,6.7597819649749775,6.636497933128246
2,6.780810600762836,6.697273620986578
3,6.794305764650775,6.7202750991338664
4,6.882671939423787,6.80594940195349
5,6.875027678466785,6.849349330140923
6,6.882480322191302,6.856444448949938
7,6.892433478336285,6.811288674668854
8,6.895987797507099,6.7891845540846925
9,6.869776385633712,6.829139819380088
10,6.843314536597355,6.788232086813484
11,6.813956437599327,6.783833678144218
12,6.809592370749438,6.781011834288804
13,6.80253046041779,6.6846235627435355
14,6.7968025171811925,6.685342731159636
15,6.74085635860623,6.6796569722221655
16,6.7292307088611825,6.757549329050427
17,6.733214621992752,6.76041295125006
18,6.734878691666694,6.606949343958833
19,6.729146632633346,6.199259239942363
20,6.539895886126755,6.202526386098552
21,6.532359181336218,6.413767803545446
22,6.6040338363770426,6.460655253531695
23,6.603402501641885,6.460625784598636
24,6.60222186894349,6.456851928031553
25,6.688957332162318,6.45168807858446
26,6.743758663329377,6.590647484635223
27,6.816074479349679,6.733532677304411
28,6.838489419940326,6.731137184980545
29,6.83232249954551,6.722959450631854
30,6.830324752527179,6.7222195924777495
31,6.811044716095681,6.7011563789895945
32,6.765332120597391,6.459625414609938
33,6.7059345306596025,6.486531298961116
34,6.490240999896085,6.490902156944962
35,6.492592570548907,6.562373567651328
36,6.476530358526835,6.545877777083623
37,6.498630683264274,6.529873262589601
38,6.525950409243852,6.4439344973136325
39,6.532734130413318,6.349909934754797
40,6.534734713288011,6.35216218397423
41,6.695172209288324,6.135021518959832
42,6.705670331253574,6.145259736017071
43,6.485166027835435,6.287794576540503
44,6.49140457764584,6.249048775909825
45,6.650159334444721,6.313375585282755
46,6.57160134506392,6.373813365371398
47,6.658761865674257,6.421413925696376
48,6.716115546690544,6.456353417441004
49,6.7055186025503914,6.444624617700839
50,6.728099071658377,6.475614197011224
51,6.770255581599211,6.518102930301916
52,6.766519449926777,6.681731580768336
53,6.776911986872595,6.418230746643598
54,6.784649790622513,6.5275549994261075
55,6.789948738184538,6.492660443927318
56,6.782374576513997,6.523096404100963
57,6.698987818413443,6.609212033772314
58,6.69514251502043,6.608178758212241
59,6.698618671297639,6.608290855962463
60,6.697666798152629,6.6084772868675135
61,6.6941109837239425,6.604678125599532
62,6.69040205049575,6.4310650862159155
63,6.686167394112799,6.426054262706004
64,6.686257294259389,6.464681550948579
65,6.6853024405543255,6.538093822622349
66,6.690208244650055,6.690208244650055
67,6.685214353074378,6.685214353074378
68,6.686768439199186,6.686768439199186
69,6.685716070563467,6.626717729801511
70,6.68645276785693,6.533861745221318
