,Masindi,Tororo
0,6.465225239159982,6.191026517045488
1,6.455271570344619,6.270550272921105
2,6.458589092132568,6.344213214797799
3,6.494510253296489,6.33963097598709
4,6.679165800083002,6.3912827831916825
5,6.682867262137889,6.3362568312128476
6,6.692598276373965,6.079721765282146
7,6.689336626453335,6.134167266475048
8,6.497768002966438,6.290847287159116
9,6.482272895773473,6.290276681284751
10,6.506644149537146,6.294792179027007
11,6.523013723867226,6.436160547191164
12,6.523105074728996,6.518242265563295
13,6.592809197100206,6.514882438844119
14,6.588568383098891,6.547504969030527
15,6.501129119006803,6.541587156469973
16,6.47904873424721,6.441994004612874
17,6.279218116108922,6.374409866289913
18,6.260940526838434,6.245436340302469
19,6.420259995524769,6.238087458923326
20,6.429318290751434,6.297315023835952
21,6.422438596006496,6.380702644998204
22,6.502437728059688,6.423005711453711
23,6.576508348170308,6.463255465422941
24,6.569405482771316,6.456406483124705
25,6.5664279873774465,6.455593811015265
26,6.59449947292605,6.558496210449027
27,6.590755438475138,6.555653119439313
28,6.586698709388025,6.586390305376328
29,6.5783167218983065,6.645468105605275
30,6.5860404154731125,6.477932645340147
31,6.591907192610265,6.223600867954746
32,6.4118164431456215,6.124503715111705
33,6.41053682201548,6.126432570911583
34,6.527440987522891,6.22804477957373
35,6.525614734516767,6.270286038406951
36,6.592977142183737,6.316891171599328
37,6.586298810232551,6.356367204467341
38,6.5810939443545005,6.396547692538435
39,6.259280911242251,6.392812303866773
40,6.247240634735078,6.294347746024714
41,6.099256312823137,5.978282284313611
42,6.096423615231827,5.9514758358243025
43,6.0930990441139725,6.036528692625579
44,6.201628316886867,6.097564753573258
45,6.193168320476011,6.139101099205735
46,6.534267070874941,6.199470848312016
47,6.091974649613189,5.9749443426336715
48,6.240293047883502,5.970300452388205
49,6.285141029044338,6.025080533902487
50,6.323362040091088,5.960901815425774
51,6.314864314283129,5.9515600169992435
52,6.312468821959264,5.9491645246753775
53,6.3868037865875475,5.939870241677762
54,5.938402611669982,5.938402611669982
55,5.629724020853323,5.636013349760887
56,5.898120403270181,5.696111735973429
57,5.892324066256074,5.683569252393964
58,5.866086690823091,5.601992535895786
59,5.869226387091382,5.800758587813922
60,5.857681101683534,5.788688230196583
61,5.901735302163914,5.9064301464681215
62,5.896394331465438,5.896394331465438
63,5.902868399800893,5.902868399800893
64,5.905969203422213,5.701762853127754
65,6.029452908409985,5.6229466757934095
66,6.039693056045557,5.634743279049029
67,6.042672118507518,5.6372070103993535
68,6.049863413063866,5.642355403325902
69,6.0437438497091085,5.863266744713802
70,6.290943887549103,5.871785452308936
71,6.2984456606870545,5.870525719778315
72,6.379122069505014,6.050212405285479
73,6.285230565550589,6.039841405289059
74,6.280563749181227,6.1388784210552405
75,6.4334900468383385,6.133180094494065
76,6.4627106498286615,6.266086904446707
77,6.55582244461739,6.378677568257577
78,6.559342516862992,6.261581745912932
79,6.559849888415118,6.262089117465058
80,6.445902339892784,6.242826351629383
