,Ngozi,Kigali
0,6.274015287068532,6.061243699318592
1,6.369134044251951,6.043174239652624
2,6.276161683759354,6.058110932608352
3,6.364820103532932,6.053366294244605
4,6.367989462999362,5.998734630366377
5,6.363567750828419,5.981490674658081
6,6.358082072153762,6.034597241576024
7,6.261654122552297,6.034166389744794
8,6.245282409995431,6.02454403925959
9,6.2384095299604425,5.992748444636009
10,6.230014936380357,6.008842541881721
11,6.228869104423331,6.001054548740154
12,6.313681937899138,6.008996363851821
13,6.233045042035486,6.023010932408279
14,6.141727443695866,6.040777869158783
15,6.146922782984865,6.039446517702006
16,6.0467499218923075,6.087828339367025
17,6.052198560566379,6.063056437291688
18,6.013160074860922,6.056438143849156
19,6.000084065035526,6.026183318279003
20,5.9354275585128615,5.5909322845309815
21,5.804897977400199,5.56188544772143
22,5.801812236955429,5.527471364087863
23,5.798297296527306,5.481561363473918
24,5.547036430877266,5.533698171898602
25,5.461644335296973,5.542255412020562
26,5.56306778546031,5.299068563155487
27,5.471353148921878,5.4004775693977205
28,5.572823964055831,5.410059494532649
29,5.5777379765123305,5.401591898315803
30,5.486095427777976,5.294859172355196
31,5.6607107800765375,5.297555326502216
32,5.767163274813551,5.293802470598628
33,5.768670592030551,5.011338800119288
34,5.917726034587793,5.016584576725163
35,6.19468502525166,5.019270622315193
36,6.18781457811301,5.358025545490209
37,5.7636072881951055,5.378568351802099
38,5.800746835144563,5.4321067001287755
39,6.053106908196236,5.447376625642572
40,6.130679026381403,5.404819464612802
41,6.133839127518489,5.5279841892923836
42,5.718906462967478,5.528546908354297
43,5.88163779480016,5.39301627935272
44,5.473115000427939,5.392037115288017
45,5.35788509881904,5.491974740817798
46,5.3466568286844325,5.4842071371710155
47,5.344411151746888,5.545228445913004
48,5.545029386719342,5.484686965020713
49,5.3552366962848295,5.465558602968684
50,5.471423843348001,5.4659518672576795
51,5.652946199520379,5.462922414617662
52,5.797853100168331,5.577731186615705
53,5.98489248111995,5.7740598272866634
54,6.0364631851751085,5.704422129605038
55,6.027916161448381,5.600975532047153
56,6.023196326604239,5.655936394577584
57,6.221461981588034,5.652093666591089
58,6.296980019745178,5.628961640182937
59,6.290350690181669,5.675344356218087
60,6.283723763877686,5.9109087142332
61,6.277910584176898,5.951268432827086
62,6.34282247703065,5.940914398557166
63,6.259648676664725,5.872141104413873
64,6.166593108832996,5.815964772281768
65,6.203994501084597,5.583922367286838
66,5.662329938968816,5.514490722865772
