,Gulu,Lira
0,6.231664210446798,6.606746473179412
1,6.636497933128246,6.634427232787701
2,6.697273620986578,6.753383267032442
3,6.7202750991338664,6.779370668664623
4,6.80594940195349,6.859938415739269
5,6.849349330140923,6.968891150327122
6,6.856444448949938,6.9091968761185525
7,6.811288674668854,6.865173763163834
8,6.7891845540846925,6.921829028690987
9,6.829139819380088,6.8704788795157805
10,6.788232086813484,6.870577099759349
11,6.783833678144218,6.865286823287116
12,6.781011834288804,6.809592370749438
13,6.6846235627435355,6.80253046041779
14,6.685342731159636,6.800774717041625
15,6.6796569722221655,6.797284856062186
16,6.757549329050427,6.78584228290417
17,6.76041295125006,6.671429464873556
18,6.606949343958833,6.67253710449417
19,6.199259239942363,6.683936605849349
20,6.202526386098552,6.732732116820645
21,6.413767803545446,6.806045907371657
22,6.460655253531695,6.729409316097957
23,6.460625784598636,6.728317712173915
24,6.456851928031553,6.72380604951877
25,6.45168807858446,6.718761759868983
26,6.590647484635223,6.716345244014687
27,6.733532677304411,6.789641222281523
28,6.731137184980545,6.8136789870258125
29,6.722959450631854,6.805475249509322
30,6.7222195924777495,6.80437423335443
31,6.7011563789895945,6.785056492055889
32,6.459625414609938,6.710787310858822
33,6.486531298961116,6.710208041436984
34,6.490902156944962,6.630692835365181
35,6.562373567651328,6.627026971895464
36,6.545877777083623,6.61767894313943
37,6.529873262589601,6.6880513340868415
38,6.4439344973136325,6.707851002024013
39,6.349909934754797,6.714846285049665
40,6.35216218397423,6.71768342595075
41,6.135021518959832,6.722600088969929
42,6.145259736017071,6.6462036722139635
43,6.287794576540503,6.649929627187033
44,6.249048775909825,6.741989664489704
45,6.313375585282755,6.7343236347638085
46,6.373813365371398,6.736654824225794
47,6.421413925696376,6.626156391639695
48,6.456353417441004,6.561443626298969
49,6.444624617700839,6.55066702905505
50,6.475614197011224,6.546800532856457
51,6.518102930301916,6.6047997924281265
52,6.681731580768336,6.685986906338474
53,6.418230746643598,6.710404103204066
54,6.5275549994261075,6.709876556220062
55,6.492660443927318,6.709348194898656
56,6.523096404100963,6.7040999316654295
57,6.609212033772314,6.546580818191011
58,6.608178758212241,6.542038955707696
59,6.608290855962463,6.508357248304117
60,6.6084772868675135,6.541432784238517
61,6.604678125599532,6.470576119550112
62,6.4310650862159155,6.466997095441979
63,6.426054262706004,6.462761753948969
64,6.464681550948579,6.463375215034524
65,6.538093822622349,6.497322270736219
66,6.690208244650055,6.6022514199205276
67,6.685214353074378,6.624948674662949
68,6.686768439199186,6.627770098437231
69,6.626717729801511,6.626717729801511
70,6.533861745221318,6.533861745221318
