,Ngozi,Kigali
0,6.86381684883164,6.846945219870934
1,6.797188170491792,6.842570399600188
2,6.84643618772067,6.8437122584612915
3,6.84621277605278,6.8007769508038365
4,6.833407916560032,6.820810357484784
5,6.836865783677958,6.82736972891808
6,6.836380567541525,6.814019102862512
7,6.782985177566352,6.826507321767071
8,6.702189999306349,6.84191811374304
9,6.692368099492527,6.8202575541329695
10,6.685568171931773,6.833728877493803
11,6.619871606758764,6.800279744726102
12,6.679827536675793,6.793554642890417
13,6.684206412398392,6.7719535922922365
14,6.682710315384156,6.758000564266977
15,6.734557135541145,6.7212658919704715
16,6.7082937073360505,6.703479117785936
17,6.6789081743070815,6.785334422519099
18,6.682205652188828,6.755766141787966
19,6.738949183236975,6.717248302801321
20,6.723537991406674,6.664910991817286
21,6.710702043271596,6.707201397306945
22,6.760664027159924,6.697095349804479
23,6.806036926717878,6.733867281623032
24,6.797299950721676,6.700814450558537
25,6.763044091291506,6.689723586846337
26,6.84046930029012,6.6743567134837765
27,6.881489888923772,6.665923941155782
28,6.898158235476392,6.672779681960333
29,6.822056771731066,6.655045597540877
30,6.824953573129102,6.71684369048589
31,6.820402653013379,6.708700849526039
32,6.819595756887571,6.729047404872518
33,6.827985957630916,6.740156270879217
34,6.715064557494847,6.736950255393017
35,6.824576372000877,6.762441001500652
36,6.7731000240376895,6.738670896924738
37,6.769032858936583,6.740386751634418
38,6.764496397229259,6.73126419226331
39,6.752768872199904,6.726288454889494
40,6.7904640276171575,6.717691219819535
41,6.784953236328513,6.710844944243903
42,6.776310739594655,6.700960386272553
43,6.824876602470307,6.708831039316058
44,6.825085429349514,6.711642296569674
45,6.832341119888101,6.729792304244028
46,6.7834666575443014,6.733138989151593
47,6.789052189203086,6.746142628820267
48,6.794679448644459,6.793398039925528
49,6.798188222500704,6.733451860868217
50,6.8007898109193645,6.753683690801384
51,6.803916369368824,6.717750303619431
52,6.805668604775688,6.735917475924561
53,6.802573313056469,6.703561440821989
54,6.799027696770069,6.689987454735453
55,6.795512756341946,6.665763286031526
56,6.738147321560794,6.6779209718187635
57,6.74199526031117,6.684282006142507
58,6.690879228820682,6.678394254959284
59,6.695745420288031,6.693929633217189
60,6.758535809247158,6.6977144406677915
61,6.7639346701980045,6.69238226240041
62,6.708430085249448,6.686515476616472
63,6.655333355220599,6.683849687622107
64,6.6650053011353725,6.679018664498173
65,6.6027541132215966,6.687468087052061
66,6.611459209890555,6.692713863657936
67,6.601327296532839,6.692168888666519
68,6.723268116769353,6.6905378374704165
69,6.663548882067731,6.69153143983644
70,6.664098181724499,6.699595868752542
71,6.658418422669185,6.695801192539341
72,6.708937864442698,6.693082555814008
73,6.714995018022411,6.693099850728996
74,6.72055704379279,6.692571462208575
75,6.713244325392688,6.680529095912827
76,6.6959395101124795,6.667509450724559
77,6.686550347102294,6.654462786874487
78,6.674019411427988,6.646914586295526
79,6.6717737344904435,6.6416234387724655
80,6.6114345607170115,6.629659486627841
81,6.622240862457765,6.630052596320832
82,6.571243132766146,6.628206218016323
83,6.62886885654007,6.62539853644093
84,6.593369313372226,6.638285027847643
85,6.589862103800083,6.663570276675353
86,6.608412414978601,6.654302151366751
87,6.634789292241042,6.640288078433971
88,6.657749342898131,6.632482985797308
89,6.657220032320602,6.623647077140293
90,6.648804509550161,6.602632666494492
91,6.640378009732887,6.577633782360149
92,6.632664717216682,6.5815348357162815
93,6.624993870421932,6.5973111441995576
94,6.619323188625813,6.576537734978924
95,6.608228931323102,6.581270989480428
96,6.601761996868704,6.569050750613709
97,6.707511931543863,6.564022491575047
98,6.742250094624773,6.560668443687492
