,Eldoret,Tororo
0,6.538658906772202,6.191026517045488
1,6.529172917320767,6.270550272921105
2,6.51955563150128,6.344213214797799
3,6.53488598090611,6.33963097598709
4,6.53182892653774,6.3912827831916825
5,6.519937367131795,6.3362568312128476
6,6.5050349898044715,6.079721765282146
7,6.444225717881967,6.134167266475048
8,6.461392527092208,6.290847287159116
9,6.430019468513708,6.290276681284751
10,6.395938641759339,6.294792179027007
11,6.331220952106643,6.436160547191164
12,6.242796321812628,6.518242265563295
13,6.146136100946372,6.514882438844119
14,6.144022779466788,6.547504969030527
15,6.289086210679383,6.541587156469973
16,6.285960371729812,6.441994004612874
17,6.346366940428526,6.374409866289913
18,6.3718946698395875,6.245436340302469
19,6.424307650057613,6.238087458923326
20,6.446280553346781,6.297315023835952
21,6.583172424046684,6.380702644998204
22,6.534502241436029,6.423005711453711
23,6.545929377058253,6.463255465422941
24,6.599941747504524,6.456406483124705
25,6.571169687543891,6.455593811015265
26,6.6261299782917,6.558496210449027
27,6.632098548748255,6.555653119439313
28,6.676841000277581,6.586390305376328
29,6.681428444588674,6.645468105605275
30,6.630670895280196,6.477932645340147
31,6.46740213682927,6.223600867954746
32,6.455382450293878,6.124503715111705
33,6.447926613611896,6.126432570911583
34,6.520406858837512,6.22804477957373
35,6.514167901717069,6.270286038406951
36,6.569427747474398,6.316891171599328
37,6.577767760361235,6.356367204467341
38,6.605398215641461,6.396547692538435
39,6.53518460689575,6.392812303866773
40,6.596665618023489,6.294347746024714
41,6.532406934018864,5.978282284313611
42,6.601106452266625,5.9514758358243025
43,6.643719706087706,6.036528692625579
44,6.66402319759621,6.097564753573258
45,6.629479268223722,6.139101099205735
46,6.730823608269944,6.199470848312016
47,6.599317818520078,5.9749443426336715
48,6.558296429881377,5.970300452388205
49,6.504285811634673,6.025080533902487
50,6.444833311921062,5.960901815425774
51,6.440809366563453,5.9515600169992435
52,6.388776086909848,5.9491645246753775
53,6.40041506732291,5.939870241677762
54,6.415687052987334,5.938402611669982
55,6.328011557342653,5.636013349760887
56,6.2880350568149845,5.696111735973429
57,6.290988416543908,5.683569252393964
58,6.238801584480866,5.601992535895786
59,6.20509314072808,5.800758587813922
60,6.120670771124589,5.788688230196583
61,6.122851793725292,5.9064301464681215
62,6.125927634220183,5.896394331465438
63,6.1380033289192415,5.902868399800893
64,6.138903536048712,5.701762853127754
65,6.09405092008637,5.6229466757934095
66,6.08326285547492,5.634743279049029
67,6.115225711302146,5.6372070103993535
68,6.152775626974193,5.642355403325902
69,6.173549572973473,5.863266744713802
70,6.235724197801051,5.871785452308936
71,6.197432801761317,5.870525719778315
72,6.20701450490747,6.050212405285479
73,6.1679321464789885,6.039841405289059
74,6.220403388132812,6.1388784210552405
75,6.2477810064259875,6.133180094494065
76,6.299511181271283,6.266086904446707
77,6.31744045261313,6.378677568257577
78,6.34218235735565,6.261581745912932
79,6.424066418786598,6.262089117465058
80,6.412952498656401,6.242826351629383
