,Ngozi,Bujumbura
0,6.028834720029062,6.4099424650643755
1,5.92122619419895,6.435996596255957
2,5.930182834374392,6.348172399006937
3,5.997301919080965,6.382063202701174
4,6.080085279967258,6.384470066621803
5,6.005313902082904,6.383578783891911
6,5.933500328882644,6.392427514520984
7,5.928901748804555,6.391122613207465
8,5.832381726287005,6.3799540125709004
9,5.826894749932891,6.381324011181014
10,5.993810719415189,6.294328440669742
11,5.913976592287441,6.291162180916988
12,5.749577396731779,6.293289131414813
13,5.835119156857294,6.261580633978465
14,5.908513281514768,6.286532413014185
15,5.906778490054323,6.234242066633157
16,5.91138181063483,6.236944848155689
17,5.914724628175666,6.2433045935956155
18,6.0463516042297485,6.226839979942042
19,6.1562859289462635,6.266997953362095
20,6.143269121689526,6.303719798123241
21,6.239638643431095,6.382681564745592
22,6.275433053710585,6.2799813352747575
23,6.26880949077588,6.36171654536242
24,6.233048551417794,6.328433922018801
25,6.291324244122646,6.378461541908261
26,6.190009375416296,6.451861115047146
27,6.080106540280961,6.363847492527741
28,6.083595854626639,6.436018226750321
29,6.278549747862325,6.402640360883782
30,6.277044715576592,6.3833170161163695
31,6.265595796077003,6.401238716504002
32,6.281201403477482,6.392607679864729
33,6.075748554299915,6.364492385832153
34,6.077610732578964,6.445190089887184
35,5.89961513316127,6.368698180250854
36,6.018392984072269,6.401886615130556
37,5.95475143657423,6.359505559938616
38,6.059859588631684,6.348017285349268
39,6.149972230191106,6.333729537411165
40,6.143099350156119,6.401476898379788
41,6.229229698805654,6.35803667319391
42,6.228869104423331,6.315421780838095
43,6.229294545621591,6.315125981471372
44,6.319924866041962,6.344935101405027
45,6.237235662910681,6.321867974543461
46,6.243342928811339,6.330552384438835
47,6.24830284061415,6.33491731345092
48,6.254981189231674,6.251811614470395
49,5.93648210791234,6.253744180498596
50,5.93868912606712,6.162705658667675
51,5.871986130189663,6.235654109619366
52,5.872393469021647,6.0781370986349925
53,5.801812236955429,6.156989801028658
54,5.865792788148753,6.103285116076679
55,5.719727094610259,6.14997223171691
56,5.643382971643061,6.104601771333063
57,5.5646538286159455,5.998759269717267
58,5.567933976927659,6.001569962002519
59,5.739145179503344,6.008515448312788
60,5.883119626063513,6.013429460769287
61,5.8892268125399205,6.013221048288945
62,5.676875716929893,6.025353893664446
63,5.767163274813551,6.015785911428745
64,5.768670592030551,5.961076267891132
65,5.917726034587793,6.062622841698749
66,5.908180115972894,6.034035061099077
67,5.968201480598184,6.025971552662597
68,5.9068882957854605,6.030120936209408
69,5.9068882957854605,6.0311555974501845
70,6.024504345490049,6.022429655949189
71,6.018907569523006,5.97869050955864
72,5.898069736281122,5.961872692839739
73,5.901934983382253,5.958045865373105
74,5.894725429555528,5.946550497420114
75,6.111845806410822,6.114685372918901
76,6.105520464663054,6.105520464663054
77,6.092602194811349,6.143657365611633
78,6.090356517873804,6.237133137248348
79,6.090018822849641,6.121408098846977
80,6.15223723321203,5.9905164945242255
81,6.081504425209332,6.057037342675233
82,5.98489248111995,6.286104405803979
83,6.188880762315532,6.236307092661265
84,6.229324184132877,6.230981185340506
85,6.224975055420751,6.309352845747182
86,6.222292891482121,6.308958139916151
87,6.296980019745178,6.3802080070540015
88,6.372406304816314,6.410015193937758
89,6.363647938984261,6.472700067524004
90,6.357064639876909,6.432391133708617
91,6.389081600412562,6.42275481551915
92,6.340049102102762,6.4118040116330866
93,6.333582167648364,6.407996653214448
94,6.278795714167296,6.3995772528199355
95,6.2274859072798545,6.3989622314685
