,Busia,Eldoret
0,5.764507999739491,6.57967627648322
1,5.815850960408928,6.606251612436677
2,5.8160903260941135,6.627769216141513
3,5.806448445119823,6.639896049740655
4,5.827639603586277,6.604735697345827
5,5.839762280010722,6.588176659080447
6,5.852416110960883,6.598493025723695
7,5.891519818002157,6.629327139644766
8,5.8954400662502255,6.640637917252501
9,5.895209627108374,6.611207896231595
10,5.890366685699979,6.602477055831913
11,5.976584584563974,6.587438064189276
12,6.07626059202922,6.567683874723921
13,6.249023760571426,6.540699581236758
14,6.131375313739207,6.552923820509729
15,5.972457956776333,6.4846051673461975
16,5.994738168728259,6.538904747154852
17,6.10306056731719,6.556758243459415
18,6.127008061224102,6.478106288921558
19,6.155051850803804,6.4731300771899845
20,6.174484605077709,6.522906191055747
21,6.326028347632771,6.4896777054959705
22,6.329039800971969,6.589371344800405
23,6.38362410428713,6.582190495280729
24,6.375653110089442,6.639273233002824
25,6.4748905468227225,6.620322433055505
26,6.400107322621503,6.547837167779981
27,6.373163772720497,6.646108286145729
28,6.428312865744372,6.605966239482725
29,6.48612773134108,6.645415885178283
30,6.538927094258442,6.610420574923716
31,6.637498511692277,6.6266789277301195
32,6.56646380708577,6.608447741182437
33,6.499702212524387,6.736087842754295
34,6.5204710274061055,6.694282014881355
35,6.45342128594408,6.7928738818393954
36,6.147875887665223,6.819561363845803
37,6.134422813773812,6.792978532875486
38,6.132119925935866,6.739613538713513
39,6.190270656514652,6.843500006673973
40,6.1470593850057815,6.7542819532767755
41,6.102659816379745,6.75718761928304
42,6.017577582422973,6.807360014223469
43,6.117761559315504,6.794399453812331
44,6.161731236942874,6.756570373233819
45,6.141852672078576,6.808931369900132
46,6.099578010211682,6.821585645708063
47,6.064110037108751,6.837558570700701
48,6.0960416097452885,6.82870263582028
49,6.127510807003157,6.829327422039969
50,6.113822589139058,6.846322311211043
51,6.097590690002236,6.756627815732815
52,6.058697144701472,6.776816079065852
53,6.0552807519531155,6.700979728518431
54,6.014879331904102,6.725026946562089
55,6.024254976030447,6.69662633569622
56,5.993815904569477,6.711927769087209
57,5.922066192350289,6.713399299799052
58,5.812308424277783,6.753178141793563
59,5.79556381494509,6.7213571194261155
60,5.766355446013251,6.694393791689062
61,5.521681839476173,6.694910425407786
62,5.584806960274418,6.7015664708547265
63,5.547526173379695,6.66750099676304
64,5.60538834682641,6.649763555242907
65,5.545121156232126,6.607473947792195
66,5.576720046521316,6.612580561987755
67,5.659015003414285,6.650086877579204
68,5.671736839962841,6.5821482927748045
69,5.68742664239159,6.511731775587845
70,5.682463601987474,6.472810987575024
71,5.672569181922398,6.4608267676858295
72,5.689264296333812,6.539428604387573
73,5.7503461054494425,6.458867749115261
74,5.7572943533366505,6.579972667671775
75,5.731631891282464,6.573986697979392
76,5.702550838016614,6.566928380953233
77,5.695814899390069,6.571977906605886
78,5.731405027473356,6.618228164985947
79,5.906407220006222,6.699128319497024
80,5.976090159977027,6.695427331530166
81,5.916645917103135,6.710868213960518
82,5.855813308055905,6.763999181582257
83,5.867530673925267,6.765686741736599
