,Kampala,Busia
0,5.969865126935269,5.764507999739491
1,5.8855170059367845,5.815850960408928
2,5.958950814007155,5.8160903260941135
3,5.955617794596877,5.806448445119823
4,5.9640798968472035,5.827639603586277
5,5.916258313000828,5.839762280010722
6,5.984397783085841,5.852416110960883
7,6.0087147913069865,5.891519818002157
8,5.992603814703873,5.8954400662502255
9,5.928847986257203,5.895209627108374
10,6.000340059619703,5.890366685699979
11,5.998142305638953,5.976584584563974
12,5.986408941062014,6.07626059202922
13,6.059513895246804,6.249023760571426
14,6.206733056318419,6.131375313739207
15,6.178142286718774,5.972457956776333
16,5.931330274039128,5.994738168728259
17,5.971917235529052,6.10306056731719
18,6.038237994467524,6.127008061224102
19,6.135130873309249,6.155051850803804
20,6.18503626172917,6.174484605077709
21,6.245436340302469,6.326028347632771
22,6.303407971945689,6.329039800971969
23,6.426360802458954,6.38362410428713
24,6.424294917311788,6.375653110089442
25,6.46784330130732,6.4748905468227225
26,6.438182518753147,6.400107322621503
27,6.456406483124705,6.373163772720497
28,6.433756537325549,6.428312865744372
29,6.444134157483775,6.48612773134108
30,6.411815898740327,6.538927094258442
31,6.6167693122360465,6.637498511692277
32,6.609154152421307,6.56646380708577
33,6.651157472929973,6.499702212524387
34,6.598349920832463,6.5204710274061055
35,6.528490626350559,6.45342128594408
36,6.122483898456167,6.147875887665223
37,6.177429919199405,6.134422813773812
38,6.219172051891497,6.132119925935866
39,6.221904564035328,6.190270656514652
40,6.21706955057843,6.1470593850057815
41,6.260786644586643,6.102659816379745
42,6.25757878317172,6.017577582422973
43,6.0959569293486515,6.117761559315504
44,6.490122621510149,6.161731236942874
45,6.202083936018567,6.141852672078576
46,6.199259239942363,6.099578010211682
47,6.20072944042185,6.064110037108751
48,6.085991273891787,6.0960416097452885
49,6.093007630923488,6.127510807003157
50,6.091974649613189,6.113822589139058
51,6.110455785799122,6.097590690002236
52,6.083188164709767,6.058697144701472
53,6.079821860869233,6.0552807519531155
54,6.123893015909692,6.014879331904102
55,6.119565155834772,6.024254976030447
56,6.085738614760137,5.993815904569477
57,6.056185647326365,5.922066192350289
58,5.909885772883303,5.812308424277783
59,5.899323049235942,5.79556381494509
60,5.840267704300021,5.766355446013251
61,5.649097005083259,5.521681839476173
62,5.467431007872181,5.584806960274418
63,5.628345580121404,5.547526173379695
64,5.526399935507779,5.60538834682641
65,5.689119464595366,5.545121156232126
66,5.69957371962666,5.576720046521316
67,5.700318809555521,5.659015003414285
68,5.778881477414169,5.671736839962841
69,5.824251725093439,5.68742664239159
70,5.860350561713563,5.682463601987474
71,5.798257397085895,5.672569181922398
72,5.789347754890795,5.689264296333812
73,5.865071969663276,5.7503461054494425
74,5.870525719778315,5.7572943533366505
75,5.948900478153654,5.731631891282464
76,5.856292101256782,5.702550838016614
77,5.783783672336026,5.695814899390069
78,5.841175693608735,5.731405027473356
79,5.9040897218658595,5.906407220006222
80,6.012072877856533,5.976090159977027
81,6.016729375660117,5.916645917103135
82,6.017236747212243,5.855813308055905
83,6.031614643169441,5.867530673925267
