,Masindi,Lira
0,5.275479556124178,5.366612950491872
1,5.112551408384965,5.30793631125862
2,5.193232940612374,5.24560092612969
3,5.262470614036932,5.261221394636499
4,5.291061483717872,5.261647598511579
5,5.3013633293406315,5.310124528397276
6,5.488427863115462,5.483474905986613
7,5.501279277433299,5.558112752196465
8,5.500265656213766,5.56077560570624
9,5.485513885498625,5.544043778281912
10,5.4884566541889885,5.461575991408508
11,5.453558019490573,5.424749442858798
12,5.35787309871949,5.430710422671757
13,5.351244553914868,5.446757183360536
14,5.47078410184427,5.495092542320812
15,5.462935610364402,5.462935610364402
16,5.445999762404194,5.498694879390385
17,5.546659148996874,5.566337780437899
18,5.552289159742523,5.645161305019418
19,5.544493151148241,5.666441619783687
20,5.549632479119975,5.648656233870946
21,5.54674686835175,5.641164589373055
22,5.595701695395968,5.687556151203077
23,5.642371381028475,5.643174916628158
24,5.635845373847415,5.680787899564776
25,5.675177687462979,5.773714355301663
26,5.868849431235698,5.934618135666965
27,5.897916187093915,5.933007506905185
28,5.893859837756065,6.026466018286832
29,5.886718728325191,6.043960600722122
30,5.959743895809117,5.989325119826692
31,6.00134660082542,5.995775555775965
32,6.005981854153889,5.718299781702108
33,5.535290529329386,5.377574783337632
34,5.312198590938724,5.319578698236347
35,5.368581761113166,5.309136925761163
36,5.368956130992608,5.423792202869158
37,5.41895718941226,5.437557823581809
38,5.3563303703594904,5.41348878419944
39,5.294200015198664,5.294200015198664
40,5.280381673081202,5.281513535114885
41,5.1520064984226215,5.254786367486957
42,5.074272492658195,5.154315200331731
43,5.074221723464717,5.120237960751424
44,5.078458177437094,5.1529607047350146
45,5.068819317163852,5.138928883350879
46,5.074360892411804,5.149262200584922
47,5.149232731651864,5.090860725429956
48,5.146848729373835,5.211709363575876
49,5.139302426889725,5.172426474314758
50,5.132759470328324,5.068220949190753
51,5.126191201696839,5.075173427355114
52,5.123795709372973,5.058908087167098
53,5.116156585835759,5.001985440495777
54,5.111724038485514,5.0517605737179565
55,5.093877129023532,5.024113841473822
56,5.072644476051474,5.03912178401283
57,5.067713746135665,4.999311019251264
58,4.544330850840772,4.544330850840772
59,4.492688200916857,4.549307094916364
60,4.478766847861266,4.649584580173736
61,4.464766650080757,4.607183514384922
62,4.516574038681002,4.516574038681002
63,4.641371777279842,4.705910298417414
64,4.752465479950549,4.8450582667783735
65,4.760818943546503,4.955410592932272
66,4.853675768371139,4.912709299955332
67,4.86609331605545,4.86609331605545
68,4.942049894503591,5.0220926021771275
69,4.946942438619464,5.126191796376449
70,5.033716055574165,5.042107713210414
71,5.23877496105929,5.300741684808489
72,5.227376269354647,5.24564161733194
73,5.223509773156054,5.09063649177608
74,5.303592620673194,5.369189903159008
75,5.5467516479293515,5.528341086086172
76,5.564680694997345,5.526565062074832
77,5.520292489346226,5.520292489346226
78,5.4791271644977835,5.500180573695616
79,5.539695727085255,5.572593430592314
80,5.4441263027399,5.557937156774589
81,5.086228299901257,5.086228299901257
82,5.075033286849828,4.899548464547578
83,5.223319935534699,5.280730842748038
84,5.393261828560937,5.387498123844186
85,5.387802892630971,5.4181082421263
86,5.481495533484364,5.481495533484364
87,5.527281855864189,5.482981596967608
88,5.531926066476241,5.528609313850247
89,5.534926599493717,5.531620811359218
90,5.613902240403721,5.6047138143493145
91,5.133041133779092,5.128102852138509
92,5.207854515918085,5.207854515918085
93,5.269516812452338,5.269516812452338
