,Nairobi,Kampala
0,6.646389256953784,6.549089386259069
1,6.639041435259668,6.57731738494635
2,6.687488450843135,6.508516266089075
3,6.664819458193112,6.5350117303239434
4,6.633927826383913,6.671906240070198
5,6.635206259414846,6.609243981810443
6,6.640537434794652,6.518885743973179
7,6.642141817272417,6.551381020928636
8,6.668774329881169,6.590888743798449
9,6.661404307088801,6.615933575438553
10,6.654662809002483,6.429005350510378
11,6.650281053856099,6.477066337580395
12,6.623821061543903,6.415933580826795
13,6.6209496072483445,6.41956825017436
14,6.630053253646403,6.413894752112181
15,6.616980130539704,6.5409626921290025
16,6.617135250433609,6.556107830249778
17,6.614026408712523,6.608326833396764
18,6.6109272019424825,6.577396609166684
19,6.607061460931148,6.398114045424532
20,6.6247541389301885,6.381882860752918
21,6.595038221153797,6.434986174328529
22,6.608596743147879,6.500073397992073
23,6.582504220773498,6.509105407369265
24,6.597418561544886,6.612564378292032
25,6.577088911765866,6.61245173027075
26,6.5698298857950155,6.607299149439882
27,6.564017031985086,6.745817624305464
28,6.564431530349914,6.774305041813348
29,6.5300176440869455,6.8258503343514345
30,6.53994365666427,6.821446658547321
31,6.526892946567049,6.829929019268972
32,6.534979303293161,6.822144105081133
33,6.736087842754295,6.487855737885357
34,6.73550882888961,6.424615244241879
35,6.7449322539958025,6.357738960360644
36,6.7472407022661764,6.4321771310093
37,6.7431674395719465,6.471522643595779
38,6.740124394407893,6.467893350509074
39,6.749620673390103,6.474676016540806
40,6.753015007712652,6.498616292278132
41,6.755159221021647,6.618651356660965
42,6.7583281582099595,6.606987185198222
43,6.755414007099377,6.390068687798257
44,6.756570373233819,6.372593103411213
45,6.753898897589661,6.297843655052759
46,6.750979665241188,6.337612621164375
47,6.742619896426794,6.404257397307855
48,6.733019947164562,6.393921507173515
49,6.721602231451038,6.420267192626407
50,6.741763720215278,6.440989810081778
51,6.732315032958749,6.563914749160479
52,6.721296273593566,6.597736688584924
53,6.67596542327674,6.70807347665705
54,6.662211052945607,6.376134705826333
55,6.611632335676067,6.141810678834342
56,6.559014468684269,6.154170225733569
57,6.423072002342488,6.134606957780981
58,6.368775520489862,6.128450955290582
59,6.212608833725317,6.131779170741259
60,6.287445604180244,6.115762704359025
61,6.325240913570056,6.22424496797063
62,6.356079930192133,6.2386891236697295
63,6.360072958526515,6.288082666972602
64,6.317042236430258,6.223781017326023
65,6.337217387275688,6.138293314353324
66,6.2671555045009155,6.146186949806263
67,6.291762505427867,6.148032634165344
68,6.343526241085852,6.154407268815136
69,6.2697933143828655,6.309652122611329
70,6.267272555535977,6.373813365371398
71,6.427517382429762,6.418604935085321
72,6.452880812929591,6.446507810833791
73,6.390234301025007,6.445987944428703
74,6.395011114949591,6.546800532856457
75,6.4290748139002885,6.596983860325174
76,6.492465994366607,6.611633926220768
77,6.569547085641163,6.664647080013183
78,6.541147052972701,6.64740628814655
79,6.475104252705267,6.466583346997119
80,6.497597010635765,6.547946551878453
81,6.312201996789736,6.569583061182738
